1976,895.05,757.35,669.375,87.975,137.70,"1,208.70","1,071.00",946.305,124.695,137.70
1977,965.25,816.75,721.875,94.875,148.50,"1,303.50","1,155.00","1,020.525",134.475,148.50
1978,"1,070.85",893.85,756.675,137.175,177.00,"1,433.70","1,256.70","1,063.77",192.93,177.00
1979,"1,403.77","1,163.32",991.59,171.75,240.45,"1,854.90","1,614.45","1,376.29",238.16,240.45
1980,"1,587.67","1,315.72","1,170.68",145.04,271.95,"2,097.90","1,825.95","1,624.58",201.37,271.95
1981,"1,975.05","1,588.95","1,395.90",193.05,386.10,"2,762.10","2,376.00","2,086.43",289.57,386.10
1982,"2,170.80","1,749.60","1,482.30",267.30,421.20,"3,029.40","2,608.20","2,207.25",400.95,421.20
1983,"2,391.90","1,927.80","1,704.675",223.125,464.10,"3,337.95","2,873.85","2,539.1625",334.6875,464.10
1984 ,"2,646.00","2,154.60","1,965.60",189.00,491.40,"5,292.00","4,309.20","3,931.20",378.00,982.80
1985 ,"2,791.80","2,257.20","2,059.20",198.00,534.60,"5,583.60","4,514.40","4,118.40",396.00,"1,069.20"
1986 ,"3,003.00","2,394.00","2,184.00",210.00,609.00,"6,006.00","4,788.00","4,368.00",420.00,"1,218.00"
1987 ,"3,131.70","2,496.60","2,277.60",219.00,635.10,"6,263.40","4,993.20","4,555.20",438.00,"1,270.20"
1988 ,"3,379.50","2,727.00","2,488.50",238.50,652.50,"6,759.00","5,454.00","4,977.00",477.00,"1,305.00"
1989 ,"3,604.80","2,908.80","2,654.40",254.40,696.00,"7,209.60","5,817.60","5,308.80",508.80,"1,392.00"
1990,"3,924.45","3,180.60","2,872.80",307.80,743.85,"7,848.90","6,361.20","5,745.60",615.60,"1,487.70"
1991,"5,123.30","3,310.80","2,990.40",320.40,"1,812.50","10,246.60","6,621.60","5,980.80",640.80,"3,625.00"
1992,"5,328.90","3,441.00","3,108.00",333.00,"1,887.90","10,657.80","6,882.00","6,216.00",666.00,"3,775.80"
1993,"5,528.70","3,571.20","3,225.60",345.60,"1,957.50","11,057.40","7,142.40","6,451.20",691.20,"3,915.00"
1994,b,"3,757.20","3,187.56",569.64,b,b,"7,514.40","6,375.12","1,139.28",b
1995,b,"3,794.40","3,219.12",575.28,b,b,"7,588.80","6,438.24","1,150.56",b
1996,b,"3,887.40","3,298.02",589.38,b,b,"7,774.80","6,596.04","1,178.76",b
1997,b,"4,054.80","3,498.90",555.90,b,b,"8,109.60","6,997.80","1,111.80",b
1998,b,"4,240.80","3,659.40",581.40,b,b,"8,481.60","7,318.80","1,162.80",b
1999,b,"4,501.20","3,884.10",617.10,b,b,"9,002.40","7,768.20","1,234.20",b
2000,b,"4,724.40","4,038.60",685.80,b,b,"9,448.80","8,077.20","1,371.60",b
2001,b,"4,984.80","4,261.20",723.60,b,b,"9,969.60","8,522.40","1,447.20",b
2002,b,"5,236.80","4,499.70",764.10,b,b,"10,527.60","8,999.40","1,528.20",b
2003,b,"5,394.00","4,611.00",783.00,b,b,"10,788.00","9,222.00","1,566.00",b
2004,b,"5,449.80","4,658.70",791.10,b,b,"10,899.60","9,317.40","1,582.20",b
2005,b,"5,580.00","4,770.00",810.00,b,b,"11,160.00","9,540.00","1,620.00",b
2006,b,"5,840.40","4,992.60",847.80,b,b,"11,680.80","9,985.20","1,695.60",b
2007,b,"6,045.00","5,167.50",877.50,b,b,"12,090.00","10,335.00","1,755.00",b
2008,b,"6,324.00","5,406.00",918.00,b,b,"12,648.00","10,812.00","1,836.00",b
2009,b,"6,621.60","5,660.40",961.20,b,b,"13,243.20","11,320.80","1,922.40",b
2010,b,"6,621.60","5,660.40",961.20,b,b,"13,243.20","11,320.80","1,922.40",b
2011 ,b,"6,621.60","5,660.40",961.20,b,b,"13,243.20","11,320.80","1,922.40",b
2012 ,b,"6,826.20","5,835.30",990.90,b,b,"13,652.40","11,670.60","1,981.80",b
2013 ,b,"7,049.40","6,026.10","1,023.30",b,b,"14,098.80","12,052.20","2,046.60",b
2014 ,b,"7,254.00","6,201.00","1,053.00",b,b,"14,508.00","12,402.00","2,106.00",b
2015 ,b,"7,347.00","6,280.50","1,066.50",b,b,"14,694.00","12,561.00","2,133.00",b
"SOURCES: Social Security Act of 1935 (the Act), as amended through December 31, 2014; regulations issued under the Act; and precedential case decisions (rulings). Social Security Administration, ""Cost-of-Living Increase and Other Determinations for 2015,"" Federal Register, vol. 79, no. 209 (October 29, 2014). See the Social Security Program Rules page (https://www.socialsecurity.gov/regulations/index.htm) for specific laws, regulations, rulings, legislation, and a link to the Federal Register.",,,,,,,,,,
"NOTES: DI = Disability Insurance; HI = Hospital Insurance; OASI = Old-Age and Survivors Insurance; OASDI = Old-Age, Survivors, and Disability Insurance; . . . = not applicable.",,,,,,,,,,
"Table shows the maximum contributions (taxes) received by the trust funds from an individual worker. Occasional temporary tax credits and rate reductions affect the amounts paid by workers, and are summarized in footnotes as applicable.",,,,,,,,,,
"a. In 1984, the 5.7 percent OASDI tax on taxable wages of employees was offset by a tax credit of 0.3 percent, resulting in an effective employee tax rate of 5.4 percent. However, the OASDI trust funds received the full 5.7 percent because of a general revenue transfer equivalent to 0.3 percent of taxable wages. Similar credits of 2.7 percent, 2.3 percent, and 2.0 percent were allowed against the combined OASDI and HI taxes on net earnings from self-employment in 1984, 1985, and from 1986 to 1989, respectively.",,,,,,,,,,
b. Upper limit on earnings subject to HI taxes was repealed by the Omnibus Budget Reconciliation Act (OBRA) of 1993.,,,,,,,,,,
"c. For 2011 and 2012, the combined OASDI payroll tax rate was reduced by 2.0 percent for employees and for self-employed workers. Thus, for 2011, the maximum OASDI contribution for employees was $4,485.60 and for self-employed workers was $11,107.20; and for 2012, the maximum OASDI contribution for employees was $4,624.20 and for self-employed workers was $11,450.40. The authorizing legislation does not specify percentage reductions attributable to the separate OASI and DI trust funds. Amounts equal to the revenue forgone were transferred from the general fund of the Treasury to the trust funds.",,,,,,,,,,
"d. Beginning in 2013, an additional HI tax of 0.9 percent is assessed on earned income exceeding $200,000 for individuals and $250,000 for married couples filing jointly. This additional HI tax amount is not reflected in the contribution amounts shown in the table.",,,,,,,,,,
CONTACT: (410) 965-0090 or statistics@ssa.gov.,,,,,,,,,,
