, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
12,U.S.-chartered depository institutions; agency issued residential CMOs and other structured MBS; asset,FA763061603,13.0,-0.1,-22.4,-4.9,12.5,-7.6,-39.9,-9.8,-32.5,13
13,U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset,FA763061403,14.6,15.3,28.6,14.9,28.9,34.8,26.3,20.1,33.0,14
14,"U.S.-chartered depository institutions; agency- and GSE-backed securities, excluding MBS and CMOs; asset",FA763061795,-23.0,-19.7,-32.6,-40.1,-26.4,-26.8,-45.0,-53.1,-5.4,15
15,U.S.-chartered depository institutions; municipal securities; asset,FA763062000,32.7,47.4,50.3,39.0,42.0,40.1,67.6,40.0,53.4,16
16,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset",FA763063005,-37.4,-12.2,-6.6,-42.7,14.9,20.1,-12.3,26.7,-60.9,17
17,U.S.-chartered depository institutions; private residential mortgage-backed securities; asset,FA763063673,-6.0,-8.0,-5.2,-9.9,-9.6,-7.5,-7.0,-4.5,-1.6,18
18,U.S.-chartered depository institutions; private commercial mortgage-backed securities; asset,FA763063653,-2.5,-2.5,0.4,-2.0,-0.8,-2.8,-1.0,0.9,4.7,19
19,U.S.-chartered depository institutions; private residential CMOs and other structured MBS; asset,FA763063663,-5.6,-12.0,-11.3,-11.2,-18.4,-9.7,-5.5,-13.9,-16.4,20
20,U.S.-chartered depository institutions; private commercial CMOs and other structured MBS; asset,FA763063693,5.4,10.6,-10.6,7.5,13.4,-3.8,-4.8,-24.8,-8.9,21
21,"U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset",FA763063095,-28.8,-0.3,20.0,-27.1,30.2,43.9,6.0,69.0,-38.7,22
22,U.S.-chartered depository institutions; loans; asset,FA764023005,439.2,527.4,486.6,465.2,615.1,679.4,514.9,511.7,240.2,23
23,"U.S.-chartered depository institutions, including IBFs; depository institution loans n.e.c.; asset",FA763068005,249.8,214.1,136.5,142.3,192.1,371.0,99.5,148.3,-72.9,24
24,U.S.-chartered depository institutions; customers' liability on acceptances; asset,FA763069703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
25,U.S.-chartered depository institutions; total mortgages; asset,FA763065005,117.9,213.0,246.4,206.3,276.4,220.9,313.5,268.9,182.1,26
26,U.S.-chartered depository institutions; consumer credit; asset,FA763066000,71.5,100.2,103.7,116.6,146.6,87.5,101.9,94.5,131.0,27
27,U.S.-chartered depository institutions; corporate equities; asset,FA763064105,0.7,2.0,-7.2,3.2,3.5,-29.5,-1.9,0.8,1.8,28
28,U.S.-chartered depository institutions; mutual fund shares; asset,FA763064203,-0.7,-0.9,-1.8,-3.3,-1.6,4.1,-0.5,-8.2,-2.8,29
29,U.S.-chartered depository institutions; life insurance reserves; asset,FA763040005,5.9,6.5,5.6,5.6,6.6,5.5,5.7,6.0,5.3,30
30,U.S.-chartered depository institutions; U.S. direct investment abroad; asset,FA763092000,3.2,0.8,-15.3,-6.6,13.7,-3.1,-60.1,10.0,-7.8,31
31,U.S.-chartered depository institutions; total miscellaneous assets,FA763090005,-6.6,13.5,59.6,-70.2,-60.1,211.0,117.3,-50.6,-39.3,32
32,"U.S.-chartered depository institutions, including IBFs; total liabilities",FA764190005,981.2,533.4,714.3,257.1,793.0,1360.4,631.3,1070.0,-204.3,33
33,U.S.-chartered depository institutions; net interbank transactions; liability,FA764110005,54.5,-52.8,-142.2,-94.0,127.3,131.0,-383.9,81.6,-397.4,34
34,Monetary authority; Federal Reserve float; asset,FA713022003,0.4,0.5,-0.8,1.3,0.2,-4.6,-0.4,2.2,-0.3,35
35,"Monetary authority; loans to domestic banks, including AMLF; asset",FA713068705,0.1,-0.0,-0.1,0.3,-0.5,-0.2,0.6,-0.0,-0.5,36
36,U.S.-chartered depository institutions; net interbank transactions with U.S. banking; liability,FA764112005,-45.3,-16.9,-9.8,69.7,-136.1,258.5,-298.2,139.7,-139.0,37
37,"U.S.-chartered depository institutions, including IBFs; net interbank transactions with banks in foreign countries; liability",FA764116005,99.3,-36.4,-131.6,-165.4,263.7,-122.7,-85.8,-60.3,-257.6,38
38,U.S.-chartered depository institutions; checkable deposits; liability,FA763127005,136.2,50.3,113.3,-127.3,126.4,290.0,91.2,218.9,-147.0,39
39,"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability",FA763123005,0.9,-0.2,-0.1,0.2,-0.7,-0.4,0.4,-0.0,-0.4,40
40,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,FA763129205,130.0,63.4,101.9,-82.0,116.8,265.5,92.2,195.3,-145.5,41
41,U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability,FA763122605,5.3,-12.9,11.5,-45.5,10.3,24.9,-1.3,23.5,-1.1,42
42,"U.S.-chartered depository institutions, including IBFs; total time and savings deposits; liability",FA763130005,446.3,484.0,580.9,530.9,565.4,537.1,389.5,765.2,632.0,43
43,"U.S.-chartered depository institutions, including IBFs; federal funds and security repurchase agreements; liability",FA762150005,-33.2,-39.4,-34.2,-81.2,-36.4,-12.4,-38.5,-16.1,-70.0,44
44,U.S.-chartered depository institutions; debt securities; liability,FA764122005,-17.2,-9.3,-21.4,10.4,27.9,36.9,-26.0,-44.2,-52.5,45
45,U.S.-chartered depository institutions; open market paper; liability,FA763169175,-5.2,-0.9,-4.5,4.0,9.9,12.0,-4.4,-12.6,-13.2,46
46,U.S.-chartered depository institutions; corporate and foreign bonds; liability,FA763163005,-12.0,-8.4,-16.9,6.4,17.9,24.9,-21.6,-31.6,-39.3,47
47,U.S.-chartered depository institutions; FHLB advances and Sallie Mae loans; liability,FA763169305,58.2,30.4,68.7,-21.4,96.4,64.8,140.6,45.3,23.9,48
48,U.S.-chartered depository institutions; corporate equities; liability,FA763164103,2.7,9.5,4.5,2.2,9.5,3.4,4.6,3.3,6.9,49
49,U.S.-chartered depository institutions; taxes payable (net); liability,FA763178003,15.2,-4.4,-0.1,8.6,-17.7,41.4,17.6,-0.1,-59.1,50
50,U.S.-chartered depository institutions; total miscellaneous liabilities,FA763190005,318.5,65.0,144.8,28.8,-105.8,268.1,436.0,16.2,-141.1,51
51,"U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability",FA763194735,195.9,42.1,118.3,88.6,51.8,151.3,285.1,145.8,-109.1,52
52,"U.S.-chartered depository institutions, including IBFs; unidentified miscellaneous liabilities",FA763193005,122.5,22.9,26.5,-59.8,-157.6,116.8,151.0,-129.6,-32.0,53
53,U.S.-chartered depository institutions; sector discrepancy,FA767005005,51.3,-135.7,-94.5,-174.4,-14.1,-0.4,92.6,-191.5,-278.6,54
54,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated)(2),FA763066303,0.7,-0.6,1.4,-1.4,-1.2,0.4,1.0,2.7,1.5,55
55,"U.S.-chartered depository institutions, including IBFs; total uninsured checkable and time and savings deposits; liability(3)",FA763139105,375.3,242.1,297.3,143.3,450.4,215.3,233.4,473.3,267.0,56
