, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
40,Nonfinancial corporate business; municipal securities; liability(5),FA103162000,0.1,14.4,17.7,16.4,-6.1,12.7,29.4,23.6,5.2,41
41,Nonfinancial corporate business; corporate bonds; liability(4),FA103163003,272.5,398.9,271.7,323.9,209.9,527.2,289.6,339.7,-69.7,42
42,Nonfinancial corporate business; loans; liability,FA104123005,97.3,100.2,124.1,29.5,88.9,297.4,-97.9,287.6,9.0,43
43,Nonfinancial corporate business; depository institution loans n.e.c.; liability,FA103168005,70.2,78.2,49.1,97.6,41.5,157.2,7.9,116.3,-84.8,44
44,Nonfinancial corporate business; other loans and advances; liability(6),FA103169005,63.0,-17.4,31.2,-100.9,-11.0,133.6,-157.4,102.6,45.9,45
45,Nonfinancial corporate business; total mortgages; liability,FA103165005,-36.0,39.5,43.7,32.9,58.4,6.7,51.6,68.6,47.9,46
46,Nonfinancial corporate business; corporate equities; liability,FA103164103,-394.5,-560.9,-565.7,-627.2,-536.2,-620.6,-652.4,-666.8,-322.9,47
47,Nonfinancial corporate business; trade payables; liability,FA103170005,150.1,-40.7,98.2,-106.9,-126.2,-46.0,203.3,182.4,53.1,48
48,Nonfinancial corporate business; taxes payable; liability,FA103178000,-1.4,-1.8,-13.0,-10.7,-35.7,-37.8,-9.1,-2.8,-2.4,49
49,Nonfinancial corporate business; foreign direct investment in U.S.; liability,FA103192005,152.2,320.1,338.7,162.7,65.8,179.0,530.7,283.2,361.8,50
50,Nonfinancial corporate business; total miscellaneous liabilities,FA103190005,1068.3,654.6,542.9,920.3,1265.3,627.5,781.5,467.7,295.0,51
51,Private pension funds; pension fund contributions receivable; asset,FA573074005,-2.9,-4.3,-1.4,-4.4,-3.5,-1.1,-2.0,-2.3,-0.4,52
52,Private defined benefit pension funds; claims of pension fund on sponsor; asset,FA573073005,85.4,66.9,4.7,68.9,59.2,-0.8,22.6,17.5,-20.3,53
53,Nonfinancial corporate business; unidentified miscellaneous liabilities,FA103193005,985.8,592.1,539.6,855.8,1209.6,629.3,760.8,452.5,315.7,54
54,Nonfinancial corporate business; sector discrepancy,FA107005005,700.8,85.2,38.3,155.3,208.6,137.6,37.9,41.6,-64.1,55
55,Nonfinancial corporate business; capital expenditures less the sum of U.S. internal funds and IVA (financing gap)(7),FA105005305,-7.6,102.3,34.1,63.1,122.4,36.7,54.9,-24.6,69.6,56
