, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
13,Nonfinancial corporate business; commercial paper; asset,FL103069100,56.5,54.8,65.6,54.9,54.8,55.1,59.0,61.5,65.6,14
14,Nonfinancial corporate business; Treasury securities; asset,FL103061103,41.7,35.8,39.5,30.4,35.8,44.2,34.0,36.8,39.5,15
15,Nonfinancial corporate business; agency- and GSE-backed securities; asset,FL103061703,13.9,11.9,13.2,10.1,11.9,14.7,16.3,12.3,13.2,16
16,Nonfinancial corporate business; municipal securities; asset,FL103062003,21.2,24.0,28.1,22.2,24.0,20.6,21.5,41.0,28.1,17
17,Nonfinancial corporate business; loans; asset,FL104023005,73.4,74.6,75.8,75.5,74.6,73.2,73.9,74.6,75.8,18
18,Nonfinancial corporate business; total mortgages; asset,FL103065003,29.0,31.0,32.9,30.5,31.0,31.5,32.0,32.4,32.9,19
19,Nonfinancial corporate business; consumer credit; asset,FL103066005,44.4,43.6,42.8,45.0,43.6,41.7,41.9,42.2,42.8,20
20,Nonfinancial corporate business; mutual fund shares; asset(1),LM103064203,234.5,235.7,255.9,228.3,235.7,238.1,244.1,254.5,255.9,21
21,Nonfinancial corporate business; trade receivables; asset,FL103070005,2658.9,2637.9,2756.6,2733.8,2637.9,2670.6,2774.3,2815.3,2756.6,22
22,Nonfinancial corporate business; U.S. direct investment abroad; asset(3),FL103092005,4615.6,4807.2,5090.4,4724.6,4807.2,4903.9,4969.4,5044.4,5090.4,23
23,Nonfinancial corporate business; total miscellaneous assets,FL103090005,7948.7,8721.5,9220.4,8415.7,8721.5,8813.1,8915.5,8978.8,9220.4,24
24,Nonfinancial corporate business; total liabilities,FL104190005,16572.0,17355.2,18064.4,17134.6,17355.2,17573.6,17817.8,17976.4,18064.4,25
25,Nonfinancial corporate business; debt securities; liability,FL104122005,5121.7,5529.5,5825.2,5503.2,5529.5,5674.0,5758.2,5836.7,5825.2,26
26,Nonfinancial corporate business; commercial paper; liability,FL103169100,182.0,176.5,182.8,201.2,176.5,185.5,186.9,177.9,182.8,27
27,Nonfinancial corporate business; municipal securities; liability(4),FL103162000,529.2,543.6,561.3,545.0,543.6,547.3,557.7,560.2,561.3,28
28,Nonfinancial corporate business; corporate bonds; liability(3),FL103163003,4410.5,4809.4,5081.2,4757.0,4809.4,4941.2,5013.6,5098.6,5081.2,29
29,Nonfinancial corporate business; loans; liability,FL104123005,2377.4,2479.3,2598.8,2434.6,2479.3,2540.9,2532.7,2579.9,2598.8,30
30,Nonfinancial corporate business; depository institution loans n.e.c.; liability,FL103168005,856.0,935.8,985.0,905.5,935.8,964.5,977.3,986.9,985.0,31
31,Nonfinancial corporate business; other loans and advances; liability,FL103169005,1126.2,1108.7,1140.0,1112.4,1108.7,1141.3,1107.5,1130.3,1140.0,32
32,Nonfinancial corporate business; total mortgages; liability,FL103165005,395.2,434.7,473.8,416.7,434.7,435.1,447.8,462.7,473.8,33
33,Nonfinancial corporate business; trade payables; liability,FL103170005,2088.4,2047.7,2145.9,2077.6,2047.7,2025.1,2090.8,2131.4,2145.9,34
34,Nonfinancial corporate business; taxes payable; liability,FL103178000,43.5,41.7,28.7,56.8,41.7,40.7,32.4,35.2,28.7,35
35,Nonfinancial corporate business; foreign direct investment in U.S.; liability,FL103192005,2740.6,2964.8,3313.2,2945.8,2964.8,3012.1,3150.7,3227.5,3313.2,36
36,Nonfinancial corporate business; total miscellaneous liabilities,FL103190005,4200.5,4292.2,4152.7,4116.6,4292.2,4280.8,4253.1,4165.7,4152.7,37
37,Nonfinancial corporate business; net worth,FL102090005,20738.5,22213.2,23694.2,21872.9,22213.2,22330.3,22785.5,23292.4,23694.2,38
38,"Nonfinancial corporate business; residential structures, current cost basis",FL105012665,186.7,189.7,201.5,188.4,189.7,191.4,194.8,198.1,201.5,39
39,"Nonfinancial corporate business; nonresidential structures, current cost basis",FL105013665,8172.8,8215.2,8359.0,8192.3,8215.2,8200.4,8281.7,8288.0,8359.0,40
40,Nonfinancial corporate business; corporate equities; liability,LM103164103,22681.1,21706.3,23621.2,20709.2,21706.3,21783.5,22158.9,22985.3,23621.2,41
41,Nonfinancial corporate business; debt as a percentage of net worth (market value),FL104104006,36.2,36.1,35.6,36.3,36.1,36.8,36.4,36.1,35.6,42
42,Nonfinancial corporate business; debt as a percentage of the market value of corporate equities,FL104104016,33.1,36.9,35.7,38.3,36.9,37.7,37.4,36.6,35.7,43
43,Nonfinancial corporate business; corporate equities as a percentage of net worth,FL103164106,109.4,97.7,99.7,94.7,97.7,97.6,97.3,98.7,99.7,44
44,Nonfinancial corporate business; total assets at historical cost,FL102000115,30338.8,31767.4,33290.2,31361.5,31767.4,32149.3,32592.9,32966.9,33290.2,45
45,Nonfinancial corporate business; nonfinancial assets at historical cost,FL102010115,13064.4,13594.4,14066.3,13479.1,13594.4,13764.3,13869.4,13968.8,14066.3,46
46,"Nonfinancial corporate business; real estate, historical cost basis",FL105035045,5180.6,5392.0,5612.7,5341.5,5392.0,5465.1,5511.6,5553.8,5612.7,47
47,"Nonfinancial corporate business; nonresidential equipment, historical cost basis",FL105013213,4062.3,4243.0,4387.8,4198.3,4243.0,4282.3,4319.1,4353.5,4387.8,48
48,"Nonfinancial corporate business; nonresidential intellectual property products, historical cost basis",FL105013715,1870.9,1964.4,2073.2,1940.7,1964.4,1988.9,2016.3,2044.0,2073.2,49
49,"Nonfinancial corporate business; inventories, historical cost basis (SOI)",FL105020000,1950.7,1994.9,1992.6,1998.6,1994.9,2027.9,2022.5,2017.5,1992.6,50
50,Nonfinancial corporate business; net worth at historical cost,FL102090115,13766.8,14412.3,15225.8,14226.8,14412.3,14575.7,14775.1,14990.5,15225.8,51
51,"Nonfinancial corporate business; residential structures, historical cost basis",FL105012613,90.5,94.8,99.6,93.6,94.8,96.0,97.2,98.4,99.6,52
52,"Nonfinancial corporate business; nonresidential structures, historical cost basis",FL105013613,4554.9,4750.5,4924.0,4707.3,4750.5,4793.1,4835.5,4880.1,4924.0,53
53,Nonfinancial corporate business; debt as a percentage of net worth (historical cost),FL104104026,54.5,55.6,55.3,55.8,55.6,56.4,56.1,56.1,55.3,54
