, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
30,Rest of the world; U.S. deposits at foreign banks; liability,FL264116205,21.4,18.7,28.6,17.9,18.7,19.8,25.8,25.5,28.6,31
31,"U.S.-chartered depository institutions, including IBFs; deposits at foreign banks; asset",FL764016205,12.2,9.7,12.5,9.3,9.7,10.1,11.8,13.3,12.5,32
32,"Foreign banking offices in the U.S., including IBFs; deposits at foreign banks; asset",FL754016205,9.2,9.1,16.1,8.6,9.1,9.7,13.9,12.1,16.1,33
33,Rest of the world; loans to U.S. private depository institutions; asset,FL264035125,12.8,12.8,19.2,15.4,12.8,19.9,16.1,18.2,19.2,34
34,International banking facilities of U.S.-chartered depository institutions; other borrowed money owed to nonrelated foreign banks; liability,FL274135123,4.1,4.9,8.6,6.6,4.9,7.8,6.6,7.8,8.6,35
35,International banking facilities of foreign banking offices in U.S.; other borrowed money owed to nonrelated foreign banks; liability,FL284135125,8.6,7.9,10.6,8.7,7.9,12.1,9.5,10.4,10.6,36
36,Rest of the world; net interbank transactions with banks in foreign countries; asset(1),FL264016005,445.2,326.6,133.4,397.9,326.6,286.4,316.5,222.4,133.4,37
37,U.S.-chartered depository institutions; net interbank transactions with U.S. banking; liability,FL764112005,12.0,-5.0,-14.7,-3.9,-5.0,-17.7,-25.2,-19.8,-14.7,38
38,U.S.-chartered depository institutions; interbank transactions due to U.S. banks; liability,FL764112205,62.9,46.3,46.1,49.7,46.3,36.6,32.1,41.2,46.1,39
39,"Foreign banking offices in the U.S., including IBFs; interbank transactions due from U.S. depository institutions; asset",FL754012205,27.6,23.0,26.0,22.3,23.0,22.3,22.2,25.2,26.0,40
40,Banks in U.S.-affiliated areas; checkable deposits and currency; asset,FL743020003,5.3,5.1,6.0,5.4,5.1,5.8,5.9,7.2,6.0,41
41,Credit unions; interbank transactions due from U.S. depository institutions; asset,FL474012205,62.8,60.5,61.7,61.7,60.5,63.1,64.5,60.3,61.7,42
42,Foreign banking offices in the U.S.; interbank transactions due to U.S. banks; liability,FL754112205,50.9,51.3,60.8,53.5,51.3,54.3,57.3,61.0,60.8,43
43,Instrument discrepancies; net interbank transactions(2),FL904010005,-32.8,-42.2,-47.7,-39.7,-42.2,-54.6,-60.5,-51.5,-47.7,44
