, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
30,U.S.-chartered depository institutions; corporate and foreign bonds; liability,FA763163005,-12.0,-8.4,-16.9,6.4,17.9,24.9,-21.6,-31.6,-39.3,31
31,Private depository institutions; other loans and advances; liability,FA703169005,66.6,39.7,70.7,-1.6,95.5,57.9,146.8,52.9,25.1,32
32,U.S.-chartered depository institutions; corporate equities; liability,FA763164103,2.7,9.5,4.5,2.2,9.5,3.4,4.6,3.3,6.9,33
33,U.S.-chartered depository institutions; taxes payable (net); liability,FA763178003,15.2,-4.4,-0.1,8.6,-17.7,41.4,17.6,-0.1,-59.1,34
34,Foreign banking offices in the U.S.; foreign direct investment in the U.S.; liability,FA753192003,1.5,1.1,5.1,2.0,0.9,7.3,7.1,1.6,4.5,35
35,Private depository institutions; miscellaneous liabilities,FA703190005,306.3,54.1,131.3,36.8,-127.2,459.2,420.2,-143.3,-210.8,36
36,"U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank subsidiaries; liability",FA763194735,195.9,42.1,118.3,88.6,51.8,151.3,285.1,145.8,-109.1,37
37,Foreign banking offices in the U.S.; equity investment by funding corporations; liability,FA753194503,-20.3,2.2,-5.9,-3.1,-11.9,86.9,-48.8,-36.5,-25.3,38
38,Private depository institutions; unidentified miscellaneous liabilities,FA703193005,130.6,9.9,19.0,-48.7,-167.2,221.1,183.9,-252.6,-76.4,39
39,Private depository institutions; sector discrepancy,FA707005005,50.4,-146.6,-126.2,-97.9,-92.9,-119.8,-3.3,-307.6,-74.2,40
40,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated)(3),FA763066303,0.7,-0.6,1.4,-1.4,-1.2,0.4,1.0,2.7,1.5,41
41,Private depository institutions; uninsured checkable and time and savings deposits; liability(4),FA703139105,459.8,134.4,225.6,7.6,217.2,365.2,90.7,71.5,375.0,42
