, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
24,"State and local governments, excluding employee retirement funds; unidentified miscellaneous assets",FA213093003,7.0,11.5,4.1,25.5,1.5,2.7,3.0,7.8,3.1,25
25,Federal government; total miscellaneous assets,FA313090005,12.5,14.4,13.2,11.0,9.6,21.2,12.0,9.2,10.4,26
26,Monetary authority; total miscellaneous assets,FA713090005,-0.5,-20.2,-11.8,-20.2,-13.4,-18.1,-5.3,-2.1,-21.7,27
27,U.S.-chartered depository institutions; total miscellaneous assets,FA763090005,-6.6,13.5,59.6,-70.2,-60.1,211.0,117.3,-50.6,-39.3,28
28,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets",FA753093005,14.4,-13.0,4.9,-35.6,-10.5,22.9,25.8,-26.0,-3.0,29
29,Banks in U.S.-affiliated areas; unidentified miscellaneous assets,FA743093005,12.8,1.5,6.6,-3.4,-4.6,21.8,-13.1,-3.8,21.7,30
30,Credit unions; total miscellaneous assets,FA473090005,5.4,6.1,11.7,11.7,15.9,-15.5,42.8,-27.7,47.4,31
31,Property-casualty insurance companies; total miscellaneous assets,FA513090005,-1.6,20.9,28.2,31.9,-12.7,68.6,16.8,19.1,8.2,32
32,Life insurance companies; total miscellaneous assets,FA543090005,73.8,10.4,42.9,40.6,-25.8,59.6,73.3,-46.3,85.1,33
33,Private pension funds; total miscellaneous assets,FA573090005,100.3,103.6,48.8,69.8,92.2,65.7,66.1,48.1,15.2,34
34,Federal government retirement funds; claims of pension fund on sponsor; asset,FA343073005,22.1,18.7,14.0,475.3,-1362.3,16.1,49.0,25.9,-34.9,35
35,State and local government employee retirement funds; miscellaneous assets,FA223090005,268.6,262.0,235.4,273.3,276.0,206.0,212.3,282.3,241.1,36
36,Money market mutual funds; unidentified miscellaneous assets,FA633093005,-14.7,-7.0,-6.3,33.6,48.6,-94.0,13.7,11.9,43.1,37
37,Mutual funds; unidentified miscellaneous assets,FA653093005,102.8,-49.0,-110.4,115.5,88.5,38.6,-127.6,-196.9,-155.8,38
38,Exchange-traded funds; unidentified miscellaneous assets (commodity funds),FA563093003,-1.4,2.1,11.7,-2.4,1.8,39.3,28.5,8.0,-29.0,39
39,Government-sponsored enterprises; unidentified miscellaneous assets,FA403093005,-11.0,-6.5,2.6,-48.4,-24.0,31.9,31.6,30.1,-83.1,40
40,Issuers of asset-backed securities; funding agreements backing securities; asset,FA673090543,9.2,1.6,6.7,-12.2,18.2,-3.9,8.0,4.5,18.3,41
41,Finance companies; total miscellaneous assets,FA613090005,9.5,-11.2,-66.7,-90.5,127.0,36.5,-133.5,-124.5,-45.5,42
42,Real estate investment trusts; total miscellaneous assets,FA643090005,13.4,11.2,24.6,13.4,-12.6,37.8,30.0,12.2,18.5,43
43,Security brokers and dealers; total miscellaneous assets,FA663090005,50.5,-59.6,-19.2,84.4,-271.9,377.8,-246.2,-86.8,-121.6,44
44,Holding companies; total miscellaneous assets,FA733090005,111.2,-7.1,378.4,-96.4,43.9,244.4,65.1,1172.8,31.2,45
45,Funding corporations; equity investment in own subsidiaries; asset,FA503094505,2.8,38.4,29.6,54.0,31.8,199.6,11.0,-79.4,-13.0,46
46,Instrument discrepancies; total miscellaneous assets,FA903090005,136.9,-292.0,-146.7,-249.1,144.8,-803.2,719.1,-289.6,-213.1,47
