, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
31,Private pension funds; security repurchase agreements; asset,FA572051005,0.2,-0.2,0.0,-0.3,-0.2,0.1,0.0,-0.0,-0.0,32
32,State and local government employee defined benefit retirement funds; security repurchase agreements; asset,FA222051043,0.3,0.0,0.1,-0.2,-0.1,-0.7,0.6,0.4,0.1,33
33,Money market mutual funds; security repurchase agreements; asset,FA632051000,152.9,44.8,100.9,127.1,-9.8,-276.3,138.7,787.8,-246.6,34
34,Mutual funds; security repurchase agreements; asset,FA652051003,9.9,-12.4,-1.1,-22.9,-4.8,20.5,-10.1,1.0,-15.8,35
35,Government-sponsored enterprises; federal funds and security repurchase agreements; asset,FA402050005,10.3,20.2,2.8,31.9,135.5,-92.0,19.9,29.6,53.9,36
36,Government-sponsored enterprises; federal funds held by FHLB; asset(3),FA402052033,23.3,-10.4,18.5,-42.5,45.5,28.1,-14.9,50.0,11.0,37
37,Security brokers and dealers; security repurchase agreements; asset,FA662051003,-168.2,-19.5,-20.6,289.7,-441.5,-71.9,328.4,27.4,-366.3,38
38,Holding companies; security repurchase agreements; asset,FA732051003,-5.1,-0.4,-0.1,-14.5,-7.3,3.4,0.7,-3.4,-1.0,39
39,Funding corproations; security repurchase agreements; asset,FA502051003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
40,Rest of the world; security repurchase agreements; asset,FA262051003,105.6,-143.4,67.0,78.6,-329.1,151.7,164.5,0.4,-48.4,41
41,Instrument discrepancies; federal funds and security repurchase agreements,FA902050005,-109.6,119.7,-67.1,118.4,165.8,-74.1,-48.6,-470.9,325.4,42
42,"Monetary authority; security repurchase agreements, reverse repurchase agreement operations; liability(5)",FA712151103,199.0,77.9,-6.2,228.0,99.9,-683.0,-100.2,534.9,223.3,43
43,Money market mutual funds; security repurchase agreements (Federal Reserve reverse repurchase agreement operations); asset(6),FA632051103,207.9,52.8,-20.6,169.1,38.3,-625.2,-99.6,566.3,76.3,44
44,"Domestic financial sectors, excluding money market mutual funds; security repurchase agreements (Federal Reserve Reverse Repurchase Agreement Operational Exercise); asset(7)",FA792051115,-9.0,25.1,14.3,59.0,61.6,-57.7,-0.6,-31.4,147.0,45
