, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
16,Domestic nonfinancial sectors; consumer credit; asset,FL383066005,938.2,1037.4,1131.7,1027.1,1037.4,1074.2,1084.4,1118.8,1131.7,17
17,Domestic nonfinancial sectors; corporate equities; asset,LM383064105,14564.5,14401.2,16098.4,13761.1,14401.2,14408.6,14831.7,15522.4,16098.4,18
18,Domestic nonfinancial sectors; mutual fund shares; asset,LM383064205,7045.0,6826.6,7200.5,6671.8,6826.6,6838.1,6988.8,7248.8,7200.5,19
19,Domestic nonfinancial sectors; trade receivables; asset,FL383070005,3780.2,3825.5,4009.3,3894.4,3825.5,3875.3,3995.8,4055.9,4009.3,20
20,Households and nonprofit organizations; life insurance reserves; asset,FL153040005,1282.8,1310.6,1368.3,1298.3,1310.6,1316.0,1340.3,1356.6,1368.3,21
21,Households and nonprofit organizations; pension entitlements; asset,FL153050005,20666.8,21256.1,22259.4,20886.9,21256.1,21467.4,21729.7,22078.2,22259.4,22
22,Domestic nonfinancial sectors; taxes receivable; asset,FL383078005,302.9,329.9,347.0,323.6,329.9,332.7,340.6,343.6,347.0,23
23,Households and nonprofit organizations; proprietors' equity in noncorporate business,FL152090205,10103.0,10834.2,11249.3,10671.7,10834.2,10884.4,11009.6,11156.5,11249.3,24
24,Nonfinancial corporate business; U.S. direct investment abroad; asset,FL103092005,4615.6,4807.2,5090.4,4724.6,4807.2,4903.9,4969.4,5044.4,5090.4,25
25,Domestic nonfinancial sectors; total miscellaneous assets,FL383090005,12164.1,13189.9,13969.5,12802.0,13189.9,13353.9,13521.2,13652.4,13969.5,26
26,Domestic nonfinancial sectors; total liabilities,FL384190005,59557.9,62202.7,64787.5,61379.6,62202.7,62903.2,63491.0,64140.6,64787.5,27
27,Federal government; special drawing rights (SDRs) allocations; liability,FL313111303,51.2,48.9,47.5,49.6,48.9,49.8,49.4,49.3,47.5,28
28,Monetary authority; SDR certificates issued by federal government; asset,FL713014003,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,29
29,Federal government; Treasury currency; liability,FL313112003,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.3,30
30,Domestic nonfinancial sectors; debt securities; liability,FL384122005,22809.9,23942.9,25105.9,23160.1,23942.9,24340.6,24450.9,24778.2,25105.9,31
31,Nonfinancial corporate business; commercial paper; liability,FL103169100,182.0,176.5,182.8,201.2,176.5,185.5,186.9,177.9,182.8,32
32,Federal government; Treasury securities; liability,FL313161105,14416.7,15141.1,15983.8,14376.7,15141.1,15377.3,15385.2,15643.9,15983.8,33
33,Federal government; budget agency securities; liability,FL313161705,24.4,24.6,24.5,24.1,24.6,24.4,24.6,24.4,24.5,34
34,Domestic nonfinancial sectors; municipal securities; liability,FL383162005,3776.3,3791.2,3833.7,3801.1,3791.2,3812.1,3840.7,3833.4,3833.7,35
35,Nonfinancial corporate business; corporate bonds; liability,FL103163003,4410.5,4809.4,5081.2,4757.0,4809.4,4941.2,5013.6,5098.6,5081.2,36
36,Domestic nonfinancial sectors; loans; liability,FL384123005,20563.7,21309.3,22201.4,21022.9,21309.3,21451.7,21681.7,21960.0,22201.4,37
37,Domestic nonfinancial sectors; depository institution loans n.e.c.; liability,FL383168005,2144.9,2436.4,2584.8,2310.7,2436.4,2510.3,2568.4,2543.2,2584.8,38
38,Domestic nonfinancial sectors; other loans and advances; liability,FL383169005,1852.5,1764.6,1789.9,1763.4,1764.6,1772.4,1752.5,1795.6,1789.9,39
39,Domestic nonfinancial sectors; total mortgages; liability,FL383165005,13248.3,13572.5,14062.1,13467.4,13572.5,13630.2,13756.4,13928.9,14062.1,40
40,Households and nonprofit organizations; consumer credit; liability,FL153166000,3318.0,3535.7,3764.7,3481.4,3535.7,3538.8,3604.3,3692.2,3764.7,41
41,Domestic nonfinancial sectors; trade payables; liability,FL383170005,4000.8,4070.2,4289.1,4079.5,4070.2,4084.5,4181.3,4254.1,4289.1,42
42,Federal government; life insurance reserves; liability,FL313140003,51.3,51.1,51.3,50.8,51.1,51.1,51.2,51.3,51.3,43
43,Nonfinancial business; taxes payable; liability,FL143178005,160.9,162.4,152.8,176.4,162.4,162.4,154.9,158.6,152.8,44
44,Nonfinancial business; foreign direct investment in U.S.; liability,FL143192005,2750.8,2976.5,3325.5,2957.4,2976.5,3024.2,3162.7,3239.8,3325.5,45
45,Domestic nonfinancial sectors; total miscellaneous liabilities,FL383190005,9138.9,9610.8,9583.5,9852.4,9610.8,9708.5,9728.4,9618.8,9583.5,46
