, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
32,Nonfinancial noncorporate business; Farm Credit System loans; liability,FA113169305,9.5,7.6,5.1,18.9,13.1,-11.4,21.9,-3.9,14.0,33
33,U.S.-chartered depository institutions; Sallie Mae warehousing advances; liability,FA763169383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
34,Issuers of asset-backed securities; securitized nonfinancial business loans; asset,FA673069505,-1.9,0.0,0.3,0.0,0.0,0.7,-0.1,-0.0,0.4,35
35,Issuers of asset-backed securities; securitized nonfinancial business loans; asset,FA673069505,-1.9,0.0,0.3,0.0,0.0,0.7,-0.1,-0.0,0.4,36
36,Finance companies; nonfinancial business loans; asset,FA613069500,10.2,13.6,-7.3,28.0,-8.4,-43.6,2.1,2.7,9.6,37
37,Nonfinancial corporate business; finance companies loans; liability,FA103169535,9.2,12.2,-6.6,25.2,-7.5,-39.2,1.9,2.4,8.7,38
38,Nonfinancial noncorporate business; finance companies loans; liability,FA113169535,1.0,1.4,-0.7,2.8,-0.8,-4.4,0.2,0.3,1.0,39
39,Security brokers and dealers; margin accounts at brokers and dealers; asset,FA663067003,30.4,-80.1,-12.4,-299.9,-0.1,-94.7,40.0,92.8,-87.5,40
40,Security brokers and dealers; margin accounts at brokers and dealers; asset,FA663067003,30.4,-80.1,-12.4,-299.9,-0.1,-94.7,40.0,92.8,-87.5,41
41,Households and nonprofit organizations; cash accounts at brokers and dealers,FA153067005,53.5,-48.3,-3.7,4.2,-96.1,157.8,13.5,-100.5,-85.5,42
42,Households and nonprofit organizations; cash accounts at brokers and dealers,FA153067005,53.5,-48.3,-3.7,4.2,-96.1,157.8,13.5,-100.5,-85.5,43
43,Nonfinancial corporate business; syndicated loans; liability(3),FA103169803,34.7,-29.8,31.9,-86.6,-28.4,157.4,-88.9,59.5,-0.2,44
44,Households and nonprofit organizations; syndicated loans to nonfinancial corporate business; asset,FA153069803,-1.6,-2.3,2.6,-10.4,1.5,9.2,-5.7,4.5,2.4,45
45,"Life insurance companies, general accounts; syndicated loans to nonfinancial corporate business; asset",FA543069873,6.3,-1.8,3.0,-0.5,-1.5,15.6,-6.3,7.8,-5.3,46
46,Mutual funds; syndicated loans to nonfinancial corporate business; asset,FA653069803,9.4,-15.6,18.6,-50.9,-11.0,22.1,-19.5,30.4,41.4,47
47,Issuers of asset-backed securities; syndicated loans to nonfinancial corporate business; asset,FA673069803,11.0,-1.0,0.8,-31.2,-3.7,62.0,-46.1,1.3,-14.0,48
48,Security brokers and dealers; syndicated loans to nonfinancial corporate business; asset,FA663069803,8.2,-10.0,4.0,2.5,-12.7,31.1,-20.1,27.2,-22.3,49
49,Funding corporations; syndicated loans to nonfinancial corporate business; asset,FA503069805,1.5,0.8,3.0,4.0,-0.9,17.4,8.8,-11.6,-2.4,50
