, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
28,Households and nonprofit organizations; loans; asset,FA154023005,45.6,-61.6,-7.4,-16.6,-115.6,163.5,-1.0,-104.8,-87.1,29
29,Households and nonprofit organizations; other loans and advances; asset(5),FA153069005,51.8,-50.6,-1.1,-6.2,-94.6,167.0,7.7,-96.0,-83.0,30
30,Households and nonprofit organizations; total mortgages; asset,FA153065005,-2.0,-7.6,-0.9,-8.0,-15.8,2.0,-3.1,-3.1,0.7,31
31,"Nonprofit organizations; consumer credit, student loans; asset",FA163066223,-4.2,-3.4,-5.4,-2.4,-5.3,-5.6,-5.6,-5.7,-4.8,32
32,Households and nonprofit organizations; corporate equities; asset(6),FA153064105,167.9,18.1,-38.5,-623.1,9.0,96.2,551.7,-744.3,-57.6,33
33,Households and nonprofit organizations; mutual fund shares; asset,FA153064205,241.7,58.3,27.2,102.1,18.4,-198.8,125.4,214.9,-32.5,34
34,Nonprofit organizations; grants and trade receivables; asset,FA163070005,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,35
35,Households and nonprofit organizations; life insurance reserves; asset,FA153040005,35.1,35.6,39.7,49.0,20.7,13.2,74.1,28.8,42.7,36
36,Households and nonprofit organizations; pension entitlements; asset(7),FA153050005,297.5,446.5,388.0,397.1,522.0,580.2,332.2,308.0,331.5,37
37,Households and nonprofit organizations; proprietors' equity in noncorporate business,FA152090205,140.3,19.2,24.9,49.3,-2.9,24.1,2.2,73.1,0.2,38
38,Households and nonprofit organizations; total miscellaneous assets,FA153090005,7.8,33.9,59.0,61.9,28.4,55.3,60.5,46.4,73.8,39
39,Households and nonprofit organizations; total liabilities,FA154190005,416.5,392.4,528.4,191.3,538.6,347.0,633.5,574.7,558.3,40
40,Nonprofit organizations; municipal securities; liability,FA163162003,-6.7,-8.0,-3.4,-10.5,-5.2,2.6,-0.9,-9.5,-5.9,41
41,Households and nonprofit organizations; loans; liability,FA154123005,415.2,391.9,524.5,195.9,537.2,332.8,624.3,581.2,559.6,42
42,Households and nonprofit organizations; home mortgages; liability(8),FA153165105,33.0,129.2,247.7,133.8,166.1,155.6,242.2,289.5,303.4,43
43,Households and nonprofit organizations; consumer credit; liability,FA153166000,221.8,232.7,229.0,244.1,216.3,196.7,228.9,261.4,228.8,44
44,Households and nonprofit organizations; depository institution loans n.e.c.; liability(9),FA153168005,121.1,100.5,52.3,106.0,146.1,68.3,103.0,-68.7,106.5,45
45,Households and nonprofit organizations; other loans and advances; liability,FA153169005,33.2,-76.5,-10.5,-294.2,2.5,-94.0,44.1,92.9,-85.2,46
46,Nonprofit organizations; commercial mortgages; liability,FA163165505,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,47
47,Nonprofit organizations; trade payables; liability,FA163170005,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,48
48,"Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset",FA543077073,1.2,1.7,0.5,-0.9,-0.2,4.8,3.3,-3.9,-2.2,49
49,Households and nonprofit organizations; sector discrepancy,FA157005005,-401.0,-349.3,-31.3,-753.8,-366.4,-427.2,34.4,163.6,104.2,50
