, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
18,Federal government; net capital transfers paid excluding payments under the financial stabilization program(2),FA315440095,58.4,51.5,54.2,54.4,48.6,52.6,52.4,54.8,57.1,19
19,Federal government; gross saving less net capital transfers paid (other than for financial stabilization program),FA316000105,-398.0,-347.5,-432.4,-402.8,-318.4,-447.3,-430.2,-432.8,-419.1,20
20,Federal government; gross investment,FA315090005,-340.0,-283.6,-370.3,-537.2,-174.8,-341.6,-370.5,-744.8,-24.5,21
21,Federal government; gross fixed investment,FA315019001,262.9,261.2,266.4,260.0,266.0,264.8,264.6,266.9,269.3,22
22,Federal government; acquisition of nonproduced nonfinancial assets (net),FA315420003,-2.7,-30.9,-9.0,-0.7,-0.6,-0.4,-33.1,-2.1,-0.5,23
23,Federal government; net lending (+) or borrowing (-) (financial account),FA315000005,-600.2,-514.0,-627.8,-796.4,-440.1,-606.0,-602.1,-1009.6,-293.4,24
24,Federal government; total financial assets,FA314090005,172.8,252.4,262.7,6.9,499.0,274.3,248.2,318.7,209.4,25
25,Federal government; U.S. official reserve assets,FA313011005,-3.8,-6.4,1.0,-1.2,-4.0,-4.3,0.7,6.6,0.9,26
26,Federal government; checkable deposits and currency; asset,FA313020005,60.8,109.9,65.7,-63.2,370.1,78.9,52.6,116.4,15.1,27
27,Federal government; total time and savings deposits; asset,FA313030003,0.2,0.0,-0.2,0.9,-1.3,0.2,0.5,-0.4,-1.2,28
28,Federal government; debt securities; asset,FA314022005,-0.0,-0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,29
29,Federal government; agency- and GSE-backed securities; asset,FA313061703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
30,Federal government; corporate bonds issued by commercial banking under TARP; asset,FA313063763,-0.0,-0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,31
31,Federal government; loans; asset,FA314023005,114.5,105.6,105.6,82.2,114.9,104.0,97.0,99.8,121.4,32
32,Federal government; other loans and advances; asset,FA313069005,2.0,2.9,1.9,-8.3,13.6,-1.1,1.7,1.9,5.3,33
33,Federal government; total mortgages; asset,FA313065005,1.7,-0.7,3.2,-4.0,-1.9,3.6,-0.2,0.6,8.7,34
34,"Federal government; consumer credit, student loans; asset(3)",FA313066220,110.7,103.4,100.4,94.5,103.2,101.5,95.5,97.3,107.4,35
35,Federal government; corporate equities; asset(4),FA313064105,-1.6,-0.0,-0.1,-0.2,-0.0,0.0,-0.1,-0.1,-0.0,36
36,Federal government; trade receivables; asset,FA313070000,-5.2,12.7,1.3,4.1,46.7,6.0,-8.1,11.5,-4.2,37
37,Federal government; taxes receivable; asset,FA313078005,-4.5,16.2,76.2,-26.6,-37.0,68.3,93.6,75.6,67.2,38
38,Federal government; total miscellaneous assets,FA313090005,12.5,14.4,13.2,11.0,9.6,21.2,12.0,9.2,10.4,39
39,Federal government; total liabilities,FA314190005,773.0,766.3,890.4,803.3,939.1,880.3,850.3,1328.3,502.8,40
40,Federal government; special drawing rights (SDRs) allocations; liability,FA313111303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
41,Monetary authority; SDR certificates issued by federal government; asset,FA713014003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
42,Federal government; Treasury currency; liability,FA313112003,-0.3,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,43
43,Federal government; debt securities; liability,FA314122005,735.9,724.6,842.7,300.2,2244.8,851.9,770.5,1284.6,463.7,44
44,Federal government; Treasury securities; liability(5),FA313161105,736.0,724.4,842.8,302.5,2243.0,852.4,770.0,1285.4,463.3,45
45,Federal government; marketable Treasury securities; liability,FA313161205,646.7,688.1,711.2,774.4,800.3,718.7,629.4,1169.9,326.9,46
46,Federal government; nonmarketable Treasury securities; liability,FA313161305,89.4,36.3,131.5,-471.9,1442.7,133.7,140.6,115.5,136.4,47
47,Federal government; budget agency securities; liability,FA313161705,-0.1,0.2,-0.1,-2.2,1.8,-0.5,0.5,-0.8,0.4,48
48,Federal government; multifamily residential mortgages; liability,FA313165403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
49,Federal government; trade payables; liability,FA313170005,1.1,12.2,15.0,25.7,6.8,18.7,10.0,15.1,16.1,50
50,Federal government; life insurance reserves; liability,FA313140003,0.8,-0.1,0.1,-0.6,1.3,-0.4,0.8,0.1,0.0,51
51,Federal government; total miscellaneous liabilities,FA313190005,35.5,29.6,32.7,477.9,-1313.8,10.0,69.0,28.5,23.1,52
52,Federal government retirement funds; claims of pension fund on sponsor; asset,FA343073005,22.1,18.7,14.0,475.3,-1362.3,16.1,49.0,25.9,-34.9,53
53,"Federal government; miscellaneous liabilities, excluding claims of pension funds",FA313190015,13.4,10.9,18.6,2.6,48.4,-6.1,20.0,2.6,58.0,54
54,Federal government; sector discrepancy,FA317005005,-58.0,-63.9,-62.0,134.4,-143.6,-105.7,-59.7,311.9,-394.5,55
55,Federal government; change in cash balance; asset(6),FA314000105,62.1,109.9,65.3,-74.1,365.4,53.2,92.3,105.5,10.2,56
