, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
20,All sectors; total miscellaneous assets,FL893090005,25273.3,26452.9,27760.8,26938.7,26452.9,27100.9,27364.1,27639.1,27760.8,21
21,Households and nonprofit organizations; total miscellaneous assets,FL153090005,917.4,951.3,1010.3,935.6,951.3,960.5,974.4,983.8,1010.3,22
22,Nonfinancial corporate business; total miscellaneous assets,FL103090005,7948.7,8721.5,9220.4,8415.7,8721.5,8813.1,8915.5,8978.8,9220.4,23
23,Nonfinancial noncorporate business; total miscellaneous assets,FL113090005,3026.8,3219.9,3424.4,3156.4,3219.9,3277.3,3324.6,3378.8,3424.4,24
24,Federal government; total miscellaneous assets,FL313090005,158.6,173.0,186.2,170.6,173.0,178.3,181.3,183.6,186.2,25
25,"State and local governments, excluding employee retirement funds; unidentified miscellaneous assets",FL213093003,112.6,124.1,128.2,123.7,124.1,124.7,125.5,127.4,128.2,26
26,Monetary authority; total miscellaneous assets,FL713090005,235.5,216.8,205.0,219.7,216.8,211.0,209.3,208.5,205.0,27
27,U.S.-chartered depository institutions; total miscellaneous assets,FL763090005,539.5,540.1,573.4,558.8,540.1,576.0,623.0,582.1,573.4,28
28,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets",FL753093005,71.3,58.4,63.3,61.0,58.4,64.1,70.5,64.0,63.3,29
29,Banks in U.S.-affiliated areas; unidentified miscellaneous assets,FL743093005,33.4,34.9,41.6,36.1,34.9,40.3,37.1,36.1,41.6,30
30,Credit unions; total miscellaneous assets,FL473090005,66.4,72.6,84.2,71.6,72.6,80.3,85.8,75.4,84.2,31
31,Property-casualty insurance companies; total miscellaneous assets,FL513090005,200.0,220.8,249.0,224.0,220.8,238.0,242.2,247.0,249.0,32
32,Life insurance companies; total miscellaneous assets,FL543090005,525.7,536.1,595.4,557.4,536.1,559.0,595.5,590.8,595.4,33
33,Private pension funds; total miscellaneous assets,FL573090005,1547.6,1792.0,1845.0,1801.4,1792.0,1833.1,1854.4,1847.1,1845.0,34
34,Federal government retirement funds; claims of pension fund on sponsor; asset,FL343073005,1806.2,1821.7,1832.4,2210.6,1821.7,1860.2,1883.5,1889.5,1832.4,35
35,State and local government employee retirement funds; miscellaneous assets,FL223090005,1817.3,2151.0,2226.1,2195.4,2151.0,2214.9,2234.6,2208.5,2226.1,36
36,Money market mutual funds; unidentified miscellaneous assets,FL633093005,17.0,10.0,3.7,14.0,10.0,12.3,8.4,5.7,3.7,37
37,Mutual funds; unidentified miscellaneous assets,FL653093005,268.3,217.1,124.0,217.4,217.1,244.6,232.0,229.0,124.0,38
38,Exchange-traded funds; unidentified miscellaneous assets (commodity funds),LM563093003,57.0,49.3,62.8,52.7,49.3,63.6,76.6,77.4,62.8,39
39,Government-sponsored enterprises; unidentified miscellaneous assets,FL403093005,154.7,148.2,150.8,154.2,148.2,156.1,164.0,171.5,150.8,40
40,Issuers of asset-backed securities; funding agreements backing securities; asset,FL673090543,62.3,63.8,70.6,59.3,63.8,62.9,64.9,66.0,70.6,41
41,Finance companies; total miscellaneous assets,FL613090005,-171.9,-178.6,-245.4,-205.7,-178.6,-165.2,-204.6,-227.2,-245.4,42
42,Real estate investment trusts; total miscellaneous assets,FL643090005,126.9,138.1,162.7,141.2,138.1,147.5,155.0,158.1,162.7,43
43,Security brokers and dealers; total miscellaneous assets,FL663090005,866.0,815.6,783.5,869.0,815.6,881.8,825.2,798.6,783.5,44
44,Holding companies; total miscellaneous assets,FL733090005,4175.5,3806.4,4184.7,4157.5,3806.4,3867.5,3883.7,4176.9,4184.7,45
45,Funding corporations; equity investment in own subsidiaries; asset,FL503094505,710.6,749.0,778.5,741.0,749.0,798.9,801.6,781.8,778.5,46
46,Instrument discrepancies; total miscellaneous assets,FL903090005,-8524.6,-9440.7,-10292.7,-9353.1,-9440.7,-9786.5,-9821.4,-10037.3,-10292.7,47
