, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
20,Domestic financial sectors; consumer credit; asset,FL793066005,2379.8,2498.3,2633.0,2454.3,2498.3,2464.5,2519.9,2573.4,2633.0,21
21,Domestic financial sectors; corporate equities; asset,LM793064105,16244.6,15873.2,17103.3,15133.1,15873.2,15756.4,15952.2,16615.0,17103.3,22
22,Domestic financial sectors; mutual fund shares; asset,LM793064205,5497.9,5473.5,5752.9,5323.4,5473.5,5510.0,5594.0,5762.6,5752.9,23
23,Domestic financial sectors; trade receivables; asset,FL793070005,135.2,144.1,157.0,145.6,144.1,149.6,149.6,153.6,157.0,24
24,Domestic financial sectors; life insurance reserves; asset,FL793040005,194.6,205.2,214.8,202.5,205.2,207.6,210.0,212.5,214.8,25
25,Domestic financial sectors; U.S. direct investment abroad; asset,FL793092005,842.3,841.4,880.4,868.6,841.4,852.9,867.5,877.8,880.4,26
26,Domestic financial sectors; total miscellaneous assets,FL793090005,13109.2,13263.0,13791.3,14136.7,13263.0,13747.0,13842.8,13986.7,13791.3,27
27,Domestic financial sectors; total liabilities,FL794190005,81059.1,81440.3,84556.5,81009.8,81440.3,82287.2,83259.4,84470.9,84556.5,28
28,Domestic financial sectors; net interbank transactions; liability,FL794110005,2865.6,2335.8,1920.6,2623.7,2335.8,2425.9,2366.5,2158.5,1920.6,29
29,Domestic financial sectors; checkable deposits and currency; liability,FL793120005,3537.5,3829.7,4120.0,3558.0,3829.7,3879.4,4011.9,4021.3,4120.0,30
30,Private depository institutions; total time and savings deposits; liability,FL703130005,10448.7,10854.9,11373.1,10761.8,10854.9,11052.6,11058.4,11215.2,11373.1,31
31,Money market mutual funds; total financial assets,FL634090005,2724.6,2754.7,2728.1,2667.7,2754.7,2758.8,2692.2,2671.4,2728.1,32
32,Domestic financial sectors; federal funds and security repurchase agreements; liability,FL792150005,2953.5,2928.4,2909.0,2969.1,2928.4,2761.5,2819.9,2954.8,2909.0,33
33,Domestic financial sectors; debt securities; liability,FL794122005,13063.3,13096.1,13435.0,13119.2,13096.1,13182.7,13280.2,13377.8,13435.0,34
34,Domestic financial sectors; open market paper; liability,FL793169175,362.9,320.1,342.1,342.3,320.1,368.4,359.8,347.7,342.1,35
35,Government-sponsored enterprises and federally related mortgage pools; U.S. government agency securities; liability,FL423161705,7924.0,8144.4,8496.2,8023.0,8144.4,8154.0,8299.5,8390.3,8496.2,36
36,Domestic financial sectors; corporate and foreign bonds; liability,FL793163005,4776.4,4631.5,4596.7,4753.9,4631.5,4660.3,4620.9,4639.8,4596.7,37
37,Domestic financial sectors; loans; liability,FL794123005,2128.4,2131.0,2216.1,2139.4,2131.0,2162.3,2232.0,2253.0,2216.1,38
38,Domestic financial sectors; depository institution loans n.e.c.; liability,FL793168005,460.0,441.4,462.1,463.8,441.4,445.0,444.6,497.2,462.1,39
39,Domestic financial sectors; other loans and advances; liability,FL793169005,1437.0,1454.2,1524.5,1433.2,1454.2,1476.2,1550.8,1525.5,1524.5,40
40,Real estate investment trusts; total mortgages; liability,FL643165005,231.4,235.4,229.5,242.4,235.4,241.1,236.6,230.2,229.5,41
41,Mutual funds; mutual fund shares; liability,LM653164205,13150.6,12897.2,13615.6,12605.7,12897.2,12962.1,13208.8,13682.6,13615.6,42
42,Security brokers and dealers; trade payables; liability,FL663170003,17.9,26.3,36.7,24.2,26.3,25.3,26.9,31.4,36.7,43
43,Life insurance companies; life insurance reserves; liability,FL543140005,1426.1,1464.6,1531.8,1450.0,1464.6,1472.5,1499.1,1517.8,1531.8,44
44,Households and nonprofit organizations; pension entitlements; asset,FL153050005,20666.8,21256.1,22259.4,20886.9,21256.1,21467.4,21729.7,22078.2,22259.4,45
45,Domestic financial sectors; taxes payable (net); liability,FL793178005,20.6,8.6,4.2,12.0,8.6,21.1,20.8,21.0,4.2,46
46,Domestic financial sectors; foreign direct investment in U.S.; liability,FL793192005,595.5,599.9,673.9,613.7,599.9,655.6,666.0,671.8,673.9,47
47,Domestic financial sectors; total miscellaneous liabilities,FL793190005,7460.0,7256.8,7733.1,7578.5,7256.8,7460.0,7647.0,7816.1,7733.1,48
48,Domestic financial sectors; corporate equities; liability,LM793164105,7278.9,7247.1,8280.0,6957.5,7247.1,7050.7,7256.9,7626.9,8280.0,49
49,Security brokers and dealers; proprietors' equity in noncorporate business,FL662090205,17.9,14.7,14.8,17.5,14.7,11.2,10.3,13.8,14.8,50
