, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
28,Households and nonprofit organizations; total miscellaneous assets,FL153090005,917.4,951.3,1010.3,935.6,951.3,960.5,974.4,983.8,1010.3,29
29,Households and nonprofit organizations; total liabilities,FL154190005,14288.1,14631.0,15104.1,14490.4,14631.0,14636.1,14802.7,14954.6,15104.1,30
30,Nonprofit organizations; municipal securities; liability(6),FL163162003,229.5,221.5,218.1,222.8,221.5,222.2,221.9,219.6,218.1,31
31,Households and nonprofit organizations; loans; liability,FL154123005,13726.4,14068.8,14538.0,13928.6,14068.8,14070.4,14234.7,14388.2,14538.0,32
32,Households and nonprofit organizations; home mortgages; liability(9),FL153165105,9454.9,9536.2,9753.7,9509.6,9536.2,9544.8,9602.3,9690.3,9753.7,33
33,Households and nonprofit organizations; consumer credit; liability,FL153166000,3318.0,3535.7,3764.7,3481.4,3535.7,3538.8,3604.3,3692.2,3764.7,34
34,Households and nonprofit organizations; depository institution loans n.e.c.; liability,FL153168005,211.9,325.7,352.9,268.7,325.7,337.7,366.4,319.2,352.9,35
35,Households and nonprofit organizations; other loans and advances; liability,FL153169005,513.8,437.3,426.7,436.7,437.3,413.8,424.8,448.0,426.7,36
36,Nonprofit organizations; commercial mortgages; liability(6),FL163165505,227.8,233.9,240.0,232.4,233.9,235.4,236.9,238.5,240.0,37
37,Nonprofit organizations; trade payables; liability(6),FL163170005,302.2,309.0,315.9,307.3,309.0,310.7,312.4,314.2,315.9,38
38,"Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset",FL543077073,29.9,31.6,32.1,31.7,31.6,32.8,33.6,32.7,32.1,39
39,Households and nonprofit organizations; net worth,FL152090005,83884.2,87287.1,92805.4,85248.9,87287.1,87889.4,88707.7,90762.1,92805.4,40
40,All sectors; IRAs; liability(10),FL893131573,7292.0,7329.0,ND,7133.0,7329.0,7400.0,7527.0,7767.0,ND,41
41,Households and nonprofit organizations; assets in 529 plans(10),FL154023205,247.9,253.2,280.0,245.5,253.2,257.9,266.2,277.6,280.0,42
42,Households and nonprofit organizations; assets in 529 savings plans,LM154023223,223.9,229.8,255.5,221.7,229.8,234.1,242.0,253.3,255.5,43
43,Households and nonprofit organizations; assets in 529 pre-paid plans,FL154023213,24.0,23.4,24.4,23.8,23.4,23.8,24.2,24.3,24.4,44
44,"Households and nonprofit organizations; residential structures, current cost basis",FL155012605,15097.8,15373.5,16306.4,15261.8,15373.5,15510.8,15780.9,16043.0,16306.4,45
45,"Households; residential structures, current cost basis",FL155012665,14862.6,15134.9,16053.8,15024.7,15134.9,15270.2,15536.3,15794.4,16053.8,46
46,"Nonprofit organizations; residential structures, current cost basis",FL165012665,235.2,238.6,252.6,237.1,238.6,240.6,244.7,248.6,252.6,47
47,"Nonprofit organizations; nonresidential structures, current cost basis",FL165013665,1626.6,1662.8,1687.7,1650.9,1662.8,1658.9,1674.4,1674.5,1687.7,48
48,Households and nonprofit organizations; disposable personal income,FA156012005,13022.7,13519.8,14045.5,13611.7,13726.4,13807.4,13977.3,14128.7,14268.5,49
49,Households and nonprofit organizations; net worth as a percentage of disposable personal income,FL152090006,644.1,645.6,660.7,626.3,635.9,636.5,634.7,642.4,650.4,50
50,Households; owners' equity in real estate,FL155035065,10834.3,12031.4,13348.7,11737.9,12031.4,12360.7,12611.6,12898.5,13348.7,51
51,Households; owners' equity in real estate as a percentage of household real estate,FL155035066,53.4,55.8,57.8,55.2,55.8,56.4,56.8,57.1,57.8,52
