, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
28,Credit unions; security repurchase agreements held by Corporate Credit Unions; asset,FL472051053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
29,Property-casualty insurance companies; security repurchase agreements; asset,FL512051003,1.8,1.8,2.2,1.8,1.8,1.3,1.3,1.9,2.2,30
30,"Life insurance companies, general accounts; security repurchase agreements; asset",FL542051073,3.1,2.7,2.9,3.1,2.7,2.8,2.8,2.8,2.9,31
31,Private pension funds; security repurchase agreements; asset,FL572051005,3.0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,32
32,State and local government employee defined benefit retirement funds; security repurchase agreements; asset,FL222051043,3.6,3.6,3.7,3.6,3.6,3.4,3.6,3.7,3.7,33
33,Money market mutual funds; security repurchase agreements; asset,FL632051000,654.5,699.3,800.2,696.5,699.3,597.1,641.5,855.6,800.2,34
34,Mutual funds; security repurchase agreements; asset,FL652051003,94.1,81.7,80.6,82.9,81.7,86.8,84.3,84.5,80.6,35
35,Government-sponsored enterprises; federal funds and security repurchase agreements; asset,FL402050005,162.6,182.9,185.7,149.0,182.9,159.9,164.8,172.2,185.7,36
36,Government-sponsored enterprises; federal funds held by FHLB; asset(3),FL402052033,52.8,42.4,60.9,31.0,42.4,49.4,45.7,58.2,60.9,37
37,Security brokers and dealers; security repurchase agreements; asset,FL662051003,1152.7,1133.3,1112.7,1243.6,1133.3,1115.3,1197.4,1204.3,1112.7,38
38,Holding companies; security repurchase agreements; asset,FL732051003,2.5,2.1,2.1,4.0,2.1,3.0,3.2,2.3,2.1,39
39,Funding corproations; security repurchase agreements; asset,FL502051003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
40,Rest of the world; security repurchase agreements; asset,FL262051003,811.0,667.6,734.6,749.8,667.6,705.5,746.6,746.7,734.6,41
41,Instrument discrepancies; federal funds and security repurchase agreements,FL902050005,216.1,335.8,268.8,305.8,335.8,356.0,332.5,198.3,268.8,42
42,Interest rates and price indexes; effective Federal funds rate (percent)(4),FL072052006,0.12,0.24,0.54,0.14,0.24,0.36,0.38,0.4,0.54,43
43,"Monetary authority; security repurchase agreements, reverse repurchase agreement operations; liability(6)",FL712151103,396.7,474.6,468.4,449.6,474.6,303.8,278.8,412.5,468.4,44
44,Money market mutual funds; security repurchase agreements (Federal Reserve reverse repurchase agreement operations); asset(7),FL632051103,371.2,424.0,403.4,414.4,424.0,267.7,242.8,384.3,403.4,45
45,"Domestic financial sectors, excluding money market mutual funds; security repurchase agreements (Federal Reserve Reverse Repurchase Agreement Operational Exercise); asset(8)",FL792051115,25.5,50.6,64.9,35.2,50.6,36.2,36.0,28.2,64.9,46
