, Description,Series code,2014  ,2015  ,2016  ,2015   Q3,2015   Q4,2016   Q1,2016   Q2,2016   Q3,2016   Q4,Line
37,Government-sponsored enterprises; mortgage-backed securities and other asset-backed bonds; asset,FL403063605,89.3,58.9,36.4,64.2,58.9,52.0,48.2,41.1,36.4,38
38,"Government-sponsored enterprises; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset",FL403063095,6.2,5.4,4.6,5.6,5.4,5.2,5.1,4.9,4.6,39
39,Finance companies; corporate and foreign bonds; asset,FL613063003,73.9,72.5,84.4,70.5,72.5,74.0,88.7,92.7,84.4,40
40,Real estate investment trusts; corporate and foreign bonds; asset,FL643063005,34.2,39.2,38.6,39.3,39.2,38.9,40.2,41.1,38.6,41
41,Security brokers and dealers; corporate and foreign bonds; asset,FL663063005,115.5,92.1,80.0,96.4,92.1,62.9,74.1,75.1,80.0,42
42,Holding companies; corporate and foreign bonds; asset,FL733063003,34.1,21.5,24.0,32.1,21.5,21.1,22.9,24.5,24.0,43
43,"Funding corporations; corporate and foreign bonds, including financial stabilization programs; asset",FL503063005,74.4,73.0,69.0,77.1,73.0,80.9,74.3,71.6,69.0,44
44,Rest of the world; corporate and foreign bonds; asset(4),LM263063005,2928.0,3105.5,3466.0,3121.9,3105.5,3257.0,3409.2,3537.6,3466.0,45
45,Rest of the world; U.S. mortgage-backed securities and other U.S. asset-backed bonds; asset,LM263063603,399.4,380.9,357.2,399.9,380.9,365.0,352.7,355.8,357.2,46
46,"Rest of the world: U.S. corporate bonds, excluding mortgage-backed securities and other asset-backed bonds; asset",LM263063095,2528.6,2724.6,3108.8,2721.9,2724.6,2892.1,3056.4,3181.8,3108.8,47
