Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21,shift
82.0,"U. Texas, San Antonio",3651.0,,53.0,,1304.0,,145.0,,379.0,,0.0,,115.0,,0.0,,1075.0,,580.0,,0
83.0,U. Houston,3644.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3644.0,,0
84.0,Case Western Reserve U.,3604.0,,0.0,,2492.0,,9.0,,99.0,,8.0,,60.0,,0.0,,888.0,,48.0,,0
85.0,"U. Illinois, Chicago",3508.0,,39.0,,1882.0,,203.0,,9.0,,20.0,,220.0,,717.0,,340.0,,78.0,,0
86.0,Illinois Institute of Technology,3437.0,,47.0,,10.0,,48.0,,22.0,,0.0,,30.0,,0.0,,3195.0,,85.0,,0
87.0,Kansas State U.,3425.0,,0.0,,2123.0,,0.0,,26.0,,5.0,,35.0,,99.0,,529.0,,608.0,,0
88.0,"U. Virginia, Charlottesville",3122.0,,5.0,,1806.0,,9.0,,511.0,,48.0,,27.0,,0.0,,434.0,,282.0,,0
89.0,"U. Maryland, Baltimore",3103.0,,37.0,,3025.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,36.0,,0
90.0,U. Delaware,3087.0,,320.0,,1197.0,,74.0,,331.0,,60.0,,235.0,,0.0,,862.0,,8.0,,0
91.0,Oregon Health and Science U.,3019.0,,0.0,,2976.0,,0.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0
92.0,Iowa State U.,3016.0,,17.0,,1630.0,,62.0,,32.0,,0.0,,3.0,,25.0,,1187.0,,60.0,,0
93.0,"U. Arkansas, Fayetteville",2938.0,,133.0,,1872.0,,5.0,,20.0,,0.0,,22.0,,0.0,,643.0,,243.0,,0
94.0,Icahn School of Medicine at Mt. Sinai,2909.0,,0.0,,2909.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
95.0,"U. Nevada, Las Vegas",2890.0,,23.0,,56.0,,545.0,,224.0,,0.0,,1829.0,,0.0,,0.0,,213.0,,0
96.0,Texas A&M U.-Corpus Christi,2843.0,,2732.0,,107.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0
97.0,"U. South Florida, Tampa",2838.0,,377.0,,1937.0,,14.0,,125.0,,14.0,,22.0,,0.0,,304.0,,45.0,,0
98.0,"Montana State U., Bozeman",2769.0,,145.0,,1041.0,,0.0,,237.0,,0.0,,126.0,,0.0,,1213.0,,7.0,,0
99.0,Brown U.,2736.0,,0.0,,2471.0,,0.0,,1.0,,47.0,,6.0,,0.0,,135.0,,76.0,,0
100.0,Tufts U.,2720.0,,0.0,,1641.0,,3.0,,33.0,,161.0,,141.0,,0.0,,548.0,,193.0,,0
101.0,U. Pennsylvania,2680.0,,0.0,,1818.0,,199.0,,0.0,,25.0,,56.0,,0.0,,425.0,,157.0,,0
102.0,U. Rochester,2644.0,,75.0,,1907.0,,0.0,,243.0,,246.0,,8.0,,0.0,,165.0,,0.0,,0
103.0,Tuskegee U.,2607.0,i,0.0,i,1769.0,i,54.0,i,119.0,i,35.0,i,117.0,i,0.0,i,292.0,i,221.0,i,0
104.0,Williams C.,2528.0,,12.0,,336.0,,247.0,,194.0,,205.0,,442.0,,0.0,,0.0,,1092.0,,0
105.0,Vanderbilt U.,2513.0,,0.0,,1225.0,,0.0,,253.0,,0.0,,8.0,,4.0,,941.0,,82.0,,0
106.0,U. New Orleans,2455.0,,24.0,,1.0,,0.0,,10.0,,2021.0,,61.0,,0.0,,111.0,,227.0,,0
107.0,"U. Massachusetts, Medical School",2433.0,,0.0,,2433.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
108.0,Wellesley C.,2230.0,,0.0,,1.0,,0.0,,0.0,,1.0,,182.0,,235.0,,0.0,,1811.0,,0
109.0,Marquette U.,2180.0,,0.0,,318.0,,15.0,,230.0,,18.0,,27.0,,0.0,,570.0,,1002.0,,0
110.0,U. Idaho,2137.0,,38.0,,1704.0,,4.0,,74.0,,0.0,,37.0,,0.0,,232.0,,48.0,,0
111.0,Alabama A&M U.,2108.0,,91.0,i,1188.0,i,55.0,i,116.0,i,30.0,i,97.0,i,0.0,i,360.0,i,171.0,i,0
112.0,"U. Hawaii, Manoa",2087.0,,567.0,,418.0,,0.0,,307.0,,0.0,,7.0,,570.0,,188.0,,30.0,,0
113.0,"Texas Tech U., Health Sciences Center",2033.0,,0.0,,1992.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,41.0,,0
114.0,"U. Alabama, Birmingham",2000.0,,95.0,,1905.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
115.0,U. Rhode Island,1973.0,,959.0,,368.0,,0.0,,43.0,,22.0,,9.0,,17.0,,449.0,,106.0,,0
116.0,Florida Atlantic U.,1939.0,,159.0,,1229.0,,80.0,,0.0,,0.0,,0.0,,0.0,,427.0,,44.0,,0
117.0,"U. Montana, Missoula",1930.0,,11.0,,1400.0,,0.0,,30.0,,2.0,,52.0,,409.0,,0.0,,26.0,,0
118.0,"U. Massachusetts, Amherst",1886.0,,193.0,,453.0,,102.0,,263.0,,28.0,,39.0,,0.0,,566.0,,242.0,,0
119.0,"Pennsylvania State U., University Park and Hershey Medical Center",1883.0,,361.0,,588.0,,219.0,,201.0,,27.0,,48.0,,0.0,,411.0,,28.0,,0
120.0,U. Akron,1799.0,,0.0,,6.0,,12.0,,1274.0,,0.0,,0.0,,0.0,,507.0,,0.0,,0
121.0,South Dakota State U.,1793.0,,0.0,,1786.0,,0.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0
122.0,U. New Mexico,1758.0,,79.0,,1003.0,,0.0,,5.0,,0.0,,31.0,,0.0,,618.0,,22.0,,0
123.0,"U. Tennessee, Knoxville",1692.0,,16.0,,144.0,,631.0,,26.0,,0.0,,42.0,,1.0,,657.0,,175.0,,0
124.0,"Washington U., Saint Louis",1630.0,,139.0,,1364.0,,40.0,,64.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0
125.0,Michigan Technological U.,1628.0,,542.0,,69.0,,21.0,,0.0,,1.0,,4.0,,31.0,,889.0,,71.0,,0
126.0,"Loyola U., Chicago",1622.0,,63.0,,1215.0,,9.0,,0.0,,5.0,,20.0,,0.0,,0.0,,310.0,,0
127.0,Old Dominion U.,1619.0,,84.0,,254.0,,118.0,,11.0,,17.0,,5.0,,0.0,,1129.0,,1.0,,0
128.0,New Jersey Institute of Technology,1597.0,,5.0,,177.0,,23.0,,132.0,,0.0,,0.0,,482.0,,662.0,,116.0,,0
129.0,"SUNY, Stony Brook U.",1592.0,,267.0,,933.0,,8.0,,0.0,,6.0,,7.0,,218.0,,151.0,,2.0,,0
130.0,San Diego State U.,1536.0,,10.0,,294.0,,448.0,,0.0,,228.0,,86.0,,0.0,,394.0,,76.0,,0
131.0,"Indiana U., Bloomington",1518.0,,4.0,,842.0,,175.0,,94.0,,48.0,,147.0,,0.0,,0.0,,208.0,,0
132.0,"U. Alaska, Fairbanks",1409.0,,395.0,,6.0,,158.0,,346.0,,0.0,,0.0,,242.0,,262.0,,0.0,,0
133.0,"U. Tennessee, Knoxville, Institute of Agriculture",1403.0,,0.0,,1339.0,,0.0,,0.0,,0.0,,7.0,,0.0,,57.0,,0.0,,0
134.0,Humboldt State U.,1355.0,,961.0,,99.0,,0.0,,0.0,,0.0,,94.0,,0.0,,201.0,,0.0,,0
135.0,Louisiana Tech U.,1350.0,,0.0,,140.0,,50.0,,24.0,,0.0,,10.0,,0.0,,517.0,,609.0,,0
136.0,"U. California, Merced",1336.0,,80.0,,82.0,,207.0,,157.0,,118.0,,164.0,,0.0,,528.0,,0.0,,0
137.0,Baylor U.,1220.0,,119.0,,41.0,,0.0,,313.0,,15.0,,40.0,,0.0,,0.0,,692.0,,0
138.0,James Madison U.,1217.0,,338.0,,138.0,,9.0,,174.0,,355.0,,88.0,,49.0,,54.0,,12.0,,0
139.0,Western Michigan U. and Homer Stryker M.D. School of Medicine,1192.0,,95.0,,128.0,,0.0,,268.0,,8.0,,12.0,,0.0,,250.0,,431.0,,0
140.0,Colorado School of Mines,1191.0,,116.0,,0.0,,0.0,,33.0,,0.0,,3.0,,0.0,,1039.0,,0.0,,0
141.0,U.S. Air Force Academy,1167.0,,0.0,,0.0,,0.0,,252.0,,204.0,,0.0,,0.0,,691.0,,20.0,,0
142.0,George Washington U.,1157.0,,58.0,,336.0,,0.0,,3.0,,0.0,,651.0,,51.0,,25.0,,33.0,,0
143.0,Fordham U.,1130.0,,0.0,,176.0,,0.0,,15.0,,24.0,,17.0,,0.0,,0.0,,898.0,,0
144.0,U. Mississippi,1106.0,,0.0,,1075.0,,0.0,,0.0,,0.0,,2.0,,0.0,,28.0,,1.0,,0
145.0,"Louisiana State U., Baton Rouge",1075.0,,73.0,,952.0,,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,48.0,,0
146.0,"CUNY, Graduate Center",1059.0,,0.0,,0.0,,0.0,,0.0,,30.0,,523.0,,0.0,,0.0,,506.0,,0
147.0,St. Edward's U.,1030.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1030.0,,0
148.0,"Indiana U.-Purdue U., Fort Wayne",1025.0,,0.0,,1023.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1.0,,0.0,,0
149.0,Rockefeller U.,1016.0,,0.0,,1016.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
150.0,Nova Southeastern U.,1015.0,,730.0,,284.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
151.0,U. Maine,994.0,,227.0,,365.0,,46.0,,0.0,,22.0,,21.0,,2.0,,303.0,,8.0,,0
152.0,U. Wisconsin-Milwaukee,980.0,,181.0,,13.0,,3.0,,0.0,,0.0,,503.0,,0.0,,178.0,,102.0,,0
153.0,Missouri U. of Science and Technology,966.0,,91.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,869.0,,0.0,,0
154.0,Florida State U.,965.0,,359.0,,0.0,,0.0,,460.0,,146.0,,0.0,,0.0,,0.0,,0.0,,0
155.0,"U. Massachusetts, Lowell",950.0,,0.0,,117.0,,14.0,,50.0,,65.0,,491.0,,0.0,,153.0,,60.0,,0
156.0,U. Vermont,943.0,,0.0,,934.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0.0,,6.0,,0
157.0,"CUNY, City C.",934.0,,17.0,,121.0,,29.0,,232.0,,0.0,,15.0,,0.0,,188.0,,332.0,,0
158.0,U. of the Virgin Islands,920.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,920.0,,0
159.0,"Columbia U., Teachers C.",889.0,,0.0,,0.0,,40.0,,0.0,,269.0,,580.0,,0.0,,0.0,,0.0,,0
160.0,George Mason U.,873.0,,459.0,,31.0,,220.0,,0.0,,0.0,,141.0,,0.0,,0.0,,22.0,,0
161.0,Texas Tech U.,862.0,,75.0,,122.0,,0.0,,17.0,,2.0,,45.0,,0.0,,547.0,,54.0,,0
162.0,"U. Louisiana, Lafayette",857.0,,49.0,,23.0,,0.0,,0.0,,0.0,,0.0,,785.0,,0.0,,0.0,,0
163.0,U. Miami,838.0,,215.0,,579.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,44.0,,0
164.0,Brandeis U.,817.0,,0.0,,563.0,,0.0,,0.0,,0.0,,254.0,,0.0,,0.0,,0.0,,0
165.0,"CUNY, Brooklyn C.",803.0,,14.0,,0.0,,0.0,,167.0,,0.0,,622.0,,0.0,,0.0,,0.0,,0
166.0,Tennessee Technological U.,796.0,,0.0,,55.0,,140.0,,15.0,,473.0,,0.0,,0.0,,113.0,,0.0,,0
167.0,"California State U., Long Beach",795.0,,0.0,,165.0,,0.0,,0.0,,15.0,,0.0,,0.0,,161.0,,454.0,,0
168.0,Clemson U.,773.0,,0.0,,82.0,,7.0,,38.0,,0.0,,10.0,,0.0,,340.0,,296.0,,0
169.0,"U. Tennessee, Chattanooga",762.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,672.0,,89.0,,0
170.0,Naval Postgraduate School,758.0,,218.0,,0.0,,54.0,,88.0,,0.0,,0.0,,0.0,,398.0,,0.0,,0
171.0,Creighton U.,711.0,,0.0,i,551.0,i,16.0,i,38.0,i,0.0,i,36.0,i,0.0,i,0.0,i,70.0,i,0
172.0,"CUNY, John Jay C. of Criminal Justice",694.0,,0.0,,0.0,,0.0,,0.0,,13.0,,264.0,,0.0,,0.0,,417.0,,0
172.0,Ponce Health Sciences U.,694.0,,0.0,,694.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
174.0,Florida International U.,671.0,,43.0,,127.0,,8.0,,271.0,,1.0,,138.0,,0.0,,78.0,,5.0,,0
175.0,U. Chicago,664.0,,0.0,,396.0,,0.0,,0.0,,12.0,,141.0,,0.0,,0.0,,115.0,,0
176.0,U. New Hampshire,648.0,,81.0,,430.0,,0.0,,0.0,,0.0,,0.0,,0.0,,137.0,,0.0,,0
177.0,U. Memphis,615.0,,0.0,,85.0,,12.0,,66.0,,206.0,,36.0,,0.0,,38.0,,172.0,,0
178.0,"U. Missouri, Kansas City",609.0,,0.0,,209.0,,186.0,,12.0,,0.0,,2.0,,0.0,,2.0,,198.0,,0
179.0,"U. Missouri, Saint Louis",602.0,,0.0,,74.0,,0.0,,2.0,,98.0,,324.0,,0.0,,0.0,,104.0,,0
180.0,"SUNY, Binghamton U.",593.0,,0.0,,183.0,,116.0,,45.0,,0.0,,0.0,,0.0,,249.0,,0.0,,0
181.0,Northeast Ohio Medical U.,576.0,,0.0,,576.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
182.0,"U. Alabama, Tuscaloosa",571.0,,10.0,,10.0,,238.0,,54.0,,0.0,,14.0,,0.0,,219.0,,26.0,,0
183.0,Vassar C.,563.0,,29.0,i,205.0,i,18.0,i,67.0,i,0.0,i,61.0,i,0.0,i,0.0,i,183.0,i,0
184.0,Franklin and Marshall C.,546.0,,145.0,,124.0,,6.0,,172.0,,28.0,,27.0,,0.0,,0.0,,44.0,,0
185.0,"California State U., Bakersfield",537.0,,82.0,,80.0,,127.0,,183.0,,0.0,,0.0,,0.0,,65.0,,0.0,,0
186.0,"CUNY, Hunter C.",534.0,,2.0,,202.0,,25.0,,84.0,,163.0,,57.0,,0.0,,0.0,,1.0,,0
187.0,Chapman U.,478.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,468.0,,0
188.0,"SUNY, Downstate Medical Center",475.0,,0.0,,475.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
189.0,"Indiana U.-Purdue U., Indianapolis",429.0,,0.0,,108.0,,135.0,,0.0,,0.0,,42.0,,8.0,,136.0,,0.0,,0
190.0,Montclair State U.,427.0,,16.0,,407.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0
190.0,U. Kansas,427.0,,33.0,,286.0,,0.0,,65.0,,0.0,,24.0,,0.0,,19.0,,0.0,,0
192.0,Georgia Regents U.,421.0,,0.0,,421.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
193.0,C. of William and Mary and Virginia Institute of Marine Science,417.0,,0.0,,134.0,,0.0,,211.0,,0.0,,62.0,,0.0,,0.0,,10.0,,0
194.0,"SUNY, Upstate Medical U.",408.0,,0.0,,408.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
