Rank,Institution,All R&D expenditures,Unnamed: 3,Source of funds,Federal government,Unnamed: 6,State and local government,Unnamed: 8,Institution funds,Unnamed: 10,Business,Unnamed: 12,Nonprofit organizations,Unnamed: 14,All other sources,Unnamed: 16,shift
50.0,"Loyola U., Chicago",48664.0,,28200.0,,315.0,,11115.0,,2893.0,,4519.0,,1622.0,,,0
51.0,Boston C.,47761.0,,23352.0,,1664.0,,12581.0,,303.0,,9861.0,,0.0,,,0
52.0,Howard U.,47322.0,,38820.0,,1318.0,,4839.0,,1018.0,,1287.0,,40.0,,,0
53.0,Saint Louis U.,44457.0,,27580.0,,313.0,,8207.0,,3011.0,,5036.0,,310.0,,,0
54.0,Eastern Virginia Medical School,42296.0,,28637.0,,787.0,,5573.0,,1796.0,,5345.0,,158.0,,,0
55.0,Van Andel Institute,40502.0,,8138.0,,3039.0,,25177.0,,4148.0,,0.0,,0.0,,,0
56.0,Rochester Institute of Technology,40442.0,,20147.0,,5404.0,,11479.0,,2388.0,,1024.0,,0.0,,,0
57.0,"Brigham Young U., Provo",39126.0,,24250.0,,1561.0,,6949.0,,4468.0,,1826.0,,72.0,,,0
58.0,Lehigh U.,36788.0,,22910.0,,2351.0,,9046.0,,1533.0,,652.0,,296.0,,,0
59.0,Worcester Polytechnic Institute,36130.0,,26327.0,,16.0,,6626.0,,2369.0,,406.0,,386.0,,,0
60.0,Illinois Institute of Technology,34336.0,,25826.0,,126.0,,2152.0,,1572.0,,1223.0,,3437.0,,,0
61.0,Stevens Institute of Technology,34082.0,,25980.0,,770.0,,4862.0,,1913.0,,531.0,,26.0,,,0
62.0,Morehouse School of Medicine,33367.0,,30012.0,,114.0,,2016.0,,302.0,,923.0,,0.0,,,0
63.0,Mercer U.,32838.0,,21563.0,,42.0,,2767.0,,8055.0,,134.0,,277.0,,,0
64.0,Southern Methodist U.,29282.0,,14324.0,,1178.0,,9777.0,,3092.0,,763.0,,148.0,,,0
65.0,Tuskegee U.,25652.0,i,14166.0,i,2898.0,i,5358.0,i,429.0,i,194.0,i,2607.0,i,,0
66.0,Loma Linda U.,25519.0,,21082.0,,781.0,,2220.0,,768.0,,535.0,,133.0,,,0
67.0,U. Tulsa,25066.0,,6384.0,,423.0,,3531.0,,14145.0,,295.0,,288.0,,,0
68.0,Marquette U.,24816.0,,9320.0,,112.0,,9122.0,,942.0,,3140.0,,2180.0,,,0
69.0,Baylor U.,24642.0,,3878.0,,1638.0,,14321.0,,1719.0,,1866.0,,1220.0,,,0
70.0,Catholic U. of America,24265.0,,19900.0,,99.0,,3535.0,,503.0,,228.0,,0.0,,,0
71.0,Creighton U.,23825.0,,9359.0,,3135.0,,6681.0,,3435.0,,504.0,,711.0,,,0
72.0,"Columbia U., Teachers C.",23269.0,,12775.0,,109.0,,,,299.0,,9197.0,,889.0,,,0
73.0,Fordham U.,20939.0,,3969.0,,306.0,,15534.0,,0.0,,0.0,,1130.0,,,0
74.0,Albany Medical C.,18043.0,,9481.0,,97.0,,4186.0,,3423.0,,508.0,,348.0,,,0
75.0,New York Medical C.,17653.0,,11326.0,,205.0,,453.0,,3075.0,,2291.0,,303.0,,,0
76.0,Rosalind Franklin U. of Medicine and Science,16604.0,,9368.0,,0.0,,3660.0,,2423.0,,1073.0,,80.0,,,0
77.0,Duquesne U.,16159.0,,5004.0,,805.0,,8339.0,,574.0,,1437.0,,0.0,,,0
78.0,U. Denver,16116.0,,12048.0,,381.0,,1207.0,,823.0,,1441.0,,216.0,,,0
79.0,Hampton U.,14895.0,,14735.0,,148.0,,12.0,,0.0,,0.0,,0.0,,,0
80.0,Nova Southeastern U.,14775.0,,5896.0,,1466.0,,4757.0,,1133.0,,508.0,,1015.0,,,0
81.0,Villanova U.,14512.0,,4572.0,,306.0,,8249.0,,630.0,,451.0,,304.0,,,0
82.0,Florida Institute of Technology,14282.0,,8315.0,,625.0,,1509.0,,3385.0,,386.0,,62.0,,,0
83.0,Charles R. Drew U. of Medicine and Science,14128.0,,12992.0,,0.0,,720.0,,0.0,,416.0,,0.0,,,0
84.0,Meharry Medical C.,13998.0,,13068.0,,0.0,,391.0,,5.0,,534.0,,0.0,,,0
85.0,Clarkson U.,13406.0,,5440.0,,2291.0,,3623.0,,1509.0,,543.0,,0.0,,,0
86.0,Embry-Riddle Aeronautical U.,11942.0,,10049.0,,263.0,,514.0,,1030.0,,13.0,,73.0,,,0
87.0,Bryn Mawr C.,11692.0,,1713.0,,0.0,,8575.0,,2.0,,1402.0,,0.0,,,0
88.0,Claremont Graduate U.,10146.0,i,8290.0,i,157.0,i,1066.0,i,62.0,i,570.0,i,1.0,i,,0
89.0,Clark Atlanta U.,9945.0,,7455.0,,0.0,,2307.0,,58.0,,125.0,,0.0,,,0
90.0,Wellesley C.,9595.0,,2980.0,,423.0,,0.0,,234.0,,3728.0,,2230.0,,,0
91.0,Xavier U. Louisiana,9588.0,,7735.0,,817.0,,792.0,,0.0,,244.0,,0.0,,,0
92.0,St. Edward's U.,9515.0,,8000.0,,120.0,,165.0,,100.0,,100.0,,1030.0,,,0
93.0,DePaul U.,9479.0,,4622.0,,79.0,,2041.0,,15.0,,2722.0,,0.0,,,0
94.0,Dillard U.,9387.0,,8853.0,,37.0,,345.0,,0.0,,91.0,,61.0,,,0
95.0,New School,8978.0,,2300.0,,147.0,,3390.0,,74.0,,3067.0,,0.0,,,0
96.0,Fisk U.,8758.0,i,7901.0,i,857.0,i,0.0,i,0.0,i,0.0,i,0.0,i,,0
97.0,Midwestern U.,8560.0,,654.0,,51.0,,7478.0,,180.0,,197.0,,0.0,,,0
98.0,Texas Christian U.,8007.0,,4732.0,,966.0,,222.0,,2087.0,,,,0.0,,,0
99.0,Azusa Pacific U.,7521.0,,323.0,,0.0,,7100.0,,2.0,,4.0,,92.0,,,0
100.0,Ponce Health Sciences U.,7520.0,,6729.0,,97.0,,0.0,,0.0,,0.0,,694.0,,,0
101.0,U. New England,7498.0,,4862.0,,720.0,,1312.0,,171.0,,409.0,,24.0,,,0
102.0,Wesleyan U.,7223.0,,3612.0,,525.0,,2601.0,,144.0,,325.0,,16.0,,,0
103.0,Seton Hall U.,7058.0,,1919.0,,2230.0,,0.0,,989.0,,1920.0,,0.0,,,0
104.0,Clark U.,7050.0,,2515.0,,23.0,,3011.0,,365.0,,1097.0,,39.0,,,0
105.0,U. Central del Caribe,6964.0,,6147.0,,47.0,,766.0,,0.0,,0.0,,4.0,,,0
106.0,Carleton C.,6746.0,,3813.0,,103.0,,1579.0,,0.0,,893.0,,358.0,,,0
107.0,Loyola Marymount U.,6389.0,,819.0,,65.0,,4713.0,,17.0,,775.0,,0.0,,,0
108.0,U. Metropolitana,6361.0,,5634.0,,0.0,,727.0,,0.0,,0.0,,0.0,,,0
109.0,Morehouse C.,6180.0,,5944.0,,236.0,,0.0,,0.0,,0.0,,0.0,,,0
110.0,Fairfield U.,5750.0,,339.0,,0.0,,5220.0,,0.0,,0.0,,191.0,,,0
111.0,Williams C.,5679.0,,1700.0,,0.0,,1451.0,,0.0,,0.0,,2528.0,,,0
112.0,Chapman U.,5353.0,,2790.0,,506.0,,845.0,,89.0,,645.0,,478.0,,,0
113.0,Smith C.,5268.0,,3575.0,,0.0,,833.0,,9.0,,851.0,,0.0,,,0
114.0,Alfred U.,5193.0,,1434.0,,1882.0,,1026.0,,851.0,,0.0,,0.0,,,0
115.0,Western U. of Health Sciences,4904.0,,1206.0,,92.0,,116.0,,768.0,,2625.0,,97.0,,,0
116.0,Pace U.,4647.0,,1681.0,,0.0,,2585.0,,52.0,,329.0,,0.0,,,0
117.0,A. T. Still U.,4571.0,,2442.0,,161.0,,462.0,,0.0,,1506.0,,0.0,,,0
118.0,Milwaukee School of Engineering,4524.0,,1335.0,,0.0,,460.0,,2580.0,,149.0,,0.0,,,0
119.0,Gallaudet U.,4477.0,,2340.0,,0.0,,1804.0,,0.0,,0.0,,333.0,,,0
120.0,U. San Diego,4476.0,,1836.0,,592.0,,1540.0,,0.0,,428.0,,80.0,,,0
121.0,Amherst C.,4412.0,,1835.0,,0.0,,2005.0,,0.0,,170.0,,402.0,,,0
122.0,New York Institute of Technology,4169.0,,2375.0,,364.0,,1248.0,,0.0,,182.0,,0.0,,,0
123.0,Bucknell U.,4140.0,,1489.0,,270.0,,1466.0,,434.0,,374.0,,107.0,,,0
124.0,U. of the Sciences Philadelphia,4076.0,,1096.0,,15.0,,1014.0,,1302.0,,601.0,,48.0,,,0
125.0,MGH Institute of Health Professions,3931.0,,3766.0,,0.0,,20.0,,0.0,,145.0,,0.0,,,0
126.0,Franklin and Marshall C.,3888.0,,1017.0,,0.0,,1191.0,,165.0,,969.0,,546.0,,,0
127.0,Lewis and Clark C.,3873.0,,872.0,,0.0,,1579.0,,0.0,,1422.0,,0.0,,,0
128.0,Mount Holyoke C.,3826.0,,2327.0,,4.0,,1445.0,,0.0,,50.0,,0.0,,,0
129.0,Grinnell C.,3723.0,,546.0,,0.0,,2719.0,,1.0,,213.0,,244.0,,,0
130.0,Kettering U.,3673.0,,1032.0,,168.0,,1021.0,,901.0,,524.0,,27.0,,,0
131.0,Pomona C.,3538.0,,1074.0,,0.0,,1416.0,,0.0,,1048.0,,0.0,,,0
132.0,Roseman U. of Health Sciences,3287.0,,0.0,,0.0,,3284.0,,2.0,,0.0,,1.0,,,0
133.0,Harvey Mudd C.,3272.0,,1633.0,,0.0,,1106.0,,9.0,,410.0,,114.0,,,0
134.0,Mills C.,3159.0,,938.0,,39.0,,116.0,,0.0,,2066.0,,0.0,,,0
135.0,"Touro U., Vallejo",3106.0,,1332.0,,0.0,,1535.0,,0.0,,239.0,,0.0,,,0
136.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3089.0,,264.0,,0.0,,2769.0,,0.0,,56.0,,0.0,,,0
137.0,U. Richmond,3069.0,,2013.0,,0.0,,828.0,,0.0,,228.0,,0.0,,,0
138.0,Reed C.,3050.0,,1638.0,,0.0,,1233.0,,0.0,,179.0,,0.0,,,0
139.0,Fuller Theological Seminary,2998.0,,0.0,,0.0,,4.0,,0.0,,2992.0,,2.0,,,0
140.0,Bowdoin C.,2991.0,,2156.0,,25.0,,432.0,,2.0,,376.0,,0.0,,,0
141.0,Calvin C.,2945.0,i,1175.0,i,18.0,i,0.0,i,39.0,i,1481.0,i,232.0,i,,0
142.0,Swarthmore C.,2943.0,,1379.0,,0.0,,1300.0,,0.0,,264.0,,0.0,,,0
143.0,Hope C.,2932.0,,1436.0,,0.0,,360.0,,0.0,,1136.0,,0.0,,,0
144.0,Barnard C.,2916.0,,2384.0,,0.0,,137.0,,126.0,,269.0,,0.0,,,0
145.0,Vassar C.,2854.0,,1133.0,,3.0,,140.0,,8.0,,1007.0,,563.0,,,0
146.0,Seattle U.,2847.0,,927.0,,238.0,,606.0,,3.0,,754.0,,319.0,,,0
147.0,Bates C.,2791.0,,2004.0,,54.0,,522.0,,19.0,,42.0,,150.0,,,0
148.0,U. of the Pacific,2734.0,,1751.0,,364.0,,,,125.0,,340.0,,154.0,,,0
149.0,Colgate U.,2721.0,,1109.0,,0.0,,1565.0,,0.0,,47.0,,0.0,,,0
150.0,Pepperdine U.,2714.0,,1058.0,,9.0,,1154.0,,68.0,,425.0,,0.0,,,0
151.0,Tougaloo C.,2689.0,,2689.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
152.0,Haverford C.,2633.0,,1476.0,,17.0,,674.0,,0.0,,466.0,,0.0,,,0
152.0,Trinity U.,2633.0,,1183.0,,8.0,,750.0,,82.0,,518.0,,92.0,,,0
154.0,Elon U.,2608.0,,376.0,,0.0,,2135.0,,0.0,,97.0,,0.0,,,0
155.0,U. San Francisco,2599.0,,503.0,,85.0,,1825.0,,11.0,,175.0,,0.0,,,0
156.0,Hofstra U.,2585.0,,2119.0,,126.0,,191.0,,4.0,,145.0,,0.0,,,0
157.0,Philadelphia C. of Osteopathic Medicine,2561.0,,192.0,,13.0,,2023.0,,0.0,,333.0,,0.0,,,0
158.0,"St. John's U., Manhattan",2558.0,,992.0,,0.0,,647.0,,580.0,,61.0,,278.0,,,0
159.0,"Toyota Technological Institute, Chicago",2543.0,,1392.0,,0.0,,972.0,,179.0,,0.0,,0.0,,,0
160.0,Albany C. of Pharmacy and Health Sciences,2533.0,,1065.0,,0.0,,695.0,,634.0,,43.0,,96.0,,,0
161.0,Lawrence Technological U.,2528.0,,976.0,,648.0,,22.0,,501.0,,381.0,,0.0,,,0
162.0,U. del Turabo,2473.0,,447.0,,0.0,,2026.0,,0.0,,0.0,,0.0,,,0
163.0,Erikson Institute,2397.0,,1610.0,,312.0,,186.0,,0.0,,289.0,,0.0,,,0
164.0,Davidson C.,2377.0,,1703.0,,0.0,,448.0,,74.0,,152.0,,0.0,,,0
165.0,Roger Williams U.,2348.0,,1696.0,,241.0,,333.0,,2.0,,76.0,,0.0,,,0
166.0,National U.,2305.0,,1848.0,,0.0,,249.0,,0.0,,208.0,,0.0,,,0
167.0,Hamilton C.,2291.0,,559.0,,0.0,,669.0,,10.0,,1032.0,,21.0,,,0
168.0,Colorado C.,2247.0,,602.0,,0.0,,1112.0,,0.0,,533.0,,0.0,,,0
169.0,Edward Via C. of Osteopathic Medicine,2237.0,,89.0,,0.0,,2087.0,,14.0,,47.0,,0.0,,,0
170.0,Wiley C.,2176.0,,1894.0,,270.0,,0.0,,0.0,,12.0,,0.0,,,0
171.0,Commonwealth Medical C.,2171.0,,415.0,,1.0,,1711.0,,16.0,,0.0,,28.0,,,0
172.0,Franklin W. Olin C. of Engineering,2136.0,,1103.0,,6.0,,939.0,,0.0,,88.0,,0.0,,,0
173.0,Saint Joseph's U.,2093.0,,526.0,,686.0,,578.0,,1.0,,302.0,,0.0,,,0
174.0,Pacific U.,2016.0,,962.0,,150.0,,530.0,,185.0,,189.0,,0.0,,,0
175.0,Willamette U.,2007.0,,745.0,,0.0,,795.0,,0.0,,467.0,,0.0,,,0
176.0,Mercyhurst U.,1987.0,,616.0,,254.0,,574.0,,70.0,,473.0,,0.0,,,0
177.0,Norwich U.,1985.0,,1121.0,,15.0,,783.0,,1.0,,65.0,,0.0,,,0
178.0,Oberlin C.,1932.0,,1364.0,,0.0,,402.0,,23.0,,143.0,,0.0,,,0
179.0,Furman U.,1928.0,,1136.0,,1.0,,507.0,,0.0,,217.0,,67.0,,,0
180.0,Connecticut C.,1900.0,,756.0,,18.0,,1070.0,,0.0,,56.0,,0.0,,,0
181.0,U. Detroit Mercy,1882.0,,890.0,,0.0,,911.0,,53.0,,28.0,,0.0,,,0
182.0,U. New Haven,1832.0,,507.0,,759.0,,0.0,,10.0,,556.0,,0.0,,,0
183.0,Niagara U.,1828.0,,117.0,,714.0,,627.0,,0.0,,368.0,,2.0,,,0
184.0,Skidmore C.,1772.0,,969.0,,0.0,,543.0,,0.0,,260.0,,0.0,,,0
185.0,Colby C.,1748.0,,1038.0,,0.0,,433.0,,0.0,,0.0,,277.0,,,0
186.0,Rider U.,1726.0,,292.0,,33.0,,1375.0,,2.0,,24.0,,0.0,,,0
187.0,Keck Graduate Institute,1722.0,,937.0,,0.0,,520.0,,107.0,,26.0,,132.0,,,0
188.0,Wheeling Jesuit U.,1721.0,,1156.0,,29.0,,0.0,,0.0,,536.0,,0.0,,,0
189.0,"Trinity C., Hartford",1717.0,,889.0,,0.0,,411.0,,46.0,,371.0,,0.0,,,0
190.0,U. Hartford,1701.0,,1089.0,,7.0,,467.0,,0.0,,138.0,,0.0,,,0
191.0,"Palmer C. of Chiropractic, Davenport",1698.0,,1558.0,,0.0,,45.0,,0.0,,95.0,,0.0,,,0
192.0,Lafayette C.,1693.0,,1066.0,,10.0,,478.0,,139.0,,0.0,,0.0,,,0
193.0,Valparaiso U.,1678.0,,1267.0,,6.0,,350.0,,0.0,,0.0,,55.0,,,0
194.0,Santa Clara U.,1659.0,,1226.0,,5.0,,,,115.0,,313.0,,0.0,,,0
195.0,Siena C.,1623.0,,1136.0,,27.0,,348.0,,0.0,,112.0,,0.0,,,0
196.0,Middlebury C.,1599.0,,1535.0,,0.0,,9.0,,3.0,,52.0,,0.0,,,0
197.0,"Union C., Schenectady",1560.0,,1080.0,,0.0,,405.0,,10.0,,61.0,,4.0,,,0
198.0,Occidental C.,1544.0,,853.0,,113.0,,,,253.0,,325.0,,0.0,,,0
199.0,Saint Michael's C.,1532.0,,1153.0,,0.0,,379.0,,0.0,,0.0,,0.0,,,0
200.0,Spelman C.,1524.0,,1035.0,,0.0,,416.0,,73.0,,0.0,,0.0,,,0
201.0,Bradley U.,1499.0,,319.0,,32.0,,345.0,,800.0,,0.0,,3.0,,,0
202.0,Dickinson C.,1492.0,,517.0,,36.0,,382.0,,0.0,,557.0,,0.0,,,0
203.0,Marshall B. Ketchum U.,1468.0,,224.0,,0.0,,731.0,,508.0,,0.0,,5.0,,,0
204.0,U. Tampa,1449.0,,254.0,,68.0,,176.0,,750.0,,201.0,,0.0,,,0
205.0,Bastyr U.,1409.0,,540.0,,0.0,,8.0,,4.0,,857.0,,0.0,,,0
206.0,Shaw U.,1404.0,i,1078.0,i,0.0,i,326.0,i,0.0,i,0.0,i,0.0,i,,0
207.0,Benedict C.,1373.0,,1373.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
208.0,"Saint John's U., Collegeville",1372.0,,0.0,,0.0,,1372.0,,0.0,,0.0,,0.0,,,0
209.0,St. Olaf C.,1346.0,,668.0,,38.0,,477.0,,0.0,,163.0,,0.0,,,0
210.0,Providence C.,1329.0,,1162.0,,0.0,,126.0,,0.0,,41.0,,0.0,,,0
211.0,Suffolk U.,1305.0,,250.0,,0.0,,668.0,,0.0,,387.0,,0.0,,,0
212.0,Emerson C.,1291.0,,423.0,,88.0,,83.0,,141.0,,384.0,,172.0,,,0
213.0,Macalester C.,1286.0,,708.0,,29.0,,459.0,,0.0,,90.0,,0.0,,,0
214.0,C. Wooster,1275.0,i,373.0,i,0.0,i,365.0,i,0.0,i,304.0,i,233.0,i,,0
215.0,Salus U.,1257.0,,1198.0,,2.0,,44.0,,0.0,,13.0,,0.0,,,0
216.0,Claflin U.,1255.0,,1158.0,,3.0,,0.0,,34.0,,60.0,,0.0,,,0
217.0,Alaska Pacific U.,1246.0,,802.0,,58.0,,0.0,,386.0,,0.0,,0.0,,,0
218.0,Hawaii Pacific U.,1241.0,,789.0,,35.0,,254.0,,149.0,,14.0,,0.0,,,0
219.0,Augsburg C.,1193.0,,669.0,,58.0,,388.0,,5.0,,6.0,,67.0,,,0
220.0,Salish Kootenai C.,1186.0,,1186.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0
221.0,C. of Saint Benedict,1179.0,,53.0,,0.0,,1126.0,,0.0,,0.0,,0.0,,,0
222.0,U. del Este,1174.0,,530.0,,0.0,,644.0,,0.0,,0.0,,0.0,,,0
223.0,La Sierra U.,1165.0,,45.0,,0.0,,806.0,,0.0,,314.0,,0.0,,,0
224.0,Gonzaga U.,1145.0,,348.0,,68.0,,37.0,,4.0,,688.0,,0.0,,,0
225.0,Sewanee: U. of the South,1115.0,,75.0,,13.0,,611.0,,0.0,,416.0,,0.0,,,0
226.0,Heidelberg U.,1109.0,,272.0,,522.0,,180.0,,85.0,,50.0,,0.0,,,0
227.0,Seattle Pacific U.,1101.0,,915.0,,0.0,,100.0,,31.0,,46.0,,9.0,,,0
228.0,La Salle U.,1079.0,,82.0,,0.0,,997.0,,0.0,,0.0,,0.0,,,0
229.0,New England C. of Optometry,1077.0,,419.0,,0.0,,253.0,,366.0,,39.0,,0.0,,,0
229.0,U. Western States,1077.0,,699.0,,0.0,,378.0,,0.0,,0.0,,0.0,,,0
231.0,Rhode Island School of Design,1013.0,,252.0,,43.0,,438.0,,228.0,,52.0,,0.0,,,0
232.0,Ithaca C.,972.0,,635.0,,20.0,,200.0,,0.0,,117.0,,0.0,,,0
233.0,Quinnipiac U.,967.0,i,480.0,i,50.0,i,255.0,i,41.0,i,125.0,i,16.0,i,,0
234.0,Hobart and William Smith Colleges,946.0,,442.0,,226.0,,174.0,,7.0,,97.0,,0.0,,,0
235.0,U. of the Incarnate Word,848.0,,403.0,,0.0,,373.0,,0.0,,68.0,,4.0,,,0
236.0,"Wheaton C., Wheaton",783.0,,193.0,,0.0,,360.0,,14.0,,216.0,,0.0,,,0
237.0,"Augustana C., Sioux Falls",782.0,,671.0,,0.0,,14.0,,95.0,,2.0,,0.0,,,0
238.0,Barry U.,762.0,,386.0,,16.0,,21.0,,314.0,,25.0,,0.0,,,0
239.0,U. Redlands,555.0,,118.0,,76.0,,280.0,,0.0,,34.0,,47.0,,,0
240.0,Doane C.,474.0,,390.0,,0.0,,82.0,,0.0,,2.0,,0.0,,,0
241.0,Marist C.,448.0,,113.0,,51.0,,131.0,,40.0,,6.0,,107.0,,,0
242.0,Washington and Lee U.,432.0,,317.0,,0.0,,0.0,,1.0,,114.0,,0.0,,,0
