Rank,Institution,2006,Unnamed: 3,2007,Unnamed: 5,2008,Unnamed: 7,2009,Unnamed: 9,2010,Unnamed: 11,2011,Unnamed: 13,2012,Unnamed: 15,2013,Unnamed: 17,2014,Unnamed: 19,2015,Unnamed: 21
65.0,"U. Illinois, Chicago",337180,,344815,,339704,,347118,,362939,,380828,,388625,,367848,,347888,,354560,
66.0,U. Rochester,369487,,377016,,378368,,398187,,414655,,429034,,389612,,389355,,353419,,346932,
67.0,Brown U.,195710,,175623,,182596,,187380,,335838,,344090,,365120,,361010,,341531,,342040,
68.0,Washington State U.,203542,,213262,,283086,,301080,,304352,,320510,,335930,,341082,,326414,,333134,
69.0,U. Kentucky,337646,,348835,,345355,,360254,,359944,,372932,,360776,,339764,,328239,,331705,
70.0,"U. California, Irvine",306257,,316178,,334279,,336345,,327594,,344678,,350030,,347773,,340056,,329798,
71.0,Oregon Health and Science U.,272174,,287430,,301396,,309675,,314990,,334324,,305530,,308767,,314802,,326915,
72.0,Rockefeller U.,215417,,233917,,247505,,252478,,265750,,272491,,292896,,298474,,316368,,323932,
73.0,"Colorado State U., Fort Collins",267453,,296020,,302613,,311720,,302896,,330784,,375919,,313238,,307978,,317219,
74.0,"U. Hawaii, Manoa",250694,,266447,,271835,,290707,,303085,,318316,,312311,,326750,,324342,,316497,
75.0,U. Kansas,214768,,219535,,227433,,236544,,267961,,274727,,286262,,298498,,301534,,311383,
76.0,Yeshiva U.,189416,,192199,,197311,,193010,,314240,,281334,,289027,,271166,,306826,,306174,
77.0,Iowa State U.,227585,,221002,,228167,,228526,,250120,,267641,,260995,,266596,,313263,,306125,
78.0,"SUNY, Polytechnic Institute",na,,na,,na,,na,,na,,na,,na,,na,,412851,,295313,
79.0,"U. Nebraska, Lincoln",228976,,229496,,244869,,251195,,191268,,235296,,253320,,266506,,278299,,284438,
80.0,"Louisiana State U., Baton Rouge",256248,,266895,,280081,,294780,,289872,,287841,,285395,,283400,,290076,,281154,
81.0,Princeton U.,195148,,198945,,204489,,212510,,242570,,263335,,275666,,269908,,293274,,279851,
82.0,U. Connecticut,225274,,233774,,233246,,232944,,237908,,253792,,256854,,242251,,258056,,259397,
83.0,Florida State U.,209857,,211310,,211557,,237794,,227329,,230411,,225378,,250877,,252548,,256449,
84.0,"U. Massachusetts, Medical School",156452,,157469,,178614,,204033,,232039,,262714,,256090,,245923,,241869,,250338,
85.0,"U. Missouri, Columbia",231170,,244429,,251894,,253527,,238500,,230957,,239810,,236423,,237266,,246684,
86.0,Oregon State U.,227693,,231895,,233358,,257564,,216595,,228814,,240507,,232677,,230963,,245317,
87.0,Medical U. South Carolina,176055,,184624,,189369,,216778,,224632,,213346,,236586,,245451,,242594,,243534,
88.0,"U. Oklahoma, Norman and Health Science Center",186349,,187454,,204765,,213720,,218089,,249297,,240974,,255674,,253344,,242367,
89.0,Carnegie Mellon U.,213338,,198139,,210988,,217687,,222790,,242882,,255933,,271277,,251222,,242004,
90.0,George Washington U.,135931,,149413,,181688,,103793,,196917,,197621,,196448,,202428,,227995,,241117,
91.0,"U. Texas Health Science Center, Houston",175154,,191724,,197252,,217623,,240772,,261172,,236250,,233256,,233737,,234299,
92.0,U. New Mexico,186047,,181734,,202694,,205831,,211771,,220565,,220360,,227703,,228849,,232271,
93.0,Temple U.,84114,,90773,,99815,,111421,,124528,,134533,,138318,,224087,,224101,,227468,
94.0,Mississippi State U.,196119,,211271,,219017,,225426,,231675,,226070,,233197,,206424,,209729,,226359,
95.0,"U. California, Santa Barbara",179857,,200504,,214441,,227221,,225730,,230435,,233883,,236497,,231322,,222870,
96.0,"SUNY, Stony Brook U.",236095,,268541,,190712,,189299,,204728,,211356,,219744,,225712,,211631,,220580,
97.0,Virginia Commonwealth U.,167748,,151197,,171637,,162283,,197709,,207756,,201366,,196015,,201858,,218925,
98.0,Woods Hole Oceanographic Institution,121888,,137410,,150720,,157289,,181746,,198775,,204352,,198232,,220016,,216592,
99.0,U. Central Florida,122879,,141140,,147092,,148809,,117985,,109190,,116891,,126681,,185555,,215519,
100.0,"U. Massachusetts, Amherst",140184,,146323,,156817,,160666,,169141,,181297,,194775,,190739,,200199,,213902,
101.0,Wayne State U.,225034,,238738,,253604,,257207,,254492,,259895,,227070,,224331,,218435,,213878,
102.0,Dartmouth C.,200329,,192846,,188122,,190425,,194141,,210631,,195930,,201591,,212606,,209646,
103.0,"U. South Carolina, Columbia",,,,,,,,,229145,,201592,,214901,,203365,,206173,,208736,
104.0,Medical C. Wisconsin,147140,,158171,,165529,,176237,,191816,,215358,,209040,,201237,,199713,,199283,
105.0,U. Notre Dame,82137,,82272,,103311,,104866,,110369,,134410,,157691,,175220,,182228,,190954,
106.0,Kansas State U.,126960,,126864,,141535,,151376,,160679,,169167,,176141,,183096,,184945,,188721,
107.0,U. Louisville,148246,,163434,,164123,,167178,,189090,,197438,,196842,,186772,,183376,,179499,
108.0,Georgetown U.,122135,,140710,,144957,,151064,,159355,,169916,,180308,,178995,,172726,,176131,
109.0,U. Delaware,116982,,120431,,126971,,126788,,153311,,169746,,170174,,179967,,175563,,175724,
110.0,Utah State U.,142935,,142784,,148257,,145240,,149169,,174167,,157355,,158352,,169605,,175353,
111.0,"U. Tennessee, Knoxville",,,,,,,,,150671,,167456,,179252,,193054,,179041,,173533,
112.0,U. Texas Medical Branch,179915,,183492,,180026,,184845,,188399,,193555,,180888,,180198,,178014,,173506,
113.0,Wake Forest U.,183843,,186175,,200750,,201701,,192034,,209134,,204328,,182721,,176380,,171926,
114.0,Clemson U.,184940,,216959,,200789,,193924,,174693,,166350,,142096,,152444,,161070,,171215,
115.0,"U. Texas Health Science Center, San Antonio",150040,,160282,,201323,,221535,,207115,,198655,,184298,,175983,,172716,,170277,
116.0,West Virginia U.,124046,,138800,,145107,,145656,,154926,,166420,,169303,,167144,,164454,,170145,
117.0,Tufts U.,133628,,135868,,145169,,154575,,156106,,156395,,160922,,156525,,160825,,168314,
118.0,Texas Tech U.,59929,,59439,,60165,,92058,,133360,,149399,,138026,,142676,,159308,,163897,
119.0,Florida International U.,84697,,108015,,107025,,101322,,110271,,110006,,118058,,128070,,132531,,163033,
120.0,North Dakota State U.,104505,,107337,,116327,,114260,,126419,,134064,,135493,,150173,,154437,,153542,
121.0,Tulane U.,118828,,140321,,165678,,163572,,165513,,171703,,164373,,160414,,157825,,152658,
122.0,"U. California, Santa Cruz",134458,,147396,,162100,,170461,,143919,,155617,,155516,,150777,,151734,,151713,
123.0,U. Houston,80984,,78381,,87691,,102917,,119811,,113709,,116288,,130844,,140597,,150628,
124.0,U. New Hampshire,121952,,120463,,121092,,117546,,115562,,143002,,165156,,147446,,147544,,144735,
125.0,Rice U.,67045,,72112,,74720,,79431,,97903,,110235,,117223,,131003,,138536,,144679,
126.0,"U. California, Riverside",135603,,139960,,139319,,139536,,130288,,132238,,135494,,132617,,133558,,144511,
127.0,"U. Nebraska, Medical Center",108012,,111751,,112887,,123629,,138219,,133036,,141619,,137485,,139126,,143999,
128.0,"U. Alaska, Fairbanks",154441,,155147,,149313,,157600,,161986,,165530,,160407,,162658,,155769,,142742,
129.0,Georgia State U.,64624,,65900,,94429,,78920,,81015,,92725,,91148,,111999,,123915,,139596,
130.0,"Auburn U., Auburn",,,,,,,,,145115,,163335,,133013,,147229,,142487,,135899,
131.0,"U. Arkansas, Fayetteville",109609,,113773,,115397,,117448,,113909,,120007,,123199,,125501,,125824,,133660,
132.0,U. Arkansas for Medical Sciences,107871,,108551,,117440,,106314,,119518,,122066,,129056,,133677,,131438,,132451,
133.0,New Mexico State U.,168502,,152104,,141523,,154363,,157872,,139062,,141151,,142365,,134262,,132377,
134.0,"Oklahoma State U., Stillwater",,,,,,,,,147094,,162786,,166523,,134500,,126543,,129968,
135.0,Drexel U.,97675,,98010,,103558,,105020,,118349,,115020,,116768,,123813,,131170,,128027,
136.0,Northeastern U.,72329,,78220,,66315,,67174,,79949,,86783,,107862,,116088,,116245,,122915,
137.0,Thomas Jefferson U.,106986,,107288,,99275,,101188,,103064,,104923,,100506,,89273,,118378,,119631,
138.0,U. Vermont,122814,,114172,,116463,,122991,,129856,,132356,,115697,,115486,,109701,,114547,
139.0,"SUNY, U. Albany",277841,,309438,,271187,,341624,,359364,,148625,,137758,,137759,,130955,,111705,
140.0,New Jersey Institute of Technology,77583,,88699,,89792,,92891,,92318,,100491,,102851,,107310,,106081,,110512,
141.0,"Montana State U., Bozeman",121534,,124833,,130120,,126844,,135084,,125966,,124228,,113136,,113348,,108414,
142.0,George Mason U.,60168,,61068,,76838,,85306,,84120,,88089,,90198,,95913,,98680,,106410,
143.0,Rensselaer Polytechnic Institute,71382,,77679,,77967,,78188,,83952,,84834,,92720,,92495,,105608,,102841,
144.0,"U. Texas, Dallas",44198,,46477,,59300,,65804,,82044,,93230,,90700,,98842,,99727,,98551,
145.0,U. Dayton,72070,,76166,,83293,,95043,,93309,,90557,,81030,,84252,,86881,,98182,
146.0,U. Idaho,88284,,83690,,82489,,89242,,87207,,96229,,97227,,95891,,95594,,97493,
147.0,U. Mississippi,105029,,117522,,99413,,100102,,110020,,122765,,121731,,108168,,109922,,94040,
148.0,U. Rhode Island,70696,,76237,,78871,,84989,,90016,,102630,,114323,,101898,,91706,,93828,
149.0,San Diego State U.,83398,,74686,,81385,,91074,,99137,,106591,,92867,,86733,,95674,,93572,
150.0,"U. Nevada, Reno",100643,,99286,,104841,,109151,,95423,,89740,,85726,,89797,,87324,,90138,
151.0,"U. Texas, El Paso",42882,,47410,,50603,,59983,,68870,,74069,,79649,,83249,,79537,,89418,
152.0,Naval Postgraduate School,62714,,66972,,89940,,82451,,103510,,101363,,132450,,94880,,99032,,89170,
153.0,"U. Alabama, Huntsville",61831,,73760,,75818,,74340,,75683,,75724,,87388,,101016,,89325,,88439,
154.0,Cold Spring Harbor Laboratory,ne,,ne,,ne,,ne,,ne,,89913,,84072,,78236,,76733,,84653,
155.0,"SUNY, Binghamton U.",29966,,37382,,62959,,71912,,72057,,72539,,81000,,76005,,71382,,79895,
156.0,U. Oregon,66602,,71362,,78934,,86371,,94107,,103019,,105030,,94522,,91203,,79698,
157.0,U. Maine,93867,,100072,,96755,,101344,,111282,,111600,,92135,,77583,,101247,,79500,
158.0,Rush U.,83194,,84370,,89513,,96975,,73398,,79212,,80300,,81770,,80551,,79048,
159.0,"U. Texas, Arlington",29408,,33324,,48475,,55005,,71414,,72483,,78556,,86735,,89175,,77798,
160.0,"U. Louisiana, Lafayette",55427,,60203,,65462,,75474,,69412,,69978,,65275,,61887,,67580,,77300,
161.0,Brandeis U.,59250,,58925,,51686,,65586,,71006,,74889,,74660,,76060,,74992,,74700,
162.0,"U. Massachusetts, Lowell",29383,,36117,,40873,,56664,,59345,,60013,,60624,,63136,,64591,,70384,
163.0,Syracuse U.,53784,,58342,,62098,,79950,,107024,,83686,,85649,,70967,,66321,,69896,
164.0,Michigan Technological U.,44200,,56640,,60356,,60395,,63471,,70089,,71989,,70689,,68526,,69607,
165.0,"U. Maryland, Baltimore County",68205,,71201,,72057,,81056,,87156,,91657,,74993,,71819,,67833,,68688,
166.0,Georgia Regents U.,na,,na,,na,,na,,na,,na,,na,,64033,,64118,,67737,
167.0,"U. Tennessee, Knoxville, Institute of Agriculture",,,,,,,,,59212,,62786,,68480,,67887,,67171,,67059,
168.0,"U. Tennessee, Health Science Center",,,,,,,,,81904,,81220,,77754,,71902,,67841,,65771,
169.0,Old Dominion U.,65357,,73549,,87594,,96186,,97176,,102192,,104579,,99138,,67037,,65092,
170.0,U. North Dakota,56301,,63298,,65185,,71858,,76560,,74882,,80149,,68942,,67595,,64384,
171.0,U. Wisconsin-Milwaukee,45219,,52523,,52443,,56196,,71181,,65648,,61771,,56587,,60752,,63414,
172.0,"U. Massachusetts, Boston",22347,,37441,,38018,,47028,,56416,,57040,,60086,,60380,,61186,,62374,
173.0,C. of William and Mary and Virginia Institute of Marine Science,60813,,59894,,63400,,59638,,57461,,58919,,55805,,57940,,59015,,61554,
174.0,Ohio U.,39167,,39008,,38984,,43097,,50440,,57643,,57203,,59734,,60800,,61078,
175.0,"U. Montana, Missoula",53333,,56119,,58557,,59791,,63540,,60159,,59313,,60189,,55032,,60485,
176.0,Wichita State U.,37934,,53392,,60640,,75655,,51524,,63538,,61279,,61388,,58859,,59940,
177.0,U. Akron,28675,,27399,,27415,,34853,,52884,,60352,,66413,,69640,,69528,,58512,
178.0,South Dakota State U.,33496,,39564,,48063,,55584,,67552,,69680,,68743,,63843,,58334,,58373,
179.0,Colorado School of Mines,28729,,29939,,34050,,40117,,44879,,48704,,58836,,59091,,59695,,58349,
180.0,American U.,3843,,13107,,15742,,35194,,39747,,46611,,43526,,61087,,63628,,58325,
181.0,"U. Alabama, Tuscaloosa",35642,,36807,,33477,,36889,,40762,,53633,,55885,,55443,,53140,,58234,
182.0,Cleveland State U.,16076,,17819,,15027,,14345,,34235,,55502,,61111,,67378,,61783,,57662,
183.0,"Southern Illinois U., Carbondale",75564,,65074,,67435,,66658,,69924,,71130,,71097,,70854,,65256,,57509,
184.0,U. Wyoming,89707,,80041,,76711,,79684,,55319,,57549,,65611,,65490,,51422,,56996,
185.0,"Indiana U.-Purdue U., Indianapolis",,,,,,,,,296194,,322617,,316914,,332760,,324261,,55973,
186.0,"U. Texas, San Antonio",32317,,32321,,34601,,46521,,56279,,58667,,57233,,53626,,47061,,54949,
187.0,Wright State U.,47749,,49798,,47803,,48215,,48575,,48501,,46213,,50489,,54985,,54289,
188.0,Portland State U.,32308,,30203,,35705,,44574,,56533,,58975,,58489,,55435,,54787,,53872,
189.0,"CUNY, City C.",31071,,33712,,35096,,37538,,46699,,60648,,57982,,55138,,52654,,53223,
190.0,U. Toledo,32745,,54342,,61082,,67464,,70399,,74149,,68228,,69072,,61900,,52354,
191.0,"U. Maryland, Center for Environmental Science",40146,,40720,,40556,,41670,,42670,,50007,,48224,,53683,,50814,,52235,
192.0,U. Southern Mississippi,40845,,48595,,47582,,47205,,42059,,46591,,60079,,51962,,51938,,51840,
193.0,"Loyola U., Chicago",38611,,35420,,35307,,36519,,43903,,42708,,45903,,51676,,50774,,48664,
194.0,"U. California, Office of the President",128992,,119109,,100189,,83108,,72542,,63420,,65627,,67447,,50103,,48341,
195.0,Boston C.,38309,,41710,,44413,,45795,,50537,,52253,,51442,,50702,,49724,,47761,
196.0,Texas State U.,9496,,10320,,19309,,24497,,30560,,33487,,36664,,37053,,39265,,47694,
197.0,Howard U.,36817,,38583,,38010,,34714,,40080,,42341,,45486,,42789,,40771,,47322,
198.0,"Louisiana State U., Health Sciences Center – New Orleans",79927,,91498,,60007,,59111,,59776,,57007,,53712,,49443,,45486,,46840,
199.0,U. Memphis,56686,,57264,,56075,,54970,,49517,,48321,,51194,,48141,,55566,,46675,
200.0,Florida A&M U.,36824,,17695,,25515,,27018,,53474,,53326,,52263,,51149,,46367,,46522,
201.0,"U. North Texas, Health Science Center",25124,,28187,,28179,,29582,,38862,,45943,,46865,,44904,,47002,,46335,
202.0,San Jose State U.,49267,,47256,,52408,,55213,,38241,,40149,,34727,,38326,,43509,,45037,
203.0,Saint Louis U.,48248,,56921,,59236,,38075,,46839,,53179,,49086,,48231,,44481,,44457,
204.0,U. South Alabama,19729,,26181,,29895,,32882,,35500,,42233,,40172,,40590,,41681,,43722,
205.0,"U. North Texas, Denton",18285,,15981,,18066,,24120,,31496,,42475,,46943,,49518,,44180,,43628,
206.0,"U. Puerto Rico, Medical Sciences Campus",38424,,38863,,35570,,41668,,39134,,64017,,45649,,43374,,40444,,43316,
207.0,Eastern Virginia Medical School,33013,,31453,,30777,,36678,,44420,,36569,,37745,,44183,,43917,,42296,
208.0,"U. Nevada, Las Vegas",58618,,57768,,53320,,41652,,44457,,39526,,34543,,35935,,39448,,42000,
209.0,Van Andel Institute,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,ne,,40502,
210.0,Rochester Institute of Technology,24703,,24106,,27025,,33393,,38663,,34889,,36935,,36613,,35945,,40442,
211.0,"Texas Tech U., Health Sciences Center",22013,,21006,,24716,,37363,,51282,,58774,,61219,,61412,,38015,,40438,
212.0,"Brigham Young U., Provo",30013,,29635,,28988,,29901,,32997,,37142,,33843,,36562,,38051,,39126,
213.0,U.S. Air Force Academy,10547,,16345,,45445,,50452,,62097,,73607,,56044,,57164,,44663,,38326,
214.0,Kent State U.,16506,,22201,,26168,,27275,,26331,,27455,,26507,,23149,,25666,,38069,
215.0,Lehigh U.,35046,,38307,,38190,,34352,,37332,,32086,,31992,,35220,,37066,,36788,
216.0,"CUNY, Hunter C.",36039,,31023,,34644,,37349,,38900,,39772,,41022,,40059,,38879,,36368,
217.0,Worcester Polytechnic Institute,15345,,14308,,15887,,15645,,18613,,22137,,20232,,25298,,29929,,36130,
218.0,Missouri U. of Science and Technology,39274,,31168,,36533,,35672,,42263,,41581,,38588,,40397,,39065,,35842,
219.0,Northern Arizona U.,27892,,27030,,26160,,26723,,28803,,30785,,28100,,30516,,31590,,35206,
220.0,North Carolina Agricultural and Technical State U.,23948,,24138,,29036,,28615,,35297,,34930,,35103,,33994,,35047,,35172,
221.0,Illinois Institute of Technology,24654,,26740,,25289,,25709,,36554,,44463,,32576,,36722,,31356,,34336,
222.0,Stevens Institute of Technology,33600,,34383,,30493,,28660,,35544,,41622,,31929,,28908,,30826,,34082,
223.0,Morehouse School of Medicine,28378,,27886,,27077,,27392,,30669,i,33946,,37586,,36638,,41858,,33367,
224.0,Mercer U.,19622,,18163,,19739,,21974,,27298,,29039,,31376,,28892,,30209,,32838,
225.0,"SUNY, Upstate Medical U.",37181,,39699,,36359,,33194,,43824,,39988,,35897,,34286,,33460,,32453,
226.0,Boise State U.,8997,,11520,,11592,,12305,,18731,,24204,,27920,,25690,,26568,,31341,
227.0,U. West Florida,13376,,14903,,14137,,13288,,17757,,21710,,16221,,19332,,19579,,31232,
228.0,"U. California, Merced",7931,,11600,,17403,,22013,,21591,,21328,,22656,,22909,,23916,,29688,
229.0,Southern Methodist U.,15823,,16985,,22902,,16741,,18742,,24453,,24397,,22544,,32401,,29282,
230.0,Alabama A&M U.,14431,,13672,,8959,,14752,,30497,,30238,i,29979,i,29720,i,29461,i,29202,
231.0,"SUNY, Downstate Medical Center",31064,,29809,,32299,,29184,,32512,,41993,,43257,,39354,,33331,,28652,
232.0,"U. Puerto Rico, Rio Piedras",22623,,22345,,35665,,31592,,30515,,32582,,33099,,29234,,28793,,28579,
233.0,"U. Puerto Rico, Mayaguez",22337,,21738,,20094,i,20991,,26475,,34424,,32115,,29225,,27152,,28100,
234.0,"U. Minnesota, Duluth",,,,,,,,,21150,,23400,,21530,,21383,,21904,,27550,
235.0,Air Force Institute of Technology,19394,,17173,,20527,,27458,,31259,,31879,,32746,,27592,,23902,,26866,
236.0,"U. Massachusetts, Dartmouth",20389,,20120,,20925,,20669,,25725,,25644,,22732,,27326,,28219,,26776,
237.0,"U. Missouri, Kansas City",27572,,30944,,28892,,28657,,30163,,32769,,29227,,28829,,29164,,26595,
238.0,East Carolina U.,14539,,16372,,16880,,24922,,23995,,28114,,31990,,38271,,29925,,26549,
239.0,San Francisco State U.,28307,,27244,,21382,,25323,,25615,,26198,,30291,,33885,,29457,,26345,
240.0,New Mexico Institute of Mining and Technology,73792,,83742,,79437,,81742,,51696,,43857,,37875,,32499,,48338,,26265,
241.0,U. South Dakota,22892,,21473,,22742,,34690,,30616,,28959,,31982,,33187,,30700,,25661,
242.0,Tuskegee U.,12982,,15905,,16606,,18543,,15581,,15685,,15991,,21150,,24945,,25652,i
243.0,Loma Linda U.,32451,,28020,,35890,,37557,,35990,,39409,,31772,,31715,,23375,,25519,
244.0,U. Tulsa,13209,,16218,,15576,,13769,,23387,,19489,,20270,,21757,,27077,,25066,
245.0,"U. North Carolina, Charlotte",22656,,26974,,25196,,29272,,31814,,27533,,25141,,24764,,23342,,24870,
246.0,Marquette U.,11051,,9917,,10602,,10470,,14310,,19876,,18606,,20856,,23633,,24816,
247.0,Baylor U.,8105,,10794,,12655,,14035,,10925,,12343,,10161,,13616,,20729,,24642,
248.0,Texas A&M U.-Corpus Christi,12827,,13178,,12289,,13858,,17266,,17509,,15776,,17418,,21321,,24507,
249.0,"Rutgers, State U. New Jersey, Newark",,,,,,,,,27745,,35774,,34797,,37134,,28083,,24387,
