Rank,Institution,Total,Federally financed,2012,Unnamed: 5,2013,Unnamed: 7,2014,Unnamed: 9,2015,Unnamed: 11,2012.1,Unnamed: 13,2013.1,Unnamed: 15,2014.1,Unnamed: 17,2015.1,Unnamed: 19,shift
18.0,Yale U.,155859,,169256,,171674,,167143.0,,122801,,123411,,118250,,109176.0,,,,0
19.0,Emory U.,139720,,213472,,187546,i,166315.0,,121647,,187751,,125815,,134836.0,,,,0
20.0,"U. California, Davis",157278,,153387,,150801,,163319.0,,91836,,83054,,79613,,90731.0,,,,0
21.0,"U. Pittsburgh, Pittsburgh",168506,,163216,,160023,,158883.0,,127578,,124380,,113276,,106184.0,,,,0
22.0,Columbia U. in the City of New York,174247,,108307,,139229,,156798.0,,132163,,85620,,107635,,111829.0,,,,0
23.0,U. Florida,124425,,116879,,124550,,148337.0,,62178,,57054,,57684,,60285.0,,,,0
24.0,New York U.,116639,,120829,,140418,,141763.0,,89741,,84527,,99308,,101942.0,,,,0
25.0,Oregon Health and Science U.,131600,,136912,,134916,,138247.0,,111275,,114734,,110857,,102187.0,,,,0
26.0,Cornell U.,124009,,147092,,120858,,129065.0,,65774,,67714,,56318,,61652.0,,,,0
27.0,"U. Alabama, Birmingham",110704,,103421,,103498,,126233.0,,87567,,80361,,78624,,91445.0,,,,0
28.0,U. Georgia,121019,,114429,,113734,,121426.0,,65520,,61564,,58072,,60349.0,,,,0
29.0,"U. Maryland, Baltimore",137176,,136470,,124909,,113646.0,,84834,,92268,,83295,,73350.0,,,,0
30.0,"U. Minnesota, Twin Cities",109292,,109579,,108277,,107393.0,,69704,,68878,,64099,,60165.0,,,,0
31.0,U. Texas Medical Branch,103766,,111050,,112140,,103117.0,,62191,,64345,,61585,,65598.0,,,,0
32.0,Northwestern U.,98722,,96980,,95577,,100231.0,,60713,,61032,,57763,,61530.0,,,,0
33.0,Michigan State U.,95934,,108140,,101260,,100011.0,,52711,,61964,,54250,,50059.0,,,,0
34.0,North Carolina State U.,88030,,84580,,80310,,97777.0,,37420,,35826,,28851,,35079.0,,,,0
35.0,U. Iowa,95454,,95744,,92446,,91361.0,,66732,,63254,,57526,,55338.0,,,,0
36.0,U. Chicago,120324,,103161,,86487,,90707.0,,105086,,88956,,73620,,76000.0,,,,0
37.0,"Indiana U., Bloomington",30065,,34552,,32574,,86230.0,,19589,,21536,,20226,,54579.0,,,,0
38.0,U. Arizona,98833,,93305,,86357,,85807.0,,56158,,52480,,47964,,48379.0,,,,0
39.0,Cold Spring Harbor Laboratory,84072,,78236,,76733,,84653.0,,43874,,41002,,41845,,49063.0,,,,0
40.0,Massachusetts Institute of Technology,82415,,79364,,74537,,80160.0,,59684,,54056,,48782,,48002.0,,,,0
41.0,"U. California, Irvine",88202,,83644,,81482,,78549.0,,59293,,60011,,54400,,48420.0,,,,0
42.0,"SUNY, U. Buffalo",68693,,66276,,63526,,77658.0,,44756,,44689,,40105,,41590.0,,,,0
43.0,"Louisiana State U., Baton Rouge",78623,,82958,,82220,,76574.0,,38157,,40965,,40250,,35513.0,,,,0
44.0,Iowa State U.,64435,,57804,,62223,,76544.0,,29866,,27435,,28638,,33947.0,,,,0
45.0,Tufts U.,87916,,80404,,77389,,76067.0,,64107,,57703,,53999,,54367.0,,,,0
46.0,Case Western Reserve U.,74323,,68010,,69752,,75932.0,,61098,,54478,,55095,,56888.0,,,,0
47.0,"U. Massachusetts, Medical School",91140,,77287,,80169,,74963.0,,74579,,61055,,60890,,57583.0,,,,0
48.0,"SUNY, U. Albany",98900,,102567,,94774,,72869.0,,89826,,92853,,83748,,60060.0,,,,0
49.0,U. Kansas,97524,,79048,,72547,,72257.0,,55414,,46171,,40602,,39821.0,,,,0
50.0,"U. California, Berkeley",75313,,69642,,73332,,72212.0,,55560,,49228,,47316,,45550.0,,,,0
51.0,"U. Nebraska, Medical Center",72621,,66194,,65380,,71913.0,,43108,,40224,,36340,,36905.0,,,,0
52.0,"U. Illinois, Urbana-Champaign",63164,,64187,,65387,,69710.0,,37573,,37844,,36740,,36040.0,,,,0
53.0,Dartmouth C.,6579,,71017,,73881,,69485.0,,5666,,59378,,56207,,51432.0,,,,0
54.0,Medical U. South Carolina,80831,,70567,,75014,,69204.0,,54378,,44254,,42875,,39152.0,,,,0
55.0,U. Connecticut,73481,,76549,,78795,,68185.0,,36980,,50217,,49793,,40945.0,,,,0
56.0,Boston U.,57436,,56593,,61289,,65116.0,,49291,,42232,,40792,,45295.0,,,,0
57.0,California Institute of Technology,59929,i,56378,i,64967,,63637.0,,49364,,43720,,51488,,47928.0,,,,0
58.0,Arizona State U.,55714,,71601,,65571,,62464.0,,32735,,46964,,43791,,38658.0,,,,0
59.0,Virginia Polytechnic Institute and State U.,61290,,65767,,68047,,62429.0,,26429,,27416,,26510,,24170.0,,,,0
60.0,Ohio State U.,84332,,82288,,66147,,61757.0,,58771,,58769,,46638,,41249.0,,,,0
61.0,"U. South Florida, Tampa",47524,,37220,,50824,,61365.0,,32520,,23932,,30627,,29574.0,,,,0
62.0,"U. Virginia, Charlottesville",68379,,66298,,60672,,59596.0,,45323,,41286,,37522,,40192.0,,,,0
63.0,"U. Illinois, Chicago",68396,,65495,,60009,,57638.0,,46353,,44319,,40817,,38536.0,,,,0
64.0,"Rutgers, State U. New Jersey, New Brunswick",71571,,71200,,61931,,56845.0,,51116,,45707,,29245,,22594.0,,,,0
65.0,U. Kentucky,66374,,62866,,60047,,56694.0,,32739,,32405,,31005,,29032.0,,,,0
66.0,Uniformed Services U. of the Health Sciences,12539,,9071,,90440,,55232.0,,7488,,5210,,73359,,43147.0,,,,0
67.0,"U. Nebraska, Lincoln",49556,,46388,,52483,,54770.0,,19533,,17827,,21237,,22889.0,,,,0
68.0,"Pennsylvania State U., University Park and Hershey Medical Center",57157,,62199,,58382,,52860.0,,29541,,31213,,29974,,27099.0,,,,0
69.0,"U. California, Riverside",49450,,47722,,49432,,52477.0,,17923,,16043,,17959,,19881.0,,,,0
70.0,U. Rochester,58562,,56857,,45596,,52216.0,,47697,,46178,,36976,,41970.0,,,,0
71.0,U. Utah,46348,,51487,,56591,,52034.0,,35856,,40448,,44909,,38409.0,,,,0
72.0,U. Cincinnati,61257,,59709,,56953,,51855.0,,40707,,37663,,32801,,29285.0,,,,0
73.0,Thomas Jefferson U.,51835,,43770,,54449,,50163.0,,37964,,31752,,30006,,28474.0,,,,0
74.0,"U. Texas Health Science Center, San Antonio",53467,,52246,,47551,,49859.0,,38299,,35731,,32256,,34310.0,,,,0
75.0,Medical C. Wisconsin,54603,,59332,,51783,,48977.0,,32736,,46755,,39281,,37574.0,,,,0
76.0,Virginia Commonwealth U.,48248,,44643,,47807,,48445.0,,42896,,40425,,41181,,41400.0,,,,0
77.0,Washington State U.,55747,,52596,,66402,i,47352.0,,31847,,28734,,29000,,25345.0,,,,0
78.0,U. Louisville,37100,,39404,,41033,,46259.0,,21590,,21593,,22093,,28990.0,,,,0
79.0,"Texas A&M U., College Station and Health Science Center",19458,,27692,,38013,,45752.0,,7937,,11477,,17194,,23501.0,,,,0
80.0,"U. Texas, Austin",45886,,46027,,47925,,45654.0,,28325,,28893,,29404,,28621.0,,,,0
81.0,Brown U.,34678,,40708,,43137,i,45293.0,i,22472,,27197,,19835,,21092.0,,,,0
82.0,U. Southern California,27152,,31727,,39078,,45111.0,,20148,,20777,,25773,,27332.0,,,,0
83.0,"U. Texas Health Science Center, Houston",42480,,45523,,43761,,44282.0,,29856,,31690,,30860,,31738.0,,,,0
84.0,Oregon State U.,42614,,43396,,42197,,43780.0,,27076,,25750,,23602,,24198.0,,,,0
85.0,Kansas State U.,42622,,41233,,45657,,43571.0,,25144,,22872,,18750,,17326.0,,,,0
86.0,U. Colorado Denver and Anschutz Medical Campus,17169,,23207,,44434,,42751.0,,15686,,20683,,39376,,42656.0,,,,0
87.0,Drexel U.,31906,,35046,,37499,,42714.0,,27202,,18873,,18732,,21718.0,,,,0
88.0,U. Miami,44016,,40936,,38632,,42093.0,,31202,,28396,,27951,,30833.0,,,,0
89.0,Princeton U.,48521,,45364,,46685,,41457.0,,31905,,29255,,29092,,27170.0,,,,0
90.0,"Oklahoma State U., Stillwater",31682,,32545,,30991,,41366.0,,12033,,10368,,8455,,16213.0,,,,0
91.0,U. Vermont,35496,,39349,,35039,,40647.0,,30063,,30113,,27741,,31130.0,,,,0
92.0,"U. Oklahoma, Norman and Health Science Center",48843,,48113,,44849,,40209.0,,31215,,30893,,26601,,25586.0,,,,0
93.0,"SUNY, Stony Brook U.",53830,,51569,,53623,,37878.0,,31382,,29928,,29049,,26725.0,,,,0
94.0,"U. Maryland, College Park",35749,,33492,,35839,,36048.0,,24142,,23770,,25943,,22486.0,,,,0
95.0,"Colorado State U., Fort Collins",31252,,35055,,35960,,34971.0,,22825,,26672,,26918,,26718.0,,,,0
96.0,"U. South Carolina, Columbia",36831,,37005,,35346,,34882.0,,12537,,8086,,8096,,7212.0,,,,0
97.0,"U. California, San Diego",41864,,38366,,36257,,34578.0,,26771,,26359,,22990,,21399.0,,,,0
98.0,Temple U.,27888,,20236,,20226,,33048.0,,19944,,15098,,12574,,24931.0,,,,0
99.0,"Purdue U., West Lafayette",32266,,47726,,39263,,32675.0,,20705,,26136,,19054,,12594.0,,,,0
100.0,Cleveland State U.,33030,,36824,,30770,,32667.0,i,30872,,34226,,29805,,28089.0,,,,0
101.0,U. Arkansas for Medical Sciences,42063,,39947,,34007,,32357.0,,29377,,25420,,20627,,19004.0,,,,0
102.0,U. New Mexico,38406,,36589,,31355,,31246.0,,32425,,30027,,25066,,24952.0,,,,0
103.0,Brandeis U.,27461,,24816,,29662,i,30606.0,i,22784,,21804,,20662,,21915.0,,,,0
104.0,George Washington U.,20822,,23348,,21420,,29822.0,,11187,,12154,,10620,,15879.0,,,,0
105.0,Wayne State U.,29641,,26975,,25866,,28973.0,,17526,,15699,,13630,,16007.0,,,,0
106.0,"U. California, Los Angeles",26216,,27346,,26926,,27332.0,,17466,,18349,,17868,,19651.0,,,,0
107.0,"U. Hawaii, Manoa",8840,,8629,,11802,,26926.0,,3022,,4601,,4305,,8828.0,,,,0
108.0,U. Notre Dame,25323,,24710,,24456,,26597.0,,13812,,13610,,12330,,11972.0,,,,0
109.0,"U. North Texas, Health Science Center",36456,,32216,,32760,,26402.0,,22948,,19874,,16205,,12576.0,,,,0
110.0,Tulane U.,34446,,28373,,28066,,26213.0,,26044,,21036,,18809,,17668.0,,,,0
111.0,"U. Louisiana, Lafayette",29027,,31321,,32519,,25272.0,,7792,,5848,,4014,,2820.0,,,,0
112.0,"U. California, Santa Barbara",18289,,28187,,28090,,24093.0,,12820,,14632,,13402,,9047.0,,,,0
113.0,"U. California, Santa Cruz",15258,,17587,,19937,,20559.0,,10950,,14279,,15386,,16119.0,,,,0
114.0,Florida State U.,25771,,27192,,22793,,20380.0,,18672,,19367,,17212,,14254.0,,,,0
115.0,Florida International U.,15806,,14750,,16108,,20155.0,,12567,,11736,,12542,,13955.0,,,,0
116.0,"U. Massachusetts, Amherst",25081,,26981,,22885,,20002.0,,15765,,15073,,13059,,11562.0,,,,0
117.0,"U. Missouri, Columbia",32575,,23820,,17499,,19416.0,,16803,,17641,,10786,,12296.0,,,,0
118.0,U. Mississippi,20933,,20044,,19022,,19191.0,,13845,,13642,,14697,,14424.0,,,,0
119.0,U. Colorado Boulder,24934,,22384,,19503,,19044.0,,16506,,14801,,13879,,13606.0,,,,0
120.0,Clemson U.,16139,,19941,,17754,,19017.0,,5154,,5122,,4255,,3800.0,,,,0
121.0,"U. Texas, San Antonio",18819,,18826,,16820,,18686.0,,14423,,13747,,11799,,11510.0,,,,0
122.0,"U. Texas, El Paso",12311,,12392,,15162,,18480.0,,8212,,8193,,7236,,8802.0,,,,0
123.0,San Diego State U.,16886,,11993,,20025,,18044.0,,13386,,10826,,12835,,10847.0,,,,0
124.0,"Texas Tech U., Health Sciences Center",25543,,22685,,16203,,17986.0,,9010,,7548,,4988,,5252.0,,,,0
125.0,"U. Montana, Missoula",17568,,20910,,17750,,17938.0,,10784,,11524,,10741,,10745.0,,,,0
126.0,"U. Tennessee, Health Science Center",29701,,22029,,18539,,17790.0,,25645,,18901,,16573,,15007.0,,,,0
127.0,Northeastern U.,19949,,18334,,17662,,17708.0,,16779,,14885,,11551,,11996.0,,,,0
128.0,"Louisiana State U., Health Sciences Center – New Orleans",23147,,21881,,19524,,17620.0,,17931,,18057,,15553,,14288.0,,,,0
129.0,U. Idaho,21308,,18707,,18268,,17357.0,,13912,,12289,,12105,,10824.0,,,,0
130.0,West Virginia U.,17754,,19894,,17808,,17226.0,,10938,,10526,,10251,,8793.0,,,,0
131.0,"U. Nevada, Reno",14309,,15955,,22424,,16173.0,,13333,,14225,,14279,,11920.0,,,,0
132.0,Rush U.,21260,,21285,,18793,,15593.0,,17381,,17037,,14897,,12433.0,,,,0
133.0,Georgia Regents U.,na,,42989,,43567,,15223.0,,na,,31956,,34021,,10120.0,,,,0
134.0,"U. California, San Francisco",31737,,25960,,42509,,15170.0,,19532,,16359,,33083,,9244.0,,,,0
135.0,U. North Dakota,12932,,13204,,12464,,14853.0,,10663,,10093,,9498,,10827.0,,,,0
136.0,Georgia Institute of Technology,16223,,15540,,14118,,14652.0,,8854,,8260,,7187,,7480.0,,,,0
137.0,Meharry Medical C.,25559,,22532,,18997,,13998.0,,23467,,21135,,17754,,13068.0,,,,0
138.0,Van Andel Institute,ne,,ne,,ne,,13654.0,i,ne,,ne,,ne,,3064.0,i,,,0
139.0,"CUNY, Hunter C.",13658,,13485,,14359,,13574.0,,8369,,7445,,7191,,7011.0,,,,0
140.0,U. Oregon,16136,,13500,,12665,,13477.0,,11971,,10257,,10050,,11378.0,,,,0
141.0,"Loyola U., Chicago",12982,,13782,,14310,,13142.0,,9157,,10024,,10272,,8494.0,,,,0
142.0,Albany Medical C.,15307,,12549,,12333,,13004.0,,11366,,9736,,9257,,9299.0,,,,0
143.0,Georgia State U.,15899,,18383,,19898,i,12425.0,,8000,,7751,,8747,,4348.0,,,,0
144.0,"U. Tennessee, Knoxville",15517,,15729,,14419,,12315.0,,10566,,9458,,8662,,8273.0,,,,0
145.0,"U. Texas Health Science Center, Tyler",ne,,ne,,ne,,12191.0,,ne,,ne,,ne,,3713.0,,,,0
146.0,"Montana State U., Bozeman",4855,,4683,,5588,,12185.0,,3245,,2853,,3605,,8417.0,,,,0
147.0,U. Central Florida,2204,,2100,,7736,,11967.0,,1241,,907,,4388,,7280.0,,,,0
148.0,Rice U.,9688,,14667,,11516,,11821.0,,6414,,8087,,7022,,7483.0,,,,0
149.0,Saint Louis U.,11812,,13012,,12876,,11765.0,,9236,,9872,,9942,,8339.0,,,,0
150.0,"U. Maryland, Baltimore County",9382,,8888,,11252,,11710.0,,4784,,5047,,3453,,2448.0,,,,0
151.0,Alabama A&M U.,11869,i,11786,i,11702,i,11617.0,i,9432,i,9418,i,9404,i,9388.0,i,,,0
152.0,U. South Dakota,14464,,17553,,14888,,11257.0,,8539,,10420,,8307,,5834.0,,,,0
153.0,"U. Alaska, Fairbanks",16827,,11882,,10983,,11188.0,,15091,,10776,,7252,,8790.0,,,,0
154.0,Northern Arizona U.,12296,,9962,,9166,,10880.0,,9100,,6746,,7598,,8152.0,,,,0
155.0,Georgetown U.,12256,,9951,,10014,,10807.0,,10619,,8298,,7868,,8175.0,,,,0
156.0,Rosalind Franklin U. of Medicine and Science,9383,,11204,,12811,,10734.0,,5729,,7079,,6365,,5572.0,,,,0
157.0,U. Houston,9001,,10537,,8898,,10502.0,,3510,,5062,,3027,,3813.0,,,,0
158.0,Utah State U.,8596,,9385,,9141,,10453.0,,3472,,2833,,2796,,3763.0,,,,0
159.0,San Francisco State U.,8756,,9311,,8316,,9720.0,,5550,,5845,,4930,,5875.0,,,,0
160.0,East Carolina U.,10518,,12041,,9389,,9003.0,,5151,,8258,,5942,,6091.0,,,,0
161.0,"SUNY, Upstate Medical U.",12126,,10429,,8793,,8873.0,,10372,,8082,,5838,,6109.0,,,,0
162.0,Carnegie Mellon U.,10760,,8508,,9040,,8790.0,,7833,,7174,,6981,,6358.0,,,,0
163.0,U. Maine,12892,,10379,,10455,,8633.0,,5198,,2957,,5606,,4344.0,,,,0
164.0,"U. North Texas, Denton",9056,,9449,,8893,,8527.0,,3518,,3069,,2962,,3028.0,,,,0
165.0,U. Toledo,15624,,14647,,11304,,8460.0,,12877,,12636,,9506,,7203.0,,,,0
166.0,U. New Hampshire,8764,,7106,,9266,,8202.0,,5930,,4482,,5084,,3500.0,,,,0
167.0,"SUNY, Downstate Medical Center",18854,,17176,,17574,,8064.0,,13315,,12519,,12354,,6173.0,,,,0
168.0,New Mexico State U.,5709,,5595,,6874,,7500.0,,5213,,4441,,6086,,6549.0,,,,0
169.0,U. Wyoming,9946,,9914,,8101,,7477.0,,9033,,8600,,6906,,6671.0,,,,0
170.0,Texas Tech U.,7058,,6459,,5995,,7387.0,,1905,,1255,,1086,,1283.0,,,,0
171.0,"Louisiana State U., Health Sciences Center - Shreveport",13924,,12048,,9676,,7229.0,,10844,,9492,,7091,,4525.0,,,,0
172.0,Illinois Institute of Technology,6941,,7715,,6695,,7152.0,,5523,,6207,,5658,,6041.0,,,,0
173.0,New York Medical C.,9195,,8151,,8250,,6978.0,,8539,,6078,,5297,,4853.0,,,,0
174.0,"Auburn U., Auburn",5109,,7508,,6732,,6975.0,,3651,,3496,,3882,,3518.0,,,,0
175.0,Florida Atlantic U.,8893,,4502,,4443,,6756.0,,1752,,1547,,1617,,2141.0,,,,0
176.0,"SUNY, C. of Environmental Science and Forestry",8277,i,8075,i,6628,i,6728.0,,3720,i,4056,i,2419,i,2268.0,,,,0
177.0,Clark Atlanta U.,4333,,4342,,5529,,6718.0,,4281,,4309,,4143,,4812.0,,,,0
178.0,Boston C.,7589,,8948,,7751,,6659.0,,6339,,7137,,5705,,4773.0,,,,0
179.0,Creighton U.,9545,i,7599,i,7041,i,6453.0,i,6064,i,3753,i,3436,i,2782.0,i,,,0
180.0,Midwestern U.,3892,,5121,,5703,,5991.0,,427,,356,,488,,494.0,,,,0
181.0,U. Southern Mississippi,8007,,7659,,5496,,5965.0,,6167,,5737,,3936,,5014.0,,,,0
182.0,Mississippi State U.,3674,,3211,,6110,,5947.0,,1458,,1425,,3688,,3716.0,,,,0
183.0,"CUNY, City C.",5436,,4415,,6851,,5907.0,,4941,,3756,,5812,,4954.0,,,,0
184.0,Tuskegee U.,393,,2436,,4280,i,5871.0,i,231,,1852,,1857,i,3356.0,i,,,0
185.0,Syracuse U.,4894,,5202,,5674,,5687.0,,3137,,2901,,3400,,3850.0,,,,0
186.0,"Indiana U.-Purdue U., Indianapolis",65097,,63616,,57625,,5676.0,,47906,,43275,,39044,,3140.0,,,,0
187.0,Boise State U.,3974,,3525,,3288,,5661.0,,3239,,2630,,2205,,4119.0,,,,0
188.0,Rensselaer Polytechnic Institute,3058,,3004,,5584,,5598.0,,2029,,2046,,2346,,2101.0,,,,0
189.0,North Carolina Central U.,8889,,7258,,6364,,5539.0,,8889,,7065,,5784,,5159.0,,,,0
190.0,"Southern Illinois U., Carbondale",6381,,5446,,5238,,5419.0,,2532,,2118,,2216,,1765.0,,,,0
191.0,"U. California, Merced",4762,,4958,,5309,,5407.0,,2117,,2760,,2595,,2500.0,,,,0
192.0,Texas State U.,3678,,3361,,3965,,5252.0,,1271,,1745,,1283,,1237.0,,,,0
193.0,Eastern Virginia Medical School,4311,,6508,,5721,,5198.0,,2163,,3197,,2673,,3157.0,,,,0
194.0,Old Dominion U.,5778,,5268,,6031,,5040.0,,2230,,2307,,1299,,1160.0,,,,0
195.0,George Mason U.,2810,,1851,,1631,,5024.0,,2197,,1300,,903,,2711.0,,,,0
196.0,"U. Tennessee, Knoxville, Institute of Agriculture",6134,,5597,,5550,,4927.0,,2368,,1863,,1727,,1480.0,,,,0
197.0,"SUNY, Binghamton U.",4803,,4260,,5014,,4875.0,,1236,,1198,,1239,,634.0,,,,0
198.0,"Arkansas State U., Jonesboro",4925,,4660,,4553,,4639.0,,1838,,1562,,1590,,1858.0,,,,0
199.0,Marshall U.,2278,,2011,,3172,,4548.0,,1414,,1659,,1572,,2465.0,,,,0
200.0,U. Delaware,6061,,5312,,4269,,4399.0,,4112,,3271,,2290,,2654.0,,,,0
201.0,U. Rhode Island,4355,,5211,,6027,,4392.0,,4157,,4595,,5229,,3431.0,,,,0
202.0,"Texas Tech U., Health Sciences Center, El Paso",ne,,ne,,6843,,4342.0,,ne,,ne,,2105,,1385.0,,,,0
203.0,"U. North Carolina, Wilmington",5716,,6296,,4503,,4333.0,,2567,,2854,,1557,,1482.0,,,,0
204.0,Kent State U.,4107,,3863,,4220,,4128.0,,2006,,1494,,1553,,1756.0,,,,0
205.0,"Brigham Young U., Provo",3844,,4004,,4443,,4051.0,,2860,,3082,,2981,,3239.0,,,,0
206.0,"U. Puerto Rico, Rio Piedras",9162,,7000,,6347,,3856.0,,8278,,5056,,5030,,3144.0,,,,0
207.0,South Carolina State U.,0,,1882,i,2841,i,3799.0,i,0,,0,i,0,i,0.0,,,,0
208.0,"U. North Carolina, Greensboro",3013,,2909,,3913,,3771.0,,2852,,2763,,2771,,2677.0,,,,0
209.0,Ohio U.,5597,,5577,,4101,i,3745.0,i,3258,,2971,,1499,,1273.0,,,,0
210.0,"SUNY, Polytechnic Institute",na,,na,,3702,,3658.0,,na,,na,,2199,,2185.0,,,,0
211.0,Howard U.,1910,,1720,,2070,,3656.0,,1533,,1319,,1709,,3087.0,,,,0
212.0,Northeast Ohio Medical U.,4942,,3527,,3426,,3412.0,,2181,,2064,,2065,,2119.0,,,,0
213.0,"U. Nevada, Las Vegas",4428,,4659,,3350,,3352.0,,3731,,4072,,2683,,2203.0,,,,0
214.0,"U. Alabama, Tuscaloosa",3868,,3388,,2895,,3343.0,,3114,,2678,,2046,,1912.0,,,,0
215.0,"U. Massachusetts, Boston",2773,,2592,,2913,,3305.0,,1947,,1855,,1851,,2188.0,,,,0
216.0,"Rutgers, State U. New Jersey, Newark",7131,,5183,,4561,,3193.0,,5432,,3422,,2752,,2214.0,,,,0
217.0,Delaware State U.,2276,,2576,,2416,,3171.0,,2231,,1999,,1547,,2949.0,,,,0
218.0,St. Edward's U.,615,,360,,290,,3100.0,,600,,360,,273,,3100.0,,,,0
219.0,North Dakota State U.,1478,,3537,,3386,,3086.0,,911,,1333,,998,,841.0,,,,0
220.0,Central Michigan U.,4693,,4985,,4320,,3066.0,,2902,,3283,,3481,,2478.0,,,,0
221.0,East Tennessee State U.,2652,,3572,,3020,,3056.0,,2009,,2998,,2225,,2546.0,,,,0
222.0,"U. Alaska, Anchorage",3658,,3027,,3114,,3033.0,,3434,,2498,,2017,,1708.0,,,,0
223.0,Miami U.,6656,,3970,i,4289,,2961.0,,5329,,2696,,3031,,2220.0,,,,0
224.0,Texas A&M U.-Corpus Christi,1141,,1127,,1341,,2923.0,,550,,732,,440,,1209.0,,,,0
225.0,South Dakota State U.,3610,,3288,,2950,,2864.0,,1585,,1462,,1197,,1141.0,,,,0
226.0,Duquesne U.,2383,,2493,,1985,,2756.0,,642,,379,,360,,592.0,,,,0
227.0,C. Charleston,2181,,2164,,1910,,2619.0,,1849,,1699,,1411,,2128.0,,,,0
228.0,New Jersey Institute of Technology,815,,1040,,1053,,2616.0,,92,,364,,517,,959.0,,,,0
229.0,"U. Arkansas, Fayetteville",1989,,1957,,2217,,2596.0,,1466,,1295,,1311,,1444.0,,,,0
230.0,Wright State U.,3119,,3061,,2865,,2571.0,,1949,,2049,,1468,,1127.0,,,,0
231.0,Wesleyan U.,3217,,2750,,2522,,2552.0,,1739,,1371,,1535,,1475.0,,,,0
232.0,Loma Linda U.,3295,,3701,,3185,,2545.0,,2323,,2541,,2300,,1899.0,,,,0
233.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2176,,2340,,2901,,2534.0,,102,,282,,488,,167.0,,,,0
234.0,C. of William and Mary and Virginia Institute of Marine Science,2985,,3859,,2239,,2467.0,,1193,,1782,,1149,,1430.0,,,,0
235.0,Idaho State U.,3150,,2887,,2243,,2436.0,,1720,,1503,,1304,,1688.0,,,,0
236.0,U. New England,1637,,2605,,2417,,2389.0,,896,,2124,,2166,,2294.0,,,,0
237.0,U. Memphis,2266,,2521,,2715,,2379.0,,848,,867,,769,,787.0,,,,0
238.0,Florida Institute of Technology,1609,,1419,,1979,i,2352.0,,1352,,1215,,1628,,2066.0,,,,0
239.0,"U. Texas, Dallas",3105,,4265,,3244,,2310.0,,1064,,1573,,1104,,1358.0,,,,0
240.0,Alabama State U.,13607,,1927,,2236,,2303.0,,13607,,1927,,2236,,2303.0,,,,0
241.0,"California State U., Monterey Bay",3056,,2372,,2120,,2295.0,,2722,,2353,,2119,,2294.0,,,,0
242.0,Baylor U.,467,,978,,1957,,2241.0,,79,,127,,459,,486.0,,,,0
243.0,Catholic U. of America,1704,,1506,,1566,,2229.0,,1525,,1475,,1551,,2205.0,,,,0
244.0,Portland State U.,2452,,2148,,1822,,2226.0,,2302,,1990,,1662,,1827.0,,,,0
245.0,"U. Hawaii, Hilo",2264,,2658,,1717,,2222.0,,2052,,2599,,1694,,1998.0,,,,0
246.0,"U. Texas, Arlington",3079,,2982,,2986,,2195.0,,1663,,1202,,1185,,554.0,,,,0
