Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21,shift
17.0,"U. South Florida, Tampa",190526.0,,5795.0,,109788.0,,5849.0,,4976.0,,2519.0,,9108.0,,1062.0,,14162.0,,37267.0,,0
18.0,Brown U.,187228.0,,3757.0,i,57916.0,i,20448.0,i,12991.0,i,2704.0,i,21302.0,i,2641.0,i,18341.0,i,47128.0,i,0
19.0,"U. California, San Diego",185660.0,,42940.0,,89286.0,,6753.0,,7441.0,,1848.0,,5858.0,,9158.0,,18959.0,,3417.0,,0
20.0,"U. Illinois, Urbana-Champaign",185060.0,,595.0,,82200.0,,25821.0,,14887.0,,3946.0,,8510.0,,4593.0,,33226.0,,11282.0,,0
21.0,Vanderbilt U.,182143.0,,1064.0,,136356.0,,298.0,,12682.0,,3638.0,,2131.0,,775.0,,15220.0,,9979.0,,0
22.0,"Purdue U., West Lafayette",180326.0,,1058.0,,65443.0,,5447.0,,6119.0,,1222.0,,6625.0,,1529.0,,58576.0,,34307.0,,0
23.0,Arizona State U.,178152.0,,9519.0,,24204.0,,3423.0,,7896.0,,4521.0,,32962.0,,25188.0,,44078.0,,26361.0,,0
24.0,U. Texas M. D. Anderson Cancer Center,174431.0,,0.0,,158540.0,,4960.0,,3091.0,,5849.0,,1991.0,,0.0,,0.0,,0.0,,0
25.0,"U. California, Berkeley",174007.0,,2152.0,,47718.0,,1742.0,,19802.0,,2763.0,,21740.0,,24717.0,,35751.0,,17622.0,,0
26.0,Northwestern U.,169694.0,,729.0,,105370.0,,538.0,,9132.0,,917.0,,6820.0,,9104.0,,20970.0,,16114.0,,0
27.0,U. Iowa,169427.0,,924.0,,117961.0,,545.0,,4241.0,,1645.0,,3607.0,,4338.0,,20582.0,,15584.0,,0
28.0,U. Arizona,169197.0,,8976.0,,89556.0,,1620.0,,30560.0,,1527.0,,10941.0,,2943.0,,15648.0,,7426.0,,0
29.0,"U. Texas, Austin",166856.0,,21368.0,,12168.0,,7957.0,,65965.0,,711.0,,2670.0,,1678.0,,29015.0,,25324.0,,0
30.0,Emory U.,166762.0,,289.0,,138926.0,,321.0,,13492.0,,543.0,,1261.0,,2492.0,,783.0,,8655.0,,0
31.0,"Pennsylvania State U., University Park and Hershey Medical Center",162251.0,,16707.0,,50387.0,,6436.0,,13994.0,,4628.0,,13033.0,,0.0,,50550.0,,6516.0,,0
32.0,U. Georgia,161929.0,,6319.0,,69296.0,,6647.0,,6001.0,,7275.0,,11570.0,,11244.0,,5573.0,,38004.0,,0
33.0,"U. Nebraska, Lincoln",159693.0,,1606.0,,80558.0,,6712.0,,8097.0,,6319.0,,8672.0,,4548.0,,21092.0,,22089.0,,0
34.0,Baylor C. of Medicine,157110.0,,0.0,,157110.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
35.0,"U. Pittsburgh, Pittsburgh",149256.0,,3697.0,,115504.0,,2904.0,,10507.0,,1529.0,,571.0,,3274.0,,9539.0,,1731.0,,0
36.0,"Rutgers, State U. New Jersey, New Brunswick",148707.0,,10605.0,,76162.0,,4574.0,,8397.0,,3413.0,,10683.0,,3226.0,,24760.0,,6887.0,,0
37.0,Georgia Institute of Technology,148060.0,,4119.0,,6932.0,,18690.0,,9904.0,,1369.0,,2346.0,,3149.0,,97069.0,,4482.0,,0
38.0,Duke U.,141999.0,,3084.0,,116312.0,,1277.0,,2191.0,,1100.0,,3828.0,,0.0,,10239.0,,3968.0,,0
39.0,"U. Maryland, College Park",132545.0,,2208.0,,44601.0,,14736.0,,18650.0,,1498.0,,16265.0,,0.0,,32730.0,,1857.0,,0
40.0,U. Utah,125107.0,,2531.0,,72829.0,,7294.0,,4327.0,,438.0,,1164.0,,0.0,,33412.0,,3112.0,,0
41.0,New York U.,122961.0,,397.0,,71170.0,,2470.0,,1244.0,,1985.0,,6513.0,,0.0,,1525.0,,37657.0,,0
42.0,"U. Virginia, Charlottesville",122572.0,,2048.0,,74825.0,,1603.0,,5404.0,,1308.0,,5741.0,,4608.0,,16430.0,,10605.0,,0
43.0,"Washington U., Saint Louis",122159.0,,280.0,,110182.0,,236.0,,2470.0,,1136.0,,301.0,,1021.0,,4822.0,,1711.0,,0
44.0,U. Southern California,121457.0,,2482.0,,74409.0,,4408.0,,3206.0,,1533.0,,7407.0,,27.0,,13163.0,,14822.0,,0
45.0,U. Cincinnati,121238.0,,716.0,,75177.0,,751.0,,2800.0,,839.0,,2267.0,,659.0,,13002.0,,25027.0,,0
46.0,Iowa State U.,118479.0,,1644.0,,47875.0,,9839.0,,13474.0,,1844.0,,4812.0,,2030.0,,28325.0,,8636.0,,0
47.0,"U. Missouri, Columbia",118193.0,,188.0,,85677.0,,295.0,,678.0,,141.0,,5149.0,,0.0,,25031.0,,1034.0,,0
48.0,Columbia U. in the City of New York,117648.0,,15752.0,,72225.0,,1843.0,,6423.0,,259.0,,2449.0,,0.0,,6267.0,,12430.0,,0
49.0,Washington State U.,115560.0,,3465.0,,44039.0,,2891.0,,20729.0,,752.0,,10816.0,,1687.0,,22241.0,,8940.0,,0
50.0,North Carolina State U.,115230.0,,4926.0,,60518.0,,6803.0,,5265.0,,652.0,,3501.0,,1837.0,,30922.0,,806.0,,0
51.0,Ohio State U.,113918.0,,2376.0,,54010.0,,2444.0,,10531.0,,1028.0,,3654.0,,7159.0,,20008.0,,12708.0,,0
52.0,"U. Maryland, Baltimore",113386.0,,825.0,,103058.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2913.0,,6590.0,,0
53.0,"U. Illinois, Chicago",112874.0,,1288.0,,75716.0,,3650.0,,3491.0,,2238.0,,6354.0,,5702.0,,9266.0,,5169.0,,0
54.0,"U. Alabama, Birmingham",111925.0,,0.0,,105253.0,,203.0,,331.0,,498.0,,14.0,,0.0,,2985.0,,2641.0,,0
55.0,"SUNY, U. Buffalo",111688.0,,1108.0,,76070.0,,6046.0,,4589.0,,1307.0,,2083.0,,600.0,,18245.0,,1640.0,,0
56.0,Stanford U.,103448.0,,3895.0,,62892.0,,768.0,,7587.0,,2319.0,,4265.0,,0.0,,13446.0,,8276.0,,0
57.0,"Louisiana State U., Baton Rouge",102379.0,,18569.0,,43388.0,,1600.0,,6899.0,,123.0,,1581.0,,11189.0,,14522.0,,4508.0,,0
58.0,U. Kansas,101932.0,,6763.0,,72832.0,,161.0,,2429.0,,180.0,,866.0,,851.0,,6611.0,,11239.0,,0
59.0,"U. South Carolina, Columbia",100890.0,,1826.0,,53191.0,,640.0,,4545.0,,1799.0,,2539.0,,245.0,,16263.0,,19842.0,,0
60.0,U. Kentucky,100866.0,,1067.0,,64811.0,,1101.0,,1395.0,,1766.0,,3378.0,,7841.0,,16702.0,,2805.0,,0
61.0,U. Central Florida,100841.0,,3211.0,,13620.0,,5669.0,,11712.0,,2550.0,,12175.0,,2902.0,,15871.0,,33131.0,,0
62.0,Boston U.,99488.0,,1623.0,,51892.0,,2134.0,,9238.0,,2894.0,,2052.0,,1256.0,,16851.0,,11548.0,,0
63.0,Florida State U.,98315.0,,6010.0,,11757.0,,3479.0,,31227.0,,11533.0,,8788.0,,5363.0,,8795.0,,11363.0,,0
64.0,Johns Hopkins U.a,97914.0,,1356.0,i,48900.0,i,7266.0,i,8820.0,i,208.0,i,354.0,i,1685.0,i,29325.0,i,0.0,i,0
65.0,Massachusetts Institute of Technology,92551.0,,7301.0,,11677.0,,9792.0,,11864.0,,66.0,,1676.0,,2381.0,,42784.0,,5010.0,,0
66.0,Medical U. South Carolina,91169.0,,0.0,,91169.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
67.0,U. Miami,89768.0,,9820.0,,69935.0,,375.0,,2637.0,,2866.0,,304.0,,0.0,,1579.0,,2252.0,,0
68.0,U. Connecticut,87332.0,,2703.0,,40774.0,,1316.0,,2153.0,,5874.0,,3197.0,,11004.0,,16673.0,,3638.0,,0
69.0,Icahn School of Medicine at Mt. Sinai,87113.0,,0.0,,87113.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
70.0,Texas Tech U.,86682.0,,4712.0,,17573.0,,5199.0,,6415.0,,4192.0,,8822.0,,0.0,,16226.0,,23543.0,,0
71.0,Princeton U.,85666.0,,7123.0,,9683.0,,5326.0,,21344.0,,5226.0,,10800.0,,32.0,,20879.0,,5253.0,,0
72.0,Yeshiva U.,84418.0,,0.0,,84418.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
73.0,"U. Hawaii, Manoa",84190.0,,24864.0,,37606.0,,478.0,,9497.0,,27.0,,1132.0,,2725.0,,5102.0,,2759.0,,0
74.0,"SUNY, Stony Brook U.",83173.0,,15221.0,,26478.0,,5392.0,,10559.0,,3062.0,,833.0,,16118.0,,4563.0,,947.0,,0
75.0,U. Pennsylvania,81050.0,,89.0,,52509.0,,1232.0,,2003.0,,2232.0,,6501.0,,5554.0,,3374.0,,7556.0,,0
76.0,Wayne State U.,78172.0,,211.0,,54788.0,,1476.0,,7274.0,,1011.0,,1418.0,,1803.0,,7078.0,,3113.0,,0
77.0,Clemson U.,73959.0,,0.0,,13812.0,,3972.0,,3687.0,,88.0,,1261.0,,0.0,,20068.0,,31071.0,,0
78.0,U. Notre Dame,71917.0,,1373.0,,8582.0,,4917.0,,11621.0,,1647.0,,2950.0,,5205.0,,25725.0,,9897.0,,0
79.0,U. Louisville,70150.0,,143.0,,46781.0,,82.0,,292.0,,431.0,,246.0,,0.0,,7650.0,,14525.0,,0
80.0,"U. Massachusetts, Amherst",69756.0,,1398.0,,21883.0,,5931.0,,8767.0,,2824.0,,2996.0,,3018.0,,14182.0,,8757.0,,0
81.0,"U. Washington, Seattle",69690.0,,3361.0,,41983.0,,1766.0,,1500.0,,695.0,,1903.0,,0.0,,8802.0,,9680.0,,0
82.0,Florida International U.,69238.0,,2927.0,,13543.0,,7757.0,,2908.0,,2950.0,,5047.0,,0.0,,8929.0,,25177.0,,0
83.0,Georgia State U.,68931.0,,163.0,,14478.0,,1704.0,,3995.0,,2315.0,,9493.0,,0.0,,0.0,,36783.0,,0
84.0,Kansas State U.,65000.0,,170.0,,39588.0,,1789.0,,1783.0,,986.0,,1018.0,,5520.0,,11386.0,,2760.0,,0
85.0,"U. California, Irvine",64650.0,,1109.0,,37192.0,,3255.0,,4905.0,,543.0,,4883.0,,113.0,,7632.0,,5018.0,,0
86.0,George Washington U.,64282.0,,457.0,,25397.0,,2689.0,,1311.0,,848.0,,7127.0,,11010.0,,5814.0,,9629.0,,0
87.0,West Virginia U.,63673.0,,3289.0,,32763.0,,458.0,,2948.0,,493.0,,5503.0,,86.0,,13207.0,,4926.0,,0
88.0,Temple U.,63462.0,,257.0,,47254.0,,817.0,,4109.0,,1927.0,,752.0,,315.0,,3459.0,,4572.0,,0
89.0,Scripps Research Institute,62735.0,,0.0,,62735.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
90.0,"U. Oklahoma, Norman and Health Science Center",59364.0,,9138.0,,36055.0,,144.0,,1621.0,,214.0,,3290.0,,0.0,,3878.0,,5024.0,,0
91.0,U. New Mexico,58782.0,,688.0,,35226.0,,1456.0,,973.0,,1630.0,,2869.0,,5095.0,,6954.0,,3891.0,,0
92.0,Uniformed Services U. of the Health Sciences,58599.0,,0.0,,58490.0,,0.0,,0.0,,109.0,,0.0,,0.0,,0.0,,0.0,,0
93.0,North Dakota State U.,58394.0,,491.0,,31791.0,,2529.0,,3302.0,,1383.0,,6607.0,,1363.0,,6809.0,,4119.0,,0
94.0,Medical C. Wisconsin,57423.0,,0.0,,57423.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
95.0,"SUNY, Binghamton U.",57308.0,,979.0,,5110.0,,5400.0,,7305.0,,5242.0,,8936.0,,0.0,,14991.0,,9345.0,,0
96.0,Mississippi State U.,57142.0,,507.0,,31798.0,,909.0,,742.0,,102.0,,10776.0,,2467.0,,8153.0,,1688.0,,0
97.0,"Oklahoma State U., Stillwater",56712.0,,3359.0,,24391.0,,3721.0,,5774.0,,2673.0,,2807.0,,480.0,,10496.0,,3011.0,,0
98.0,U. Texas Southwestern Medical Center,54932.0,,0.0,,54932.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
99.0,U. Arkansas for Medical Sciences,53200.0,,0.0,,53200.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
100.0,Virginia Commonwealth U.,51736.0,,190.0,,44277.0,,81.0,,299.0,,678.0,,744.0,,0.0,,3391.0,,2076.0,,0
101.0,Case Western Reserve U.,50950.0,,83.0,,41962.0,,74.0,,1691.0,,299.0,,375.0,,341.0,,5639.0,,486.0,,0
102.0,U. Texas Medical Branch,50863.0,,0.0,,49591.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1272.0,,0.0,,0
103.0,"Colorado State U., Fort Collins",46484.0,,13024.0,,20616.0,,686.0,,1627.0,,309.0,,1041.0,,3147.0,,5001.0,,1033.0,,0
104.0,"U. Texas Health Science Center, San Antonio",45250.0,,0.0,,45250.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
105.0,"U. Alaska, Fairbanks",45229.0,,12753.0,,6710.0,,926.0,,4852.0,,0.0,,368.0,,5694.0,,13530.0,,396.0,,0
106.0,"U. California, Riverside",44435.0,,2717.0,,30515.0,,526.0,,1043.0,,173.0,,2077.0,,858.0,,3903.0,,2623.0,,0
107.0,Georgetown U.,44429.0,,0.0,,28999.0,,1132.0,,2122.0,,196.0,,2956.0,,0.0,,0.0,,9024.0,,0
108.0,"U. Tennessee, Knoxville",44246.0,,1113.0,,4077.0,,3493.0,,3136.0,,555.0,,2437.0,,6755.0,,20032.0,,2648.0,,0
109.0,New Jersey Institute of Technology,44038.0,,0.0,,1634.0,,7082.0,,4751.0,,0.0,,0.0,,6110.0,,16928.0,,7533.0,,0
110.0,"U. California, Santa Barbara",43393.0,,8580.0,,3529.0,,643.0,,5063.0,,89.0,,4611.0,,681.0,,14732.0,,5465.0,,0
111.0,"Auburn U., Auburn",42853.0,,529.0,,20384.0,,33.0,,999.0,,168.0,,96.0,,4019.0,,14708.0,,1917.0,,0
112.0,"U. Tennessee, Knoxville, Institute of Agriculture",42176.0,,0.0,,33071.0,,0.0,,0.0,,0.0,,2906.0,,1782.0,,4417.0,,0.0,,0
113.0,U. Chicago,41629.0,,481.0,,24662.0,,1616.0,,6214.0,,1042.0,,4725.0,,0.0,,598.0,,2291.0,,0
114.0,Dartmouth C.,41017.0,,506.0,,29194.0,,407.0,,727.0,,180.0,,646.0,,289.0,,3618.0,,5450.0,,0
115.0,Drexel U.,40175.0,,1210.0,,24840.0,,1483.0,,946.0,,697.0,,311.0,,204.0,,7759.0,,2725.0,,0
116.0,"SUNY, Polytechnic Institute",39434.0,,0.0,,552.0,,0.0,,0.0,,0.0,,0.0,,0.0,,38882.0,,0.0,,0
117.0,American U.,39325.0,,373.0,,1259.0,,1133.0,,766.0,,1523.0,,2640.0,,3338.0,,0.0,,28293.0,,0
118.0,U. Houston,38995.0,,1299.0,,4695.0,,1456.0,,14556.0,,1960.0,,1385.0,,0.0,,8462.0,,5182.0,,0
119.0,"U. Nebraska, Medical Center",38596.0,,0.0,,38596.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
120.0,Thomas Jefferson U.,38545.0,,0.0,,38545.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
121.0,U. Rochester,38418.0,,256.0,,33845.0,,371.0,,699.0,,1303.0,,0.0,,0.0,,1841.0,,103.0,,0
122.0,"U. Louisiana, Lafayette",38354.0,,943.0,,12739.0,,4345.0,,744.0,,222.0,,636.0,,871.0,,4374.0,,13480.0,,0
123.0,U. Delaware,38322.0,,2870.0,,19493.0,,759.0,,1931.0,,480.0,,5557.0,,105.0,,5696.0,,1431.0,,0
124.0,San Diego State U.,36941.0,,537.0,,7370.0,,2775.0,,2456.0,,3178.0,,2762.0,,1311.0,,2758.0,,13794.0,,0
125.0,U. New Hampshire,36254.0,,10002.0,,12044.0,,108.0,,71.0,,254.0,,2096.0,,3105.0,,4674.0,,3900.0,,0
126.0,Tulane U.,36030.0,,82.0,,18930.0,,655.0,,751.0,,161.0,,2211.0,,0.0,,1086.0,,12154.0,,0
127.0,Rice U.,33792.0,,2445.0,,2602.0,,2088.0,,7549.0,,500.0,,4076.0,,182.0,,13054.0,,1296.0,,0
128.0,"U. Texas, Dallas",33424.0,,392.0,,5130.0,,2624.0,,2467.0,,94.0,,407.0,,3910.0,,14300.0,,4100.0,,0
129.0,Ohio U.,33270.0,,908.0,i,9499.0,i,84.0,i,4770.0,i,1313.0,i,1399.0,i,7.0,i,13189.0,i,2101.0,i,0
130.0,"U. Massachusetts, Medical School",32641.0,,0.0,,32641.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
131.0,U. Colorado Boulder,32266.0,,2509.0,,3089.0,,401.0,,5313.0,,190.0,,3306.0,,353.0,,14422.0,,2683.0,,0
132.0,"U. Arkansas, Fayetteville",31782.0,,733.0,,2103.0,,14.0,,2997.0,,260.0,,790.0,,0.0,,13598.0,,11287.0,,0
133.0,George Mason U.,31775.0,,1377.0,,3343.0,,997.0,,611.0,,1990.0,,17399.0,,0.0,,1241.0,,4817.0,,0
134.0,U. Colorado Denver and Anschutz Medical Campus,31228.0,,0.0,,30291.0,,0.0,,0.0,,0.0,,0.0,,2.0,,624.0,,311.0,,0
135.0,Michigan Technological U.,30791.0,,3404.0,,1581.0,,2439.0,,2489.0,,521.0,,1000.0,,165.0,,15902.0,,3290.0,,0
136.0,"U. Maryland, Center for Environmental Science",30242.0,,30242.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
137.0,California Institute of Technology,30045.0,,1195.0,,3164.0,,523.0,,3163.0,,0.0,,0.0,,3.0,,9446.0,,12551.0,,0
138.0,U. Akron,29908.0,,443.0,,1366.0,,349.0,,8935.0,,736.0,,826.0,,0.0,,13697.0,,3556.0,,0
139.0,Oregon Health and Science U.,29458.0,,606.0,,27330.0,,0.0,,0.0,,54.0,,0.0,,572.0,,882.0,,14.0,,0
140.0,"Southern Illinois U., Carbondale",29371.0,,730.0,,21307.0,,637.0,,708.0,,160.0,,1308.0,,1280.0,,3241.0,,0.0,,0
141.0,"U. Massachusetts, Lowell",28958.0,,231.0,,5350.0,,1930.0,,3413.0,,882.0,,2426.0,,12.0,,7711.0,,7003.0,,0
142.0,"Montana State U., Bozeman",28817.0,,617.0,,14951.0,,178.0,,2685.0,,122.0,,961.0,,914.0,,4767.0,,3622.0,,0
143.0,"U. California, Office of the President",28766.0,,0.0,,9695.0,,1485.0,,14323.0,,0.0,,0.0,,3155.0,,0.0,,108.0,,0
144.0,"U. California, Santa Cruz",27921.0,,3411.0,,2952.0,,550.0,,10379.0,,117.0,,1502.0,,779.0,,6285.0,,1946.0,,0
145.0,"Indiana U.-Purdue U., Indianapolis",27587.0,,301.0,,7069.0,,1147.0,,558.0,,747.0,,7384.0,,4312.0,,2128.0,,3941.0,,0
146.0,Northeastern U.,26696.0,,1132.0,,10219.0,,1020.0,,3767.0,,649.0,,869.0,,73.0,,5719.0,,3248.0,,0
147.0,Rensselaer Polytechnic Institute,26143.0,,257.0,,3349.0,,1483.0,,1811.0,,146.0,,325.0,,0.0,,18164.0,,608.0,,0
148.0,U. South Alabama,25489.0,,711.0,,18116.0,,187.0,,119.0,,7.0,,242.0,,0.0,,760.0,,5347.0,,0
149.0,Oregon State U.,25320.0,,1400.0,,16229.0,,807.0,,193.0,,22.0,,694.0,,2170.0,,3797.0,,8.0,,0
150.0,"U. Texas Health Science Center, Houston",25195.0,,0.0,,25195.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
151.0,Van Andel Institute,25177.0,,0.0,,25177.0,i,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
152.0,"U. Massachusetts, Boston",24456.0,,927.0,,2773.0,,764.0,,493.0,,1287.0,,4096.0,,73.0,,183.0,,13860.0,,0
153.0,Syracuse U.,23879.0,,705.0,,2045.0,,1699.0,,2114.0,,827.0,,4273.0,,169.0,,4230.0,,7817.0,,0
154.0,"U. Texas, Arlington",23837.0,,545.0,,8868.0,,1432.0,,2643.0,,614.0,,283.0,,0.0,,8612.0,,840.0,,0
155.0,U. Maine,23601.0,,4146.0,,10706.0,,190.0,,299.0,,0.0,,234.0,,1731.0,,6118.0,,177.0,,0
156.0,"U. North Texas, Denton",23143.0,,869.0,,4325.0,,2705.0,,3941.0,,738.0,,1600.0,,0.0,,5115.0,,3850.0,,0
157.0,Kent State U.,22947.0,,234.0,,2982.0,,1560.0,,3409.0,,1385.0,,2700.0,,227.0,,379.0,,10071.0,,0
158.0,U. Vermont,22150.0,,291.0,,18692.0,,353.0,,185.0,,253.0,,184.0,,602.0,,1394.0,,196.0,,0
159.0,"U. Montana, Missoula",21315.0,,233.0,,11205.0,,63.0,,271.0,,88.0,,1319.0,,8064.0,,0.0,,72.0,,0
160.0,"U. Nevada, Reno",20917.0,,2045.0,,10002.0,,503.0,,1081.0,,340.0,,218.0,,51.0,,3007.0,,3670.0,,0
161.0,New Mexico State U.,20732.0,,218.0,,4293.0,,229.0,,2440.0,,32.0,,22.0,,2280.0,,6604.0,,4614.0,,0
162.0,U. Mississippi,19260.0,,457.0,,9990.0,,255.0,,2798.0,,388.0,,977.0,,0.0,,1621.0,,2774.0,,0
163.0,"U. Alabama, Tuscaloosa",18828.0,,63.0,,1705.0,,888.0,,1605.0,,722.0,,1914.0,,0.0,,6955.0,,4976.0,,0
164.0,C. of William and Mary and Virginia Institute of Marine Science,18563.0,,14593.0,,467.0,,11.0,,239.0,,28.0,,679.0,,0.0,,0.0,,2546.0,,0
165.0,U. Memphis,18354.0,,1276.0,,3725.0,,684.0,,751.0,,3209.0,,1405.0,,5.0,,2348.0,,4951.0,,0
166.0,"U. Alabama, Huntsville",18099.0,,1629.0,,803.0,,2044.0,,3134.0,,117.0,,1110.0,,0.0,,6532.0,,2730.0,,0
167.0,Utah State U.,18025.0,,64.0,,8799.0,,883.0,,985.0,,1751.0,,495.0,,488.0,,3886.0,,674.0,,0
168.0,Old Dominion U.,17960.0,,1017.0,,4091.0,,171.0,,1120.0,,236.0,,97.0,,730.0,,6751.0,,3747.0,,0
169.0,"U. Massachusetts, Dartmouth",17478.0,,5634.0,,1450.0,,899.0,,1211.0,,292.0,,485.0,,302.0,,4626.0,,2579.0,,0
170.0,"U. Texas, El Paso",17205.0,,434.0,,7053.0,,737.0,,853.0,,464.0,,519.0,,0.0,,5448.0,,1697.0,,0
171.0,Tufts U.,16861.0,,1.0,,10858.0,,260.0,,552.0,,1519.0,,434.0,,0.0,,1807.0,,1430.0,,0
172.0,"SUNY, U. Albany",16846.0,,3716.0,,2714.0,,1800.0,,2084.0,,1042.0,,4951.0,,0.0,,0.0,,539.0,,0
173.0,Texas State U.,16827.0,,837.0,,2350.0,,253.0,,693.0,,81.0,,711.0,,4662.0,,2037.0,,5203.0,,0
174.0,U. Toledo,16519.0,,1983.0,,3828.0,,54.0,,2758.0,,9.0,,443.0,,0.0,,4139.0,,3305.0,,0
175.0,Woods Hole Oceanographic Institution,16204.0,,13920.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2284.0,,0.0,,0
176.0,U. Rhode Island,15599.0,,9543.0,,2096.0,,32.0,,209.0,,52.0,,366.0,,599.0,,491.0,,2211.0,,0
177.0,Fordham U.,15534.0,,0.0,,1036.0,,209.0,,120.0,,967.0,,732.0,,0.0,,0.0,,12470.0,,0
178.0,Carnegie Mellon U.,15254.0,,44.0,,1482.0,,4716.0,,1157.0,,548.0,,591.0,,50.0,,6585.0,,81.0,,0
179.0,"U. Maryland, Baltimore County",15194.0,,1551.0,,7495.0,,922.0,,1333.0,,372.0,,1323.0,,48.0,,1918.0,,232.0,,0
180.0,U. Idaho,15077.0,,950.0,,8731.0,,420.0,,804.0,,28.0,,417.0,,821.0,,2414.0,,492.0,,0
181.0,Wright State U.,14343.0,,284.0,,6968.0,,2603.0,,576.0,,490.0,,32.0,,195.0,,2912.0,,283.0,,0
182.0,Baylor U.,14321.0,,908.0,,2259.0,,482.0,,3845.0,,306.0,,550.0,,1861.0,,1679.0,,2431.0,,0
183.0,U. West Florida,14195.0,,0.0,,255.0,,33.0,,12.0,,188.0,,40.0,,0.0,,3.0,,13664.0,,0
