Rank,Institution,All R&D expenditures,Unnamed: 3,Environmental sciences,Unnamed: 5,Life sciences,Unnamed: 7,Math and computer sciences,Unnamed: 9,Physical sciences,Unnamed: 11,Psychology,Unnamed: 13,Social sciences,Unnamed: 15,"Sciences, nec",Unnamed: 17,Engineering,Unnamed: 19,All non-S&E fields,Unnamed: 21
38.0,George Washington U.,33631,,163,,23228,,329,,42,,149,,6602,,959,,640,,1519,
39.0,U. Utah,32739,,412,,27781,,870,,815,,354,,75,,0,,1614,,818,
40.0,U. Arizona,31305,,99,,9071,,338,,17235,,523,,989,,308,,1916,,826,
41.0,Emory U.,31247,,101,,29813,,212,,272,,77,,230,,0,,43,,499,
42.0,"U. Texas, Austin",30577,,4303,,3683,,917,,4082,,1149,,3820,,417,,7190,,5016,
43.0,Oregon Health and Science U.,29924,,145,,27786,,0,,0,,0,,0,,438,,1555,,0,
44.0,U. Georgia,27299,,2397,,21124,,101,,461,,429,,892,,258,,320,,1317,
45.0,"SUNY, Polytechnic Institute",26379,,0,,196,,0,,0,,0,,0,,0,,26183,,0,
46.0,Vanderbilt U.,26242,,8,,18772,,9,,2475,,246,,685,,394,,906,,2747,
47.0,U. Cincinnati,26069,,149,,19987,,226,,98,,59,,2513,,0,,2790,,247,
48.0,"U. Illinois, Chicago",24786,,57,,17931,,122,,117,,1872,,1269,,1584,,840,,994,
49.0,"U. California, Irvine",23572,,709,,11860,,1195,,1059,,208,,2093,,0,,1787,,4661,
50.0,"U. Maryland, Baltimore",23407,,50,,22236,,0,,0,,0,,0,,0,,193,,928,
51.0,Georgetown U.,23185,,0,,6966,,0,,74,,215,,10919,,0,,0,,5011,
52.0,U. Kansas,23092,,138,,17359,,59,,282,,58,,641,,0,,2495,,2060,
53.0,"U. Virginia, Charlottesville",22951,,339,,16318,,143,,229,,236,,200,,0,,1142,,4344,
54.0,"U. Nebraska, Medical Center",22840,,0,,22840,,0,,0,,0,,0,,0,,0,,0,
55.0,Case Western Reserve U.,22238,,0,,19683,,146,,167,,558,,4,,150,,1341,,189,
56.0,U. Colorado Boulder,22224,,2213,,2560,,82,,4824,,174,,1458,,172,,8224,,2517,
57.0,"U. Alabama, Birmingham",21832,,0,,21022,,16,,23,,78,,63,,0,,548,,82,
58.0,Cold Spring Harbor Laboratory,21501,,0,,21501,,0,,0,,0,,0,,0,,0,,0,
59.0,"U. Illinois, Urbana-Champaign",20993,,92,,11192,,689,,2632,,801,,742,,1,,2042,,2802,
60.0,Princeton U.,20795,,617,,2476,,1071,,2588,,3313,,5938,,0,,3701,,1091,
61.0,"U. Texas Health Science Center, Houston",20728,,0,,20728,,0,,0,,0,,0,,0,,0,,0,
62.0,"U. Texas Health Science Center, San Antonio",20414,,0,,20414,,0,,0,,0,,0,,0,,0,,0,
63.0,"SUNY, U. Buffalo",20326,,0,,10878,,120,,120,,15,,154,,0,,912,,8127,
64.0,"U. California, Santa Barbara",20046,,2628,,6149,,31,,2251,,928,,634,,0,,6165,,1260,
65.0,U. Miami,19553,,224,,18117,,20,,0,,1073,,19,,0,,5,,95,
66.0,U. Iowa,19457,,36,,16770,,269,,302,,50,,434,,26,,927,,643,
67.0,Arizona State U.,19311,,661,,3591,,1131,,134,,550,,3217,,391,,5733,,3903,
68.0,"U. South Florida, Tampa",19012,,4118,,11297,,94,,209,,617,,195,,344,,314,,1824,
69.0,Michigan State U.,18636,,155,,8265,,206,,274,,914,,4761,,417,,852,,2792,
70.0,U. Texas Medical Branch,18409,,0,,18182,,0,,0,,0,,0,,0,,227,,0,
71.0,Medical C. Wisconsin,17659,,0,,17659,,0,,0,,0,,0,,0,,0,,0,
72.0,"U. Massachusetts, Medical School",17609,,0,,17609,,0,,0,,0,,0,,0,,0,,0,
73.0,Temple U.,17315,,92,,11009,,2,,407,,1331,,380,,807,,487,,2800,
74.0,"U. Texas, Dallas",16949,,113,,4533,,595,,905,,3,,631,,619,,7978,,1572,
75.0,Tufts U.,16935,,0,,10900,,2,,71,,2635,,240,,0,,526,,2561,
76.0,U. Rochester,16307,,188,,14929,,22,,416,,183,,4,,0,,393,,172,
77.0,Brown U.,15679,,39,,7621,,718,,459,,90,,828,,549,,1205,,4170,
78.0,"Colorado State U., Fort Collins",15635,,1076,,10884,,51,,663,,9,,260,,0,,2027,,665,
79.0,Yeshiva U.,15570,,0,,15570,,0,,0,,0,,0,,0,,0,,0,
80.0,Boston U.,14793,,94,,10695,,299,,381,,198,,512,,0,,1562,,1052,
81.0,U. Notre Dame,14216,,394,,4473,,120,,866,,604,,1178,,1420,,1401,,3760,
82.0,Rice U.,13692,,156,,508,,701,,3201,,203,,2915,,0,,5300,,708,
83.0,U. Kentucky,13379,,35,,11497,,5,,426,,196,,33,,92,,803,,292,
84.0,Wayne State U.,12123,,0,,8626,,81,,276,,409,,322,,0,,1266,,1143,
85.0,Tulane U.,12029,,102,,5669,,12,,174,,8,,2615,,0,,3302,,147,
86.0,Scripps Research Institute,11765,,0,,11765,,0,,0,,0,,0,,0,,0,,0,
87.0,Virginia Commonwealth U.,11120,,20,,6709,,70,,176,,349,,286,,0,,2927,,583,
88.0,Florida State U.,11024,,5315,,1118,,1215,,251,,232,,93,,464,,1161,,1175,
89.0,Drexel U.,10672,,1176,,6791,,78,,134,,209,,275,,0,,1653,,356,
90.0,"U. Minnesota, Twin Cities",10590,,522,,6677,,153,,67,,589,,1486,,0,,224,,872,
91.0,Dartmouth C.,10562,,21,,9253,,0,,447,,155,,581,,0,,33,,72,
92.0,Rockefeller U.,10479,,390,,9227,,208,,654,,0,,0,,0,,0,,0,
93.0,U. New Mexico,10313,,31,,7764,,101,,53,,283,,1243,,0,,316,,522,
94.0,Georgia State U.,10183,,62,,3109,,62,,369,,238,,886,,9,,0,,5448,
95.0,U. Connecticut,10146,,392,,6636,,36,,120,,1536,,256,,0,,632,,538,
96.0,Boston C.,9861,,3,,279,,2,,599,,240,,64,,0,,0,,8674,
97.0,"Louisiana State U., Baton Rouge",9755,,1047,,6291,,24,,919,,0,,350,,14,,963,,147,
98.0,Iowa State U.,9737,,0,,7226,,24,,443,,0,,121,,0,,1923,,0,
99.0,"U. Missouri, Columbia",9713,,40,,8356,,35,,165,,90,,890,,0,,80,,57,
100.0,"U. California, Riverside",9683,,144,,2500,,160,,290,,279,,596,,19,,1738,,3957,
101.0,Washington State U.,9593,,125,,6280,,7,,388,,191,,675,,109,,1274,,544,
102.0,"U. Hawaii, Manoa",9547,,3333,,3914,,30,,486,,0,,482,,1067,,156,,79,
103.0,"Columbia U., Teachers C.",9197,,0,,495,,177,,0,,486,,7331,,0,,0,,708,
104.0,"U. Oklahoma, Norman and Health Science Center",8893,,1251,,5135,,22,,416,,42,,893,,0,,432,,702,
105.0,U. Louisville,8844,,0,,6426,,0,,44,,250,,100,,0,,1423,,601,
106.0,"U. California, Santa Cruz",8595,,2598,,1372,,103,,1314,,145,,218,,1019,,1421,,405,
107.0,American U.,8437,,99,,92,,137,,32,,27,,3774,,860,,0,,3416,
108.0,Thomas Jefferson U.,8145,,0,,8145,,0,,0,,0,,0,,0,,0,,0,
109.0,Medical U. South Carolina,8022,,0,,8022,,0,,0,,0,,0,,0,,0,,0,
110.0,Texas Tech U.,7566,,868,,2063,,78,,1316,,70,,1205,,0,,925,,1041,
111.0,Brandeis U.,7561,,0,,1604,,103,,756,,12,,1257,,0,,0,,3829,
112.0,"U. Maryland, College Park",7459,,13,,2173,,702,,1064,,346,,2335,,0,,808,,18,
113.0,"SUNY, Stony Brook U.",7457,,907,,4535,,509,,154,,31,,253,,767,,275,,26,
114.0,U. Houston,7449,,295,,2046,,362,,1829,,527,,135,,0,,1836,,419,
115.0,Wake Forest U.,7151,,0,,6916,,11,,14,,161,,33,,0,,0,,16,
116.0,"U. South Carolina, Columbia",7002,,70,,5356,,0,,116,,24,,267,,0,,426,,743,
117.0,Georgia Institute of Technology,6330,,243,,711,,532,,650,,0,,505,,96,,3578,,15,
118.0,Kansas State U.,6210,,12,,5627,,6,,18,,45,,114,,20,,290,,78,
119.0,Carnegie Mellon U.,5938,,75,,1338,,995,,307,,107,,276,,391,,2449,,0,
120.0,"Indiana U.-Purdue U., Indianapolis",5791,,109,,1944,,39,,11,,1138,,2157,,81,,151,,161,
121.0,Northeastern U.,5699,,27,,2140,,221,,678,,116,,489,,0,,509,,1519,
122.0,George Mason U.,5593,,179,,1899,,163,,3,,30,,1187,,0,,119,,2013,
123.0,South Dakota State U.,5354,,47,,4327,,0,,34,,0,,473,,0,,418,,55,
124.0,Eastern Virginia Medical School,5345,,0,,5345,,0,,0,,0,,0,,0,,0,,0,
125.0,U. Vermont,5304,,233,,4796,,158,,0,,0,,25,,0,,19,,73,
126.0,"U. Massachusetts, Amherst",5278,,58,,1800,,175,,812,,10,,340,,78,,605,,1400,
127.0,Texas A&M U.-Kingsville,5161,,108,,4766,,0,,102,,0,,0,,0,,126,,59,
128.0,"Louisiana State U., Health Sciences Center - Shreveport",5074,,0,,5074,,0,,0,,0,,0,,0,,0,,0,
129.0,Saint Louis U.,5036,,0,,1762,,7,,91,,43,,0,,0,,223,,2910,
130.0,"U. California, Office of the President",4856,,0,,0,,0,,0,,0,,0,,4856,,0,,0,
131.0,"U. Tennessee, Health Science Center",4810,,0,,4730,,0,,0,,0,,0,,80,,0,,0,
132.0,New Jersey Institute of Technology,4741,,0,,8,,201,,20,,0,,0,,1130,,3055,,327,
133.0,Florida International U.,4721,,271,,918,,103,,402,,144,,251,,0,,530,,2102,
134.0,"U. Louisiana, Lafayette",4607,,237,,944,,140,,587,,19,,167,,4,,542,,1967,
135.0,"Loyola U., Chicago",4519,,0,,3664,,135,,43,,352,,169,,0,,0,,156,
136.0,Syracuse U.,4488,,36,,169,,47,,187,,3,,981,,0,,329,,2736,
137.0,Rush U.,4387,,0,,4381,,0,,0,,6,,0,,0,,0,,0,
138.0,Cleveland State U.,4318,,0,,2733,,14,,29,,0,,1072,,0,,417,,53,
139.0,Portland State U.,4287,,35,,235,,33,,240,,421,,1082,,0,,800,,1441,
140.0,Georgia Regents U.,4161,,0,,4161,,0,,0,,0,,0,,0,,0,,0,
141.0,Clemson U.,4147,,0,,1330,,86,,156,,14,,19,,0,,2214,,328,
142.0,U. Delaware,4061,,354,,987,,12,,319,,83,,60,,0,,1459,,787,
143.0,"U. Washington, Bothell",3814,,194,,131,,0,,0,,0,,0,,0,,0,,3489,
144.0,U. Oregon,3779,,379,,1810,,66,,369,,372,,136,,0,,342,,305,
145.0,Wellesley C.,3728,,0,,7,,3,,89,,0,,86,,1668,,0,,1875,
146.0,C. of William and Mary and Virginia Institute of Marine Science,3670,,652,,375,,40,,303,,90,,1800,,0,,0,,410,
147.0,Texas State U.,3590,,533,,1161,,155,,100,,12,,272,,255,,162,,940,
148.0,Uniformed Services U. of the Health Sciences,3567,,0,,3509,,0,,0,,58,,0,,0,,0,,0,
149.0,"U. Nebraska, Lincoln",3401,,25,,814,,55,,61,,176,,88,,1684,,367,,131,
150.0,Marquette U.,3140,,0,,708,,93,,12,,32,,102,,0,,1731,,462,
151.0,U. Central Florida,3127,,65,,1344,,238,,246,,23,,175,,0,,531,,505,
152.0,U. Mississippi,3112,,11,,2353,,65,,49,,0,,232,,0,,80,,322,
153.0,U. Akron,3106,,0,,392,,21,,588,,53,,71,,0,,1726,,255,
154.0,U. New Hampshire,3072,,163,,1542,,0,,0,,4,,985,,0,,0,,378,
155.0,New School,3067,,0,,0,,0,,0,,90,,1170,,228,,205,,1374,
156.0,Ohio U.,3059,,0,,2107,,0,,3,,102,,0,,0,,83,,764,
157.0,Fuller Theological Seminary,2992,,0,,0,,0,,0,,2992,,0,,0,,0,,0,
158.0,"U. Massachusetts, Boston",2991,,168,,402,,76,,0,,247,,1067,,0,,0,,1031,
159.0,"Texas Tech U., Health Sciences Center",2976,,0,,2888,,0,,0,,0,,0,,0,,0,,88,
160.0,U. Southern Mississippi,2915,,1220,,251,,0,,1353,,35,,0,,0,,0,,56,
161.0,"U. Texas, El Paso",2906,,83,,839,,0,,191,,1334,,1,,0,,354,,104,
162.0,Virginia Polytechnic Institute and State U.,2739,,51,,982,,0,,147,,2,,171,,0,,1377,,9,
163.0,DePaul U.,2722,,0,,2,,2353,,0,,123,,3,,0,,0,,241,
164.0,"Louisiana State U., Health Sciences Center – New Orleans",2693,,0,,2693,,0,,0,,0,,0,,0,,0,,0,
165.0,Western U. of Health Sciences,2625,,0,,163,,0,,0,,0,,0,,0,,0,,2462,
166.0,Florida Atlantic U.,2544,,36,,2384,,0,,0,,63,,0,,0,,2,,59,
167.0,"CUNY, Hunter C.",2522,,9,,1277,,0,,196,,153,,307,,0,,0,,580,
168.0,"Montana State U., Bozeman",2490,,129,,939,,0,,213,,0,,113,,0,,1091,,5,
169.0,San Diego State U.,2469,,0,,2084,,0,,90,,45,,58,,0,,82,,110,
170.0,"U. Maryland, Center for Environmental Science",2311,,1719,,5,,0,,0,,0,,0,,0,,0,,587,
171.0,New York Medical C.,2291,,0,,2291,,0,,0,,0,,0,,0,,0,,0,
172.0,West Virginia U.,2281,,285,,1136,,29,,146,,70,,207,,0,,377,,31,
173.0,U. Memphis,2262,,3,,790,,0,,0,,33,,491,,0,,767,,178,
174.0,"SUNY, Upstate Medical U.",2197,,0,,2197,,0,,0,,0,,0,,0,,0,,0,
175.0,Colorado School of Mines,2173,,147,,0,,0,,123,,0,,0,,0,,1757,,146,
176.0,Texas A&M U.-Corpus Christi,2088,,1757,,296,,0,,32,,0,,3,,0,,0,,0,
177.0,Oregon State U.,2085,,329,,842,,181,,20,,0,,50,,2,,661,,0,
178.0,Mills C.,2066,,0,,86,,0,,13,,0,,0,,0,,0,,1967,
179.0,"U. North Carolina, Charlotte",2064,,1,,269,,110,,177,,88,,137,,0,,1123,,159,
180.0,Florida Gulf Coast U.,2031,,82,,49,,0,,0,,0,,16,,0,,25,,1859,
181.0,New Mexico State U.,1941,,0,,212,,6,,1694,,0,,0,,0,,21,,8,
182.0,Seton Hall U.,1920,,0,,0,,0,,0,,0,,0,,0,,0,,1920,
183.0,Baylor U.,1866,,99,,60,,0,,214,,413,,217,,0,,104,,759,
184.0,Rensselaer Polytechnic Institute,1863,,397,,148,,0,,85,,0,,35,,0,,1198,,0,
185.0,"Rutgers, State U. New Jersey, Newark",1859,,36,,115,,16,,52,,72,,673,,0,,0,,895,
186.0,"Brigham Young U., Provo",1826,,0,,464,,48,,47,,137,,69,,0,,94,,967,
187.0,Northeast Ohio Medical U.,1802,,0,,1783,,0,,0,,0,,19,,0,,0,,0,
188.0,"U. Tennessee, Knoxville",1784,,144,,361,,127,,151,,27,,171,,16,,720,,67,
189.0,"U. Texas Health Science Center, Tyler",1775,,0,,1775,,0,,0,,0,,0,,0,,0,,0,
190.0,U. South Dakota,1684,,0,,598,,0,,0,,0,,0,,0,,990,,96,
191.0,"U. Tennessee, Knoxville, Institute of Agriculture",1656,,0,,1408,,0,,0,,0,,246,,0,,2,,0,
192.0,Wright State U.,1628,,47,,417,,139,,3,,2,,0,,0,,1020,,0,
193.0,"U. North Texas, Denton",1609,,58,,655,,32,,268,,136,,16,,0,,232,,212,
194.0,U. Wisconsin-Milwaukee,1572,,340,,221,,21,,16,,101,,114,,0,,513,,246,
195.0,"U. Massachusetts, Lowell",1568,,0,,626,,25,,0,,79,,210,,0,,25,,603,
196.0,"U. Nevada, Reno",1551,,298,,839,,37,,162,,1,,0,,2,,112,,100,
197.0,Marshall U.,1538,,18,,1153,,0,,22,,0,,34,,179,,132,,0,
198.0,"U. Arkansas, Fayetteville",1514,,71,,631,,24,,48,,2,,75,,0,,237,,426,
199.0,"Southern Illinois U., Carbondale",1507,,0,,1239,,1,,0,,0,,147,,0,,120,,0,
200.0,A. T. Still U.,1506,,0,,0,,0,,0,,0,,0,,0,,0,,1506,
201.0,Calvin C.,1481,i,29,i,648,i,316,i,59,i,2,i,75,i,0,i,54,i,298,i
202.0,Grand Valley State U.,1479,,267,,145,,0,,4,,0,,982,,0,,0,,81,
202.0,"U. North Texas, Health Science Center",1479,,0,,1479,,0,,0,,0,,0,,0,,0,,0,
204.0,U. Denver,1441,,0,,184,,131,,111,,80,,0,,0,,63,,872,
205.0,Duquesne U.,1437,,88,,530,,9,,1,,9,,98,,0,,0,,702,
206.0,"Auburn U., Auburn",1434,,0,,995,,26,,125,,35,,4,,0,,200,,49,
207.0,Lewis and Clark C.,1422,,147,,475,,185,,436,,0,,0,,0,,0,,179,
208.0,North Dakota State U.,1406,,0,,748,,10,,91,,132,,341,,44,,24,,16,
209.0,U. Idaho,1404,,0,,269,,244,,95,,0,,74,,0,,202,,520,
210.0,Bryn Mawr C.,1402,,16,,41,,11,,90,,0,,53,,0,,0,,1191,
211.0,"CUNY, Graduate Center",1376,,0,,13,,42,,0,,0,,809,,0,,0,,512,
212.0,East Carolina U.,1372,,56,,1217,,0,,26,,11,,21,,0,,41,,0,
213.0,"SUNY, Downstate Medical Center",1308,,0,,1308,,0,,0,,0,,0,,0,,0,,0,
214.0,Howard U.,1287,,0,,613,,22,,300,,14,,117,,0,,0,,221,
215.0,"U. Missouri, Kansas City",1238,,49,,775,,0,,0,,126,,180,,0,,99,,9,
216.0,Illinois Institute of Technology,1223,,0,,101,,0,,0,,0,,383,,0,,710,,29,
217.0,Kent State U.,1217,,16,,419,,0,,112,,111,,359,,0,,13,,187,
217.0,U. Maine,1217,,148,,217,,77,,150,,0,,0,,0,,576,,49,
219.0,U. New Orleans,1198,,329,,93,,0,,574,,141,,61,,0,,0,,0,
220.0,Kennesaw State U.,1194,,0,,34,,10,,0,,0,,169,,0,,4,,977,
221.0,"California State U., Sacramento",1191,,0,,35,,0,,0,,0,,326,,0,,820,,10,
222.0,Missouri U. of Science and Technology,1164,,0,,0,,7,,44,,0,,0,,0,,988,,125,
223.0,"U. Oklahoma, Tulsa",1157,,0,,80,,0,,0,,0,,30,,0,,0,,1047,
224.0,"U. Maryland, Baltimore County",1138,,46,,599,,25,,132,,33,,249,,0,,49,,5,
225.0,Hope C.,1136,,12,,42,,0,,901,,57,,112,,0,,12,,0,
226.0,"U. California, Merced",1134,,0,,30,,3,,87,,60,,125,,0,,580,,249,
227.0,"SUNY, C. of Environmental Science and Forestry",1133,,0,,1059,,0,,39,,0,,25,,0,,10,,0,
228.0,"U. Alaska, Fairbanks",1125,,719,,251,,12,,0,,0,,21,,45,,77,,0,
229.0,Illinois State U.,1118,,86,,188,,17,,5,,0,,0,,0,,0,,822,
230.0,North Carolina State U.,1114,,4,,330,,36,,21,,1,,118,,13,,589,,2,
231.0,Humboldt State U.,1106,,461,,73,,0,,0,,0,,4,,0,,568,,0,
232.0,Clark U.,1097,,409,,0,,0,,39,,465,,184,,0,,0,,0,
233.0,Rosalind Franklin U. of Medicine and Science,1073,,0,,1073,,0,,0,,0,,0,,0,,0,,0,
234.0,Pomona C.,1048,,20,,499,,82,,197,,15,,182,,0,,0,,53,
235.0,"U. Texas, San Antonio",1038,,0,,177,,0,,514,,0,,59,,0,,172,,116,
236.0,Hamilton C.,1032,,0,,0,,0,,51,,0,,1,,0,,0,,980,
237.0,U. Rhode Island,1026,,838,,28,,0,,33,,0,,30,,0,,82,,15,
238.0,Rochester Institute of Technology,1024,,178,,29,,119,,315,,0,,40,,0,,292,,51,
239.0,Vassar C.,1007,,52,i,368,i,31,i,121,i,0,i,108,i,0,i,0,i,327,i
240.0,"Rutgers, State U. New Jersey, Camden",999,,0,,34,,0,,0,,0,,906,,0,,0,,59,
241.0,"SUNY, U. Albany",984,,7,,389,,8,,300,,72,,207,,0,,0,,1,
242.0,Northern Arizona U.,981,,94,,621,,0,,9,,0,,32,,0,,201,,24,
243.0,"U. Texas, Arlington",978,,1,,6,,7,,349,,80,,5,,0,,488,,42,
244.0,Franklin and Marshall C.,969,,4,,413,,0,,26,,0,,0,,0,,0,,526,
245.0,"California Polytechnic State U., San Luis Obispo",942,,76,,375,,224,,65,,0,,11,,0,,151,,40,
246.0,Michigan Technological U.,940,,226,,101,,3,,16,,0,,15,,0,,579,,0,
247.0,Texas A&M International U.,938,,0,,0,,0,,59,,2,,0,,4,,0,,873,
248.0,"U. Puerto Rico, Mayaguez",932,,143,,127,,158,,48,,0,,30,,0,,268,,158,
249.0,Morehouse School of Medicine,923,,0,,923,,0,,0,,0,,0,,0,,0,,0,
250.0,C. Charleston,906,,0,,7,,16,,300,,118,,60,,0,,0,,405,
251.0,Jackson State U.,898,,0,,17,,250,,38,,0,,5,,159,,423,,6,
252.0,Carleton C.,893,,0,,0,,0,,149,,0,,29,,0,,0,,715,
253.0,Rowan U.,862,,26,,767,,0,,42,,0,,0,,0,,5,,22,
254.0,Bastyr U.,857,,0,,857,,0,,0,,0,,0,,0,,0,,0,
255.0,Smith C.,851,,0,,760,,5,,25,,4,,3,,4,,28,,22,
256.0,St. Cloud State U.,840,,17,,14,,0,,3,,0,,23,,0,,0,,783,
257.0,"U. Massachusetts, central office",814,,0,,0,,0,,0,,0,,0,,0,,0,,814,
258.0,Old Dominion U.,808,,0,,184,,84,,1,,6,,4,,0,,415,,114,
259.0,U. West Florida,799,,0,,315,,50,,32,,4,,101,,0,,0,,297,
260.0,San Francisco State U.,789,,13,,385,,145,,42,,0,,204,,0,,0,,0,
261.0,North Carolina Central U.,781,,0,,121,,0,,0,,0,,41,,0,,0,,619,
262.0,Sul Ross State U.,777,,0,,587,,0,,0,,0,,190,,0,,0,,0,
263.0,Loyola Marymount U.,775,,267,,0,,0,,0,,348,,58,,0,,17,,85,
264.0,East Tennessee State U.,774,,0,,490,,1,,0,,71,,1,,0,,0,,211,
265.0,Southern Methodist U.,763,,14,,91,,7,,61,,49,,64,,19,,42,,416,
266.0,Boise State U.,755,,147,,122,,0,,25,,1,,101,,40,,310,,9,
267.0,Seattle U.,754,,1,,228,,0,,7,,0,,0,,0,,123,,395,
268.0,U. Toledo,744,,0,,620,,3,,78,,0,,0,,0,,43,,0,
269.0,"U. Montana, Missoula",714,,6,,708,,0,,0,,0,,0,,0,,0,,0,
270.0,Mississippi State U.,705,,0,,610,,0,,0,,0,,15,,0,,48,,32,
271.0,U. Texas Pan American,690,,20,,286,,0,,318,,0,,35,,0,,0,,31,
272.0,Gonzaga U.,688,,0,,314,,0,,200,,0,,0,,0,,163,,11,
273.0,San Jose State U.,674,,379,,16,,0,,80,,0,,88,,0,,0,,111,
274.0,"SUNY, Buffalo State",662,,537,,0,,0,,0,,0,,113,,12,,0,,0,
275.0,"U. Missouri, Saint Louis",660,,0,,1,,27,,64,,497,,41,,0,,0,,30,
276.0,Lehigh U.,652,,10,,150,,5,,109,,78,,0,,0,,194,,106,
277.0,Chapman U.,645,,23,,90,,11,,0,,0,,237,,0,,0,,284,
278.0,U. Wyoming,631,,71,,505,,9,,8,,24,,2,,0,,12,,0,
279.0,"California State U., Long Beach",613,,0,,306,,0,,148,,2,,6,,3,,50,,98,
280.0,"U. Arkansas, Little Rock",602,,0,,38,,402,,5,,0,,0,,0,,132,,25,
281.0,U. of the Sciences Philadelphia,601,,0,,338,,0,,73,,0,,6,,0,,0,,184,
282.0,"U. North Carolina, Greensboro",600,,0,,14,,7,,0,,387,,74,,0,,0,,118,
283.0,Southern Connecticut State U.,599,,31,i,406,i,19,i,40,i,10,i,33,i,0,i,0,i,60,i
283.0,U. Dayton,599,,6,,65,,7,,2,,0,,0,,0,,209,,310,
285.0,Northwest Indian C.,594,i,0,i,0,i,0,i,0,i,0,i,126,i,0,i,0,i,468,i
